# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28043,11002,0,0,0,0,0
28041,11001,0,0,0,0,0
28039,10998,0,0,0,0,0
28038,10995,0,0,0,0,0
28038,10994,0,0,0,0,0
28038,10993,0,0,0,0,0
28039,10992,0,0,0,0,0
28039,10993,0,0,0,0,0
28039,10992,0,0,0,0,0
28041,10990,0,0,0,0,0
28039,10992,0,0,0,0,0
28040,10992,0,0,0,0,0
28038,10991,0,0,0,0,0
28037,10990,0,0,0,0,0
28037,10989,0,0,0,0,0
28038,10988,0,0,0,0,0
28037,10988,0,0,0,0,0
28037,10987,0,0,0,0,0
28036,10985,0,0,0,0,0
28034,10982,0,0,0,0,0
28032,10981,0,0,0,0,0
28034,10983,0,0,0,0,0
28032,10982,0,0,0,0,0
28033,10981,0,0,0,0,0
28030,10981,0,0,0,0,0
28030,10981,0,0,0,0,0
28027,10981,0,0,0,0,0
28024,10981,0,0,0,0,0
28022,10981,0,0,0,0,0
28021,10980,0,0,0,0,0
28017,10977,0,0,0,0,0
28013,10973,0,0,0,0,0
28011,10969,0,0,0,0,0
28009,10965,0,0,0,0,0
28005,10963,0,0,0,0,0
28002,10961,0,0,0,0,0
27999,10961,0,0,0,0,0
27997,10961,0,0,0,0,0
27995,10960,0,0,0,0,0
27990,10956,0,0,0,0,0
27985,10952,0,0,0,0,0
27981,10947,0,0,0,0,0
27979,10942,0,0,0,0,0
27977,10940,0,0,0,0,0
27978,10941,0,0,0,0,0
27978,10939,0,0,0,0,0
27975,10936,0,0,0,0,0
27974,10933,0,0,0,0,0
27970,10931,0,0,0,0,0
27965,10931,0,0,0,0,0
27961,10930,0,0,0,0,0
27959,10928,0,0,0,0,0
27958,10925,0,0,0,0,0
27956,10922,0,0,0,0,0
27954,10919,0,0,0,0,0
27949,10916,0,0,0,0,0
27947,10914,0,0,0,0,0
27946,10913,0,0,0,0,0
27942,10909,0,0,0,0,0
27939,10905,0,0,0,0,0
27936,10903,0,0,0,0,0
27931,10902,0,0,0,0,0
27929,10902,0,0,0,0,0
27928,10901,0,0,0,0,0
27927,10900,0,0,0,0,0
27924,10900,0,0,0,0,0
27921,10897,0,0,0,0,0
27920,10894,0,0,0,0,0
27918,10889,0,0,0,0,0
27914,10885,0,0,0,0,0
27910,10887,0,0,0,0,0
27908,10888,0,0,0,0,0
27907,10887,0,0,0,0,0
27904,10883,0,0,0,0,0
27900,10882,0,0,0,0,0
27901,10881,0,0,0,0,0
27901,10881,0,0,0,0,0
27900,10881,0,0,0,0,0
27901,10881,0,0,0,0,0
27901,10882,0,0,0,0,0
27901,10881,0,0,0,0,0
27900,10881,0,0,0,0,0
27901,10882,0,0,0,0,0
27901,10881,0,0,0,0,0
27901,10881,0,0,0,0,0
27902,10881,0,0,0,0,0
27900,10883,0,0,0,0,0
27901,10881,0,0,0,0,0
27902,10883,0,0,0,0,0
27902,10883,0,0,0,0,0
27901,10884,0,0,0,0,0
27898,10881,0,0,0,0,0
27899,10883,0,0,0,0,0
27901,10883,0,0,0,0,0
27903,10883,0,0,0,0,0
27902,10883,0,0,0,0,0
27904,10882,0,0,0,0,0
27901,10883,0,0,0,0,0
27898,10882,0,0,0,0,0
27896,10874,0,0,0,0,0
27905,10884,0,0,0,0,0
27903,10882,0,0,0,0,0
27903,10882,0,0,0,0,0
27904,10882,0,0,0,0,0
27904,10883,0,0,0,0,0
27904,10883,0,0,0,0,0
27904,10884,0,0,0,0,0
27903,10882,0,0,0,0,0
27904,10883,0,0,0,0,0
27903,10883,0,0,0,0,0
27905,10883,0,0,0,0,0
27903,10882,0,0,0,0,0
27902,10882,0,0,0,0,0
27899,10883,0,0,0,0,0
27900,10883,0,0,0,0,0
27899,10885,0,0,0,0,0
27899,10883,0,0,0,0,0
27899,10882,0,0,0,0,0
27899,10880,0,0,0,0,0
27897,10877,0,0,0,0,0
27895,10875,0,0,0,0,0
27893,10873,0,0,0,0,0
27890,10870,0,0,0,0,0
27888,10867,0,0,0,0,0
27887,10865,0,0,0,0,0
27884,10862,0,0,0,0,0
27882,10857,0,0,0,0,0
27878,10855,0,0,0,0,0
27874,10852,0,0,0,0,0
27873,10850,0,0,0,0,0
27872,10848,0,0,0,0,0
27869,10846,0,0,0,0,0
27867,10841,0,0,0,0,0
27866,10837,0,0,0,0,0
27863,10832,0,0,0,0,0
27862,10830,0,0,0,0,0
27861,10825,0,0,0,0,0
27858,10820,0,0,0,0,0
27857,10816,0,0,0,0,0
27856,10811,0,0,0,0,0
27855,10806,0,0,0,0,0
