# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28160,11142,0,0,0,0,0,0
28160,11141,0,0,0,0,0,0
28154,11139,0,0,0,0,0,0
28153,11139,0,0,0,0,0,0
28155,11137,0,0,0,0,0,0
28153,11138,0,0,0,0,0,0
28150,11140,0,0,0,0,0,0
28147,11142,0,0,0,0,0,0
28144,11143,0,0,0,0,0,0
28144,11144,0,0,0,0,0,0
28144,11145,0,0,0,0,0,0
28142,11145,0,0,0,0,0,0
28140,11145,0,0,0,0,0,0
28140,11145,0,0,0,0,0,0
28141,11145,0,0,0,0,0,0
28140,11145,0,0,0,0,0,0
28141,11143,0,0,0,0,0,0
28140,11144,0,0,0,0,0,0
28139,11144,0,0,0,0,0,0
28136,11146,0,0,0,0,0,0
28134,11145,0,0,0,0,0,0
28133,11146,0,0,0,0,0,0
28133,11147,0,0,0,0,0,0
28132,11147,0,0,0,0,0,0
28131,11147,0,0,0,0,0,0
28131,11146,0,0,0,0,0,0
28131,11147,0,0,0,0,0,0
28129,11147,0,0,0,0,0,0
28131,11147,0,0,0,0,0,0
28131,11148,0,0,0,0,0,0
28130,11147,0,0,0,0,0,0
28126,11146,0,0,0,0,0,0
28123,11146,0,0,0,0,0,0
28118,11144,0,0,0,0,0,0
28114,11144,0,0,0,0,0,0
28110,11142,0,0,0,0,0,0
28107,11141,0,0,0,0,0,0
28106,11139,0,0,0,0,0,0
28105,11139,0,0,0,0,0,0
28105,11139,0,0,0,0,0,0
28105,11139,0,0,0,0,0,0
28104,11139,0,0,0,0,0,0
28106,11139,0,0,0,0,0,0
28106,11139,0,0,0,0,0,0
28106,11140,0,0,0,0,0,0
28106,11139,0,0,0,0,0,0
28106,11139,0,0,0,0,0,0
28104,11139,0,0,0,0,0,0
28102,11138,0,0,0,0,0,0
28099,11137,0,0,0,0,0,0
28095,11136,0,0,0,0,0,0
28092,11134,0,0,0,0,0,0
28090,11133,0,0,0,0,0,0
28088,11132,0,0,0,0,0,0
28085,11132,0,0,0,0,0,0
28082,11131,0,0,0,0,0,0
28079,11130,0,0,0,0,0,0
28077,11131,0,0,0,0,0,0
28075,11131,0,0,0,0,0,0
28076,11130,0,0,0,0,0,0
28076,11131,0,0,0,0,0,0
28077,11131,0,0,0,0,0,0
28075,11131,0,0,0,0,0,0
28072,11131,0,0,0,0,0,0
28071,11133,0,0,0,0,0,0
28068,11135,0,0,0,0,0,0
28067,11137,0,0,0,0,0,0
28064,11139,0,0,0,0,0,0
28061,11139,0,0,0,0,0,0
28057,11139,0,0,0,0,0,0
28053,11141,0,0,0,0,0,0
28049,11142,0,0,0,0,0,0
28047,11144,0,0,0,0,0,0
28046,11146,0,0,0,0,0,0
28046,11147,0,0,0,0,0,0
28047,11146,0,0,0,0,0,0
28045,11147,0,0,0,0,0,0
28046,11148,0,0,0,0,0,0
28045,11148,0,0,0,0,0,0
28045,11147,0,0,0,0,0,0
28044,11149,0,0,0,0,0,0
28045,11148,0,0,0,0,0,0
28044,11150,0,0,0,0,0,0
28041,11151,0,0,0,0,0,0
28038,11153,0,0,0,0,0,0
28036,11156,0,0,0,0,0,0
28034,11159,0,0,0,0,0,0
28030,11159,0,0,0,0,0,0
28028,11159,0,0,0,0,0,0
28027,11160,0,0,0,0,0,0
28026,11161,0,0,0,0,0,0
28025,11160,0,0,0,0,0,0
28027,11161,0,0,0,0,0,0
28030,11161,0,0,0,0,0,0
28032,11159,0,0,0,0,0,0
28032,11161,0,0,0,0,0,0
28032,11161,0,0,0,0,0,0
28028,11160,0,0,0,0,0,0
28028,11161,0,0,0,0,0,0
28028,11158,0,0,0,0,0,0
28027,11157,0,0,0,0,0,0
28025,11157,0,0,0,0,0,0
28022,11156,0,0,0,0,0,0
28020,11154,0,0,0,0,0,0
28017,11153,0,0,0,0,0,0
28014,11154,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28015,11156,0,0,0,0,0,0
28014,11156,0,0,0,0,0,0
28012,11156,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28012,11153,0,0,0,0,0,0
28013,11153,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28013,11153,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28016,11155,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28013,11154,0,0,0,0,0,0
28014,11155,0,0,0,0,0,0
28013,11156,0,0,0,0,0,0
28010,11156,0,0,0,0,0,0
28009,11155,0,0,0,0,0,0
28007,11156,0,0,0,0,0,0
28004,11156,0,0,0,0,0,0
28002,11156,0,0,0,0,0,0
28000,11155,0,0,0,0,0,0
28001,11152,0,0,0,0,0,0
28001,11155,0,0,0,0,0,0
28002,11154,0,0,0,0,0,0
28000,11154,0,0,0,0,0,0
28000,11154,0,0,0,0,0,0
28001,11154,0,0,0,0,0,0
28001,11155,0,0,0,0,0,0
28002,11155,0,0,0,0,0,0
28003,11155,0,0,0,0,0,0
28002,11154,0,0,0,0,0,0
28004,11151,0,0,0,0,0,0
28003,11153,0,0,0,0,0,0
28002,11152,0,0,0,0,0,0
28000,11152,0,0,0,0,0,0
27999,11152,0,0,0,0,0,0
27998,11152,0,0,0,0,0,0
27998,11152,0,0,0,0,0,0
27997,11152,0,0,0,0,0,0
27995,11152,0,0,0,0,0,0
27993,11151,0,0,0,0,0,0
27991,11150,0,0,0,0,0,0
27990,11147,0,0,0,0,0,0
27991,11149,0,0,0,0,0,0
27990,11148,0,0,0,0,0,0
27989,11148,0,0,0,0,0,0
27991,11148,0,0,0,0,0,0
27989,11148,0,0,0,0,0,0
27990,11148,0,0,0,0,0,0
27991,11147,0,0,0,0,0,0
27990,11148,0,0,0,0,0,0
27991,11148,0,0,0,0,0,0
27989,11147,0,0,0,0,0,0
27988,11145,0,0,0,0,0,0
27988,11144,0,0,0,0,0,0
27986,11142,0,0,0,0,0,0
27983,11140,0,0,0,0,0,0
27983,11139,0,0,0,0,0,0
27983,11138,0,0,0,0,0,0
27983,11137,0,0,0,0,0,0
27983,11136,0,0,0,0,0,0
27986,11139,0,0,0,0,0,0
27986,11140,0,0,0,0,0,0
27987,11140,0,0,0,0,0,0
27987,11139,0,0,0,0,0,0
27985,11139,0,0,0,0,0,0
27984,11139,0,0,0,0,0,0
27985,11139,0,0,0,0,0,0
27987,11138,0,0,0,0,0,0
27987,11136,0,0,0,0,0,0
27987,11134,0,0,0,0,0,0
27987,11132,0,0,0,0,0,0
27986,11130,0,0,0,0,0,0
27986,11129,0,0,0,0,0,0
27985,11125,0,0,0,0,0,0
27986,11124,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27986,11126,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27987,11126,0,0,0,0,0,0
27986,11127,0,0,0,0,0,0
27988,11128,0,0,0,0,0,0
27988,11126,0,0,0,0,0,0
27989,11125,0,0,0,0,0,0
27990,11125,0,0,0,0,0,0
27989,11126,0,0,0,0,0,0
27989,11127,0,0,0,0,0,0
27989,11127,0,0,0,0,0,0
27988,11126,0,0,0,0,0,0
27988,11128,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27989,11127,0,0,0,0,0,0
27985,11130,0,0,0,0,0,0
27985,11128,0,0,0,0,0,0
27988,11127,0,0,0,0,0,0
27989,11129,0,0,0,0,0,0
27987,11127,0,0,0,0,0,0
27984,11129,0,0,0,0,0,0
27985,11130,0,0,0,0,0,0
27985,11130,0,0,0,0,0,0
27984,11129,0,0,0,0,0,0
27984,11131,0,0,0,0,0,0
27985,11131,0,0,0,0,0,0
27986,11131,0,0,0,0,0,0
27988,11131,0,0,0,0,0,0
27989,11131,0,0,0,0,0,0
27988,11130,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27989,11130,0,0,0,0,0,0
27988,11129,0,0,0,0,0,0
27987,11130,0,0,0,0,0,0
27986,11131,0,0,0,0,0,0
27987,11130,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27986,11131,0,0,0,0,0,0
27986,11130,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27986,11131,0,0,0,0,0,0
27988,11131,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27985,11131,0,0,0,0,0,0
27984,11131,0,0,0,0,0,0
27986,11131,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27987,11131,0,0,0,0,0,0
27985,11129,0,0,0,0,0,0
27987,11130,0,0,0,0,0,0
27988,11131,0,0,0,0,0,0
27986,11130,0,0,0,0,0,0
27985,11130,0,0,0,0,0,0
27985,11129,0,0,0,0,0,0
27985,11127,0,0,0,0,0,0
27984,11127,0,0,0,0,0,0
27984,11125,0,0,0,0,0,0
27983,11124,0,0,0,0,0,0
27982,11123,0,0,0,0,0,0
27981,11122,0,0,0,0,0,0
27979,11120,0,0,0,0,0,0
27977,11118,0,0,0,0,0,0
27976,11116,0,0,0,0,0,0
27975,11116,0,0,0,0,0,0
27974,11114,0,0,0,0,0,0
27969,11112,0,0,0,0,0,0
27974,11114,0,0,0,0,0,0
27974,11115,0,0,0,0,0,0
27974,11115,0,0,0,0,0,0
27975,11116,0,0,0,0,0,0
27974,11116,0,0,0,0,0,0
27972,11114,0,0,0,0,0,0
27971,11113,0,0,0,0,0,0
27968,11111,0,0,0,0,0,0
27965,11110,0,0,0,0,0,0
27963,11111,0,0,0,0,0,0
27961,11111,0,0,0,0,0,0
27962,11111,0,0,0,0,0,0
27962,11112,0,0,0,0,0,0
27961,11113,0,0,0,0,0,0
27961,11113,0,0,0,0,0,0
27960,11113,0,0,0,0,0,0
27960,11115,0,0,0,0,0,0
27961,11114,0,0,0,0,0,0
27961,11114,0,0,0,0,0,0
27962,11115,0,0,0,0,0,0
27963,11114,0,0,0,0,0,0
27963,11114,0,0,0,0,0,0
27963,11115,0,0,0,0,0,0
27962,11115,0,0,0,0,0,0
27962,11114,0,0,0,0,0,0
