# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28775,10604,0,0,0,0,0
28780,10596,0,0,0,0,0
28782,10588,0,0,0,0,0
28786,10581,0,0,0,0,0
28791,10575,0,0,0,0,0
28801,10573,0,0,0,0,0
28816,10572,0,0,0,0,0
28820,10563,0,0,0,0,0
28835,10566,0,0,0,0,0
28844,10555,0,0,0,0,0
28860,10543,0,0,0,0,0
28873,10536,0,0,0,0,0
28889,10527,0,0,0,0,0
28894,10525,0,0,0,0,0
28899,10522,0,0,0,0,0
28898,10515,0,0,0,0,0
28897,10506,0,0,0,0,0
28896,10498,0,0,0,0,0
28897,10492,0,0,0,0,0
28904,10490,0,0,0,0,0
28908,10487,0,0,0,0,0
28920,10480,0,0,0,0,0
28925,10468,0,0,0,0,0
28930,10458,0,0,0,0,0
28935,10448,0,0,0,0,0
28940,10438,0,0,0,0,0
28942,10426,0,0,0,0,0
28950,10413,0,0,0,0,0
28954,10410,0,0,0,0,0
28957,10403,0,0,0,0,0
28958,10394,0,0,0,0,0
28958,10385,0,0,0,0,0
28956,10377,0,0,0,0,0
28960,10376,0,0,0,0,0
28965,10373,0,0,0,0,0
28973,10363,0,0,0,0,0
28982,10353,0,0,0,0,0
28994,10347,0,0,0,0,0
28996,10345,0,0,0,0,0
29007,10342,0,0,0,0,0
29010,10337,0,0,0,0,0
29018,10325,0,0,0,0,0
29022,10315,0,0,0,0,0
29029,10308,0,0,0,0,0
29038,10301,0,0,0,0,0
29040,10297,0,0,0,0,0
29043,10285,0,0,0,0,0
29048,10273,0,0,0,0,0
29051,10260,0,0,0,0,0
29054,10251,0,0,0,0,0
29066,10240,0,0,0,0,0
29072,10229,0,0,0,0,0
29080,10216,0,0,0,0,0
29090,10200,0,0,0,0,0
29102,10196,0,0,0,0,0
29115,10178,0,0,0,0,0
29123,10165,0,0,0,0,0
29133,10148,0,0,0,0,0
29145,10133,0,0,0,0,0
29158,10119,0,0,0,0,0
29171,10103,0,0,0,0,0
29185,10093,0,0,0,0,0
29199,10085,0,0,0,0,0
29206,10074,0,0,0,0,0
29214,10062,0,0,0,0,0
29221,10048,0,0,0,0,0
29228,10037,0,0,0,0,0
29236,10025,0,0,0,0,0
29246,10017,0,0,0,0,0
29256,10009,0,0,0,0,0
29265,9999,0,0,0,0,0
29274,9987,0,0,0,0,0
29276,9980,0,0,0,0,0
29279,9969,0,0,0,0,0
29285,9956,0,0,0,0,0
29292,9948,0,0,0,0,0
29298,9942,0,0,0,0,0
29304,9932,0,0,0,0,0
29304,9920,0,0,0,0,0
29302,9908,0,0,0,0,0
29300,9896,0,0,0,0,0
29302,9894,0,0,0,0,0
29302,9885,0,0,0,0,0
29306,9877,0,0,0,0,0
29308,9873,0,0,0,0,0
29308,9868,0,0,0,0,0
29304,9861,0,0,0,0,0
29301,9853,0,0,0,0,0
29306,9844,0,0,0,0,0
29309,9836,0,0,0,0,0
29316,9828,0,0,0,0,0
29317,9822,0,0,0,0,0
29322,9817,0,0,0,0,0
29330,9808,0,0,0,0,0
29338,9795,0,0,0,0,0
29348,9786,0,0,0,0,0
29358,9774,0,0,0,0,0
29369,9764,0,0,0,0,0
29374,9756,0,0,0,0,0
29378,9747,0,0,0,0,0
29572,9691,0,0,0,0,0
29576,9684,0,0,0,0,0
29582,9678,0,0,0,0,0
29592,9671,0,0,0,0,0
29600,9664,0,0,0,0,0
29607,9656,0,0,0,0,0
29614,9651,0,0,0,0,0
29620,9647,0,0,0,0,0
29626,9640,0,0,0,0,0
29635,9633,0,0,0,0,0
29641,9630,0,0,0,0,0
29645,9626,0,0,0,0,0
29651,9622,0,0,0,0,0
29658,9621,0,0,0,0,0
29663,9619,0,0,0,0,0
29670,9615,0,0,0,0,0
29678,9612,0,0,0,0,0
29685,9611,0,0,0,0,0
29694,9609,0,0,0,0,0
29700,9608,0,0,0,0,0
29709,9605,0,0,0,0,0
29715,9603,0,0,0,0,0
29720,9599,0,0,0,0,0
29730,9592,0,0,0,0,0
29739,9586,0,0,0,0,0
29745,9581,0,0,0,0,0
29752,9573,0,0,0,0,0
29760,9567,0,0,0,0,0
29769,9561,0,0,0,0,0
29774,9557,0,0,0,0,0
29782,9550,0,0,0,0,0
29792,9544,0,0,0,0,0
29801,9538,0,0,0,0,0
29812,9531,0,0,0,0,0
29818,9524,0,0,0,0,0
29826,9519,0,0,0,0,0
29834,9516,0,0,0,0,0
29838,9512,0,0,0,0,0
29847,9510,0,0,0,0,0
29854,9506,0,0,0,0,0
29857,9496,0,0,0,0,0
29869,9493,0,0,0,0,0
29876,9488,0,0,0,0,0
29881,9481,0,0,0,0,0
29892,9476,0,0,0,0,0
29903,9471,0,0,0,0,0
29912,9464,0,0,0,0,0
29923,9458,0,0,0,0,0
29931,9453,0,0,0,0,0
29942,9448,0,0,0,0,0
29953,9445,0,0,0,0,0
29963,9438,0,0,0,0,0
29971,9433,0,0,0,0,0
29979,9428,0,0,0,0,0
29986,9420,0,0,0,0,0
29994,9416,0,0,0,0,0
29999,9408,0,0,0,0,0
30007,9404,0,0,0,0,0
30012,9398,0,0,0,0,0
30018,9395,0,0,0,0,0
30021,9390,0,0,0,0,0
30025,9384,0,0,0,0,0
30028,9379,0,0,0,0,0
30031,9374,0,0,0,0,0
30031,9368,0,0,0,0,0
30034,9359,0,0,0,0,0
30041,9347,0,0,0,0,0
30045,9338,0,0,0,0,0
30049,9333,0,0,0,0,0
30053,9327,0,0,0,0,0
30057,9317,0,0,0,0,0
30061,9310,0,0,0,0,0
30069,9299,0,0,0,0,0
30074,9290,0,0,0,0,0
30080,9280,0,0,0,0,0
30086,9275,0,0,0,0,0
30091,9266,0,0,0,0,0
30093,9260,0,0,0,0,0
30098,9252,0,0,0,0,0
30102,9247,0,0,0,0,0
30107,9239,0,0,0,0,0
30111,9235,0,0,0,0,0
30116,9227,0,0,0,0,0
30122,9223,0,0,0,0,0
30127,9218,0,0,0,0,0
30132,9214,0,0,0,0,0
30139,9209,0,0,0,0,0
30146,9203,0,0,0,0,0
30153,9197,0,0,0,0,0
30162,9192,0,0,0,0,0
30169,9188,0,0,0,0,0
30174,9185,0,0,0,0,0
30179,9180,0,0,0,0,0
30184,9176,0,0,0,0,0
30189,9174,0,0,0,0,0
30193,9173,0,0,0,0,0
30198,9170,0,0,0,0,0
30202,9168,0,0,0,0,0
30210,9161,0,0,0,0,0
30211,9156,0,0,0,0,0
30210,9155,0,0,0,0,0
30214,9146,0,0,0,0,0
30216,9139,0,0,0,0,0
30217,9130,0,0,0,0,0
30219,9121,0,0,0,0,0
30221,9111,0,0,0,0,0
30222,9103,0,0,0,0,0
30223,9095,0,0,0,0,0
30225,9086,0,0,0,0,0
30227,9077,0,0,0,0,0
30230,9068,0,0,0,0,0
30235,9060,0,0,0,0,0
30235,9054,0,0,0,0,0
30238,9047,0,0,0,0,0
30242,9041,0,0,0,0,0
30247,9034,0,0,0,0,0
30253,9028,0,0,0,0,0
30259,9022,0,0,0,0,0
30266,9015,0,0,0,0,0
30273,9007,0,0,0,0,0
30278,9001,0,0,0,0,0
30284,8995,0,0,0,0,0
30289,8987,0,0,0,0,0
30297,8979,0,0,0,0,0
30302,8972,0,0,0,0,0
30309,8965,0,0,0,0,0
30316,8959,0,0,0,0,0
30323,8955,0,0,0,0,0
30327,8955,0,0,0,0,0
30333,8953,0,0,0,0,0
30337,8951,0,0,0,0,0
30340,8946,0,0,0,0,0
30346,8942,0,0,0,0,0
30354,8935,0,0,0,0,0
30361,8927,0,0,0,0,0
30365,8922,0,0,0,0,0
30369,8916,0,0,0,0,0
30375,8910,0,0,0,0,0
30384,8904,0,0,0,0,0
30387,8900,0,0,0,0,0
30392,8897,0,0,0,0,0
30396,8889,0,0,0,0,0
30400,8886,0,0,0,0,0
30405,8884,0,0,0,0,0
30412,8882,0,0,0,0,0
30419,8878,0,0,0,0,0
30422,8879,0,0,0,0,0
30433,8871,0,0,0,0,0
30435,8868,0,0,0,0,0
30440,8869,0,0,0,0,0
30446,8864,0,0,0,0,0
30452,8862,0,0,0,0,0
30456,8859,0,0,0,0,0
30456,8857,0,0,0,0,0
30461,8850,0,0,0,0,0
30466,8843,0,0,0,0,0
30473,8838,0,0,0,0,0
30479,8834,0,0,0,0,0
30486,8830,0,0,0,0,0
30490,8832,0,0,0,0,0
30495,8832,0,0,0,0,0
30499,8826,0,0,0,0,0
30502,8825,0,0,0,0,0
30505,8822,0,0,0,0,0
30511,8817,0,0,0,0,0
30515,8812,0,0,0,0,0
30522,8807,0,0,0,0,0
30528,8806,0,0,0,0,0
30534,8799,0,0,0,0,0
30538,8793,0,0,0,0,0
30544,8789,0,0,0,0,0
30549,8784,0,0,0,0,0
30556,8780,0,0,0,0,0
30562,8778,0,0,0,0,0
30570,8772,0,0,0,0,0
30579,8771,0,0,0,0,0
30587,8768,0,0,0,0,0
30596,8764,0,0,0,0,0
30602,8760,0,0,0,0,0
30608,8755,0,0,0,0,0
30612,8754,0,0,0,0,0
30616,8749,0,0,0,0,0
30619,8743,0,0,0,0,0
30622,8737,0,0,0,0,0
30626,8731,0,0,0,0,0
30632,8726,0,0,0,0,0
30631,8723,0,0,0,0,0
30631,8719,0,0,0,0,0
30632,8713,0,0,0,0,0
30631,8712,0,0,0,0,0
30633,8713,0,0,0,0,0
30634,8714,0,0,0,0,0
30633,8711,0,0,0,0,0
30637,8709,0,0,0,0,0
30637,8708,0,0,0,0,0
30637,8709,0,0,0,0,0
30635,8708,0,0,0,0,0
30637,8710,0,0,0,0,0
30639,8709,0,0,0,0,0
30644,8711,0,0,0,0,0
30641,8708,0,0,0,0,0
30644,8710,0,0,0,0,0
30644,8707,0,0,0,0,0
30646,8706,0,0,0,0,0
30646,8705,0,0,0,0,0
30646,8701,0,0,0,0,0
30646,8694,0,0,0,0,0
30644,8688,0,0,0,0,0
30644,8681,0,0,0,0,0
30642,8676,0,0,0,0,0
30638,8672,0,0,0,0,0
30636,8668,0,0,0,0,0
30636,8671,0,0,0,0,0
30636,8668,0,0,0,0,0
30636,8664,0,0,0,0,0
30638,8660,0,0,0,0,0
30642,8657,0,0,0,0,0
30646,8653,0,0,0,0,0
30651,8652,0,0,0,0,0
30656,8644,0,0,0,0,0
30661,8639,0,0,0,0,0
30665,8633,0,0,0,0,0
30669,8626,0,0,0,0,0
30674,8619,0,0,0,0,0
30676,8615,0,0,0,0,0
30682,8611,0,0,0,0,0
30686,8609,0,0,0,0,0
30690,8609,0,0,0,0,0
30692,8607,0,0,0,0,0
30695,8607,0,0,0,0,0
30696,8601,0,0,0,0,0
30698,8599,0,0,0,0,0
30700,8596,0,0,0,0,0
30704,8591,0,0,0,0,0
30708,8587,0,0,0,0,0
30715,8582,0,0,0,0,0
30719,8577,0,0,0,0,0
30723,8570,0,0,0,0,0
30730,8563,0,0,0,0,0
30734,8556,0,0,0,0,0
30736,8550,0,0,0,0,0
30741,8546,0,0,0,0,0
30746,8537,0,0,0,0,0
30755,8532,0,0,0,0,0
30762,8525,0,0,0,0,0
30764,8523,0,0,0,0,0
30768,8517,0,0,0,0,0
30774,8512,0,0,0,0,0
30780,8509,0,0,0,0,0
30784,8505,0,0,0,0,0
30789,8502,0,0,0,0,0
30795,8497,0,0,0,0,0
30799,8490,0,0,0,0,0
30800,8490,0,0,0,0,0
30800,8484,0,0,0,0,0
30796,8481,0,0,0,0,0
30793,8478,0,0,0,0,0
30792,8472,0,0,0,0,0
30789,8469,0,0,0,0,0
