0,0,0
-0.854901731,-1.13960409,0.149622709
-0.85393405,-1.13982344,0.149113819
-0.853512764,-1.13985538,0.150104478
-0.853091478,-1.13988686,0.151095197
-0.852611244,-1.13993526,0.152086645
-0.851495326,-1.14012742,0.15331848
-0.851354778,-1.14003181,0.154778257
-0.85023874,-1.14004183,0.156010374
-0.849544108,-1.14015388,0.15625146
-0.850660205,-1.14014339,0.155019298
-0.849965632,-1.14025545,0.155260339
-0.850660205,-1.14014339,0.155019298
-0.849965632,-1.14025545,0.155260339
-0.849544108,-1.14015388,0.15625146
-0.849271059,-1.14036751,0.155501395
-0.848576486,-1.14047909,0.155742437
-0.847881913,-1.14059114,0.155983493
-0.846492767,-1.14081478,0.156465575
-0.845798194,-1.14092684,0.156706631
-0.844409049,-1.14114952,0.157188728
-0.84287113,-1.14105844,0.159412652
-0.840092719,-1.14150572,0.1603771
-0.838281691,-1.14162779,0.161851063
-0.836470544,-1.14174986,0.16332522
-0.834659338,-1.14187145,0.164799586
-0.833185852,-1.14184773,0.166264966
-0.832763791,-1.14167082,0.16725716
-0.832069099,-1.1416589,0.16749844
-0.831647038,-1.141482,0.168490738
-0.830257595,-1.14145815,0.168973356
-0.828718543,-1.1410929,0.17119965
-0.827449739,-1.14061105,0.174479783
-0.826605022,-1.14056575,0.176465422
-0.827149868,-1.14046848,0.1779681
-0.827572286,-1.14049137,0.176975191
-0.827572286,-1.14049137,0.176975191
-0.827572286,-1.14049137,0.176975191
-0.827844679,-1.14044321,0.177726507
-0.829234421,-1.14039123,0.177243292
-0.826605022,-1.14056575,0.176465422
-0.826182604,-1.14054334,0.177458331
-0.827149868,-1.14046848,0.1779681
-0.826877415,-1.14051712,0.177216768
-0.827572286,-1.14049137,0.176975191
-0.827299833,-1.14054,0.176223874
-0.827844679,-1.14044321,0.177726507
-0.827572286,-1.14049137,0.176975191
-0.826182604,-1.14054334,0.177458331
-0.821863353,-1.14062536,0.180652559
-0.819205701,-1.14060819,0.184116066
-0.817242503,-1.14056528,0.187338725
-0.813514829,-1.14041066,0.191288367
-0.809888184,-1.13985348,0.194178194
-0.806261599,-1.13922596,0.19713524
-0.803209543,-1.13887691,0.197350845
-0.801396072,-1.13856316,0.198829696
-0.797920704,-1.13808966,0.200040027
-0.794605672,-1.13745487,0.200504825
-0.792520463,-1.13668287,0.201230928
-0.790011704,-1.1356858,0.20295237
-0.786994457,-1.1346277,0.203132614
-0.783400238,-1.13344514,0.201840013
-0.781857729,-1.13266408,0.204073161
-0.779941618,-1.13131821,0.206436411
-0.776261985,-1.12893021,0.208366647
-0.776109159,-1.12858403,0.210116744
-0.774565876,-1.12776721,0.212351441
-0.770063698,-1.12715244,0.214353621
-0.768520117,-1.12801504,0.216589019
-0.769215286,-1.12806845,0.216346756
-0.768366754,-1.12898493,0.218340144
-0.768520117,-1.12801504,0.216589019
-0.768095851,-1.12847328,0.217585698
-0.767824948,-1.12796259,0.216831267
-0.766010284,-1.12831402,0.218312591
-0.767824948,-1.12796259,0.216831267
-0.76879102,-1.12852669,0.217343405
-0.767400622,-1.12842035,0.217828006
-0.767129779,-1.12790918,0.21707353
-0.766281128,-1.12882566,0.219067127
-0.767400622,-1.12842035,0.217828006
-0.768095851,-1.12847328,0.217585698
-0.768095851,-1.12847328,0.217585698
-0.76879102,-1.12852669,0.217343405
-0.769486189,-1.12857962,0.217101112
-0.769486189,-1.12857962,0.217101112
-0.769910455,-1.12812185,0.216104493
-0.769757152,-1.12909031,0.217855483
-0.767671525,-1.12893105,0.218582466
-0.765315056,-1.12826061,0.218554884
-0.766705453,-1.12836695,0.218070298
-0.765161514,-1.1292305,0.220306367
-0.763346612,-1.12958241,0.221788153
-0.762497604,-1.13049889,0.22378245
-0.761107087,-1.13039255,0.224267364
-0.760682464,-1.13085127,0.225264683
-0.760123491,-1.13234532,0.228518814
-0.762106955,-1.13451743,0.23206611
-0.762106955,-1.13451743,0.23206611
-0.7610448,-1.13409364,0.23114796
-0.760078728,-1.13356483,0.230635732
-0.759653986,-1.13413846,0.23163341
-0.761411488,-1.13455701,0.232308894
-0.76183629,-1.13419461,0.231311217
-0.761140883,-1.13423419,0.231553972
-0.76183629,-1.13419461,0.231311217
-0.7610448,-1.13409364,0.23114796
-0.760123491,-1.13234532,0.228518814
-0.761894226,-1.1329459,0.229152799
-0.762261033,-1.13383222,0.230313614
-0.761740208,-1.13407123,0.23090525
-0.760774136,-1.13354242,0.230393037
-0.761469543,-1.13351953,0.230150357
-0.761469543,-1.13351953,0.230150357
-0.760774136,-1.13354242,0.230393037
-0.7610448,-1.13409364,0.23114796
-0.760445416,-1.13427424,0.231796727
-0.760349393,-1.13411653,0.231390685
-0.761469543,-1.13351953,0.230150357
-0.761894226,-1.1329459,0.229152799
-0.761198878,-1.13296831,0.229395464
-0.762860298,-1.13347471,0.229664981
-0.763284981,-1.13290107,0.228667498
-0.762589574,-1.13292348,0.228910148
-0.762589574,-1.13292348,0.228910148
-0.762589574,-1.13292348,0.228910148
-0.762164891,-1.1334976,0.229907662
-0.762164891,-1.1334976,0.229907662
-0.762860298,-1.13347471,0.229664981
-0.762860298,-1.13347471,0.229664981
-0.76295644,-1.13379216,0.230070889
-0.762383223,-1.13476348,0.232615918
-0.764007211,-1.13615203,0.23714526
-0.763582349,-1.13639379,0.238143206
-0.764277935,-1.1363833,0.237900153
-0.766364574,-1.13635135,0.237171009
-0.765244186,-1.13660407,0.238411963
-0.765244186,-1.13660407,0.238411963
-0.766635299,-1.13658309,0.237925798
-0.765939713,-1.13659358,0.23816888
-0.764973462,-1.13637328,0.2376571
-0.766635299,-1.13658309,0.237925798
-0.765244186,-1.13660407,0.238411963
-0.765244186,-1.13660407,0.238411963
-0.766481161,-1.13705659,0.239678532
-0.76702255,-1.13751864,0.241188183
-0.768315256,-1.13779783,0.243004128
-0.76858592,-1.13791513,0.243758917
-0.768856645,-1.13803291,0.244513705
-0.769398093,-1.13826752,0.246023297
-0.772839189,-1.1386714,0.249066427
-0.773380756,-1.13890553,0.250575811
-0.772800565,-1.13921475,0.253156662
-0.772321582,-1.13950026,0.256008387
-0.772437692,-1.13982689,0.258516848
-0.773249745,-1.14013684,0.260781407
-0.773791134,-1.14034426,0.262291133
-0.772669554,-1.14048064,0.263534307
-0.774332464,-1.14055026,0.263800859
-0.774757922,-1.14043009,0.262801826
-0.773095012,-1.14036047,0.262535274
-0.773365676,-1.14046395,0.263290167
-0.773210883,-1.14068711,0.265044153
-0.773055971,-1.14091074,0.266798317
-0.774719059,-1.14098084,0.267064631
-0.776886642,-1.1412369,0.268840462
-0.778019309,-1.14131987,0.27000165
-0.778832555,-1.14161122,0.272451639
-0.779374003,-1.14184296,0.273961216
-0.779644728,-1.14195931,0.27471599
-0.780070364,-1.14176619,0.273716539
-0.779219091,-1.14215243,0.27571553
-0.779219091,-1.14215243,0.27571553
-0.779915452,-1.14207518,0.275470793
-0.778948367,-1.14203656,0.274960697
-0.779915452,-1.14207518,0.275470793
-0.780456901,-1.14230692,0.27698037
-0.780572593,-1.14273226,0.279489636
-0.780688167,-1.1431576,0.281999111
-0.779836416,-1.14354384,0.283998936
-0.780813217,-1.14399147,0.286421418
-0.780657887,-1.14443541,0.288176477
-0.780928552,-1.14463758,0.288931429
-0.780231893,-1.14467716,0.289176673
-0.779805839,-1.14491892,0.290176958
-0.778685033,-1.14497018,0.291059911
-0.778529465,-1.14508224,0.292815477
-0.778373837,-1.14519382,0.294571161
-0.777947605,-1.14524627,0.295571774
-0.778062344,-1.14541745,0.298082918
-0.777750611,-1.14564109,0.301595211
-0.778135538,-1.14587235,0.304862201
-0.777971148,-1.14618194,0.308522344
-0.775540769,-1.14591539,0.309353799
-0.773606062,-1.14526737,0.308334559
-0.773876429,-1.1453985,0.309090137
-0.773430526,-1.14553297,0.310491711
-0.771766245,-1.14495838,0.31022796
-0.772036493,-1.14525545,0.310983658
-0.7723068,-1.14555252,0.311739326
-0.770642459,-1.14497745,0.311475605
-0.772150278,-1.14600694,0.313496768
-0.772577047,-1.14584959,0.312495023
-0.772577047,-1.14584959,0.312495023
-0.772577047,-1.14584959,0.312495023
-0.771857917,-1.14603448,0.313687682
-0.770734012,-1.14601684,0.314935654
-0.768912911,-1.14599681,0.316429943
-0.767654359,-1.14608371,0.318489224
-0.76583302,-1.14596403,0.3199839
-0.762931526,-1.14465654,0.318454087
-0.762121379,-1.14376581,0.316185564
-0.764482617,-1.14447963,0.316203535
-0.762818456,-1.14390552,0.315939546
-0.76405561,-1.14463794,0.317205697
-0.762661457,-1.14436042,0.317697912
-0.763201535,-1.14495361,0.319210261
-0.763201535,-1.14495361,0.319210261
-0.763044477,-1.14540899,0.320968837
-0.76261735,-1.14556682,0.321971297
-0.762190163,-1.14572513,0.322973847
-0.761065781,-1.1457442,0.324222773
-0.75967139,-1.14546621,0.324715436
-0.758816779,-1.14578235,0.326721042
-0.757264793,-1.14596021,0.328973353
-0.756298184,-1.14600837,0.332073599
-0.755712867,-1.14618719,0.33483687
-0.754429936,-1.14641321,0.337847322
-0.75368607,-1.14669454,0.342372179
-0.751974523,-1.1469959,0.346388102
-0.751503408,-1.14610851,0.350974381
-0.750108063,-1.14602363,0.351468951
-0.751007497,-1.14529407,0.353824496
-0.751546562,-1.1448983,0.355338871
-0.751546562,-1.1448983,0.355338871
-0.751387835,-1.14443815,0.357100755
-0.750959575,-1.14417636,0.35810554
-0.749833465,-1.14385068,0.359357953
-0.748976707,-1.14332616,0.361367881
-0.748389244,-1.14260375,0.364135534
-0.74892801,-1.14220846,0.365650445
