# x,y,<bush>,<cookie>,<shadow>,<visibility>
4887,9398,0,1,0,0
4886,9398,0,1,0,0
4885,9398,0,1,0,0
4886,9398,0,1,0,0
4885,9398,0,1,0,0
4887,9396,0,1,0,0
4885,9398,0,1,0,0
4887,9396,0,1,0,0
4886,9389,0,1,0,0
4887,9382,0,1,0,0
4888,9374,0,1,0,0
4885,9367,0,1,0,0
4882,9359,0,1,0,0
4875,9351,0,1,0,0
4868,9343,0,1,0,0
4862,9338,0,1,0,0
4854,9333,0,1,0,0
4850,9327,0,1,0,0
4848,9321,0,1,0,0
4849,9315,0,1,0,0
4854,9314,0,1,0,0
4848,9320,0,1,0,0
4849,9321,0,1,0,0
4849,9324,0,1,0,0
4842,9321,0,1,0,0
4837,9316,0,1,0,0
4829,9312,0,1,0,0
4822,9306,0,1,0,0
4817,9306,0,1,0,0
4809,9298,0,1,0,0
4805,9296,0,1,0,0
4800,9294,0,1,0,0
4792,9292,0,1,0,0
4790,9289,0,1,0,0
4788,9291,0,1,0,0
4785,9289,0,1,0,0
4784,9287,0,1,0,0
4781,9286,0,1,0,0
4779,9285,0,1,0,0
4774,9288,0,1,0,0
4776,9288,0,1,0,0
4779,9290,0,1,0,0
4781,9291,0,1,0,0
4781,9291,0,1,0,0
4777,9293,0,1,0,0
4776,9290,0,1,0,0
4774,9286,0,1,0,0
4769,9284,0,1,0,0
4762,9282,0,1,0,0
4755,9280,0,1,0,0
4749,9280,0,1,0,0
4743,9277,0,1,0,0
4742,9274,0,1,0,0
4736,9272,0,1,0,0
4727,9269,0,1,0,0
4720,9266,0,1,0,0
4716,9265,0,1,0,0
4706,9260,0,1,0,0
4697,9254,0,1,0,0
4689,9249,0,1,0,0
4686,9249,0,1,0,0
4684,9246,0,1,0,0
4688,9247,0,1,0,0
4690,9245,0,1,0,0
4683,9239,0,1,0,0
4679,9242,0,1,0,0
4679,9238,0,1,0,0
4676,9233,0,1,0,0
4673,9225,0,1,0,0
4668,9218,0,1,0,0
4662,9211,0,1,0,0
4658,9201,0,1,0,0
4652,9194,0,1,0,0
4649,9186,0,1,0,0
4646,9177,0,1,0,0
4643,9173,0,1,0,0
4640,9170,0,1,0,0
4638,9163,0,1,0,0
4636,9156,0,1,0,0
4633,9150,0,1,0,0
4633,9144,0,1,0,0
4631,9137,0,1,0,0
4628,9129,0,1,0,0
4625,9123,0,1,0,0
4622,9113,0,1,0,0
4618,9107,0,1,0,0
4618,9106,0,1,0,0
4615,9100,0,1,0,0
4610,9094,0,1,0,0
4608,9091,0,1,0,0
4602,9084,0,1,0,0
4598,9078,0,1,0,0
4593,9073,0,1,0,0
4587,9068,0,1,0,0
4586,9066,0,1,0,0
4580,9063,0,1,0,0
4578,9063,0,1,0,0
4579,9061,0,1,0,0
4580,9059,0,1,0,0
4572,9058,0,1,0,0
4576,9066,0,1,0,0
4571,9057,0,1,0,0
4573,9052,0,1,0,0
4565,9051,0,1,0,0
4561,9047,0,1,0,0
4555,9041,0,1,0,0
4548,9034,0,1,0,0
4542,9029,0,1,0,0
4534,9022,0,1,0,0
4529,9012,0,1,0,0
4526,9007,0,1,0,0
4521,8997,0,1,0,0
4515,8987,0,1,0,0
4511,8979,0,1,0,0
4511,8978,0,1,0,0
4510,8975,0,1,0,0
4509,8972,0,1,0,0
4508,8971,0,1,0,0
4508,8968,0,1,0,0
4507,8965,0,1,0,0
4507,8964,0,1,0,0
4505,8959,0,1,0,0
4504,8949,0,1,0,0
4499,8940,0,1,0,0
4495,8930,0,1,0,0
4493,8918,0,1,0,0
4492,8907,0,1,0,0
4491,8899,0,1,0,0
4493,8893,0,1,0,0
4494,8890,0,1,0,0
4495,8887,0,1,0,0
4496,8881,0,1,0,0
4497,8875,0,1,0,0
4499,8867,0,1,0,0
4501,8856,0,1,0,0
4504,8848,0,1,0,0
4506,8841,0,1,0,0
4507,8830,0,1,0,0
4510,8820,0,1,0,0
4512,8809,0,1,0,0
4515,8798,0,1,0,0
4517,8789,0,1,0,0
4520,8782,0,1,0,0
4524,8776,0,1,0,0
4528,8770,0,1,0,0
4533,8765,0,1,0,0
4539,8764,0,1,0,0
4545,8764,0,1,0,0
4542,8765,0,1,0,0
4542,8766,0,1,0,0
4543,8765,0,1,0,0
4547,8763,0,1,0,0
4550,8761,0,1,0,0
4548,8763,0,1,0,0
4546,8764,0,1,0,0
4547,8764,0,1,0,0
4547,8762,0,1,0,0
4546,8762,0,1,0,0
4547,8766,0,1,0,0
4544,8763,0,1,0,0
4551,8766,0,1,0,0
4550,8764,0,1,0,0
4553,8764,0,1,0,0
4554,8767,0,1,0,0
4555,8765,0,1,0,0
4555,8763,0,1,0,0
4556,8759,0,1,0,0
4556,8763,0,1,0,0
4556,8764,0,1,0,0
4556,8765,0,1,0,0
4556,8767,0,1,0,0
4555,8766,0,1,0,0
4557,8768,0,1,0,0
4556,8769,0,1,0,0
4555,8770,0,1,0,0
4553,8769,0,1,0,0
4550,8769,0,1,0,0
4546,8769,0,1,0,0
4545,8769,0,1,0,0
4543,8769,0,1,0,0
4539,8769,0,1,0,0
4536,8771,0,1,0,0
4535,8772,0,1,0,0
4533,8769,0,1,0,0
4533,8770,0,1,0,0
4533,8769,0,1,0,0
4532,8771,0,1,0,0
4531,8770,0,1,0,0
4529,8768,0,1,0,0
4524,8766,0,1,0,0
4518,8764,0,1,0,0
4511,8762,0,1,0,0
4503,8760,0,1,0,0
4496,8760,0,1,0,0
4489,8757,0,1,0,0
4484,8755,0,1,0,0
4474,8750,0,1,0,0
4472,8746,0,1,0,0
4471,8742,0,1,0,0
4474,8739,0,1,0,0
4468,8722,0,1,0,0
4466,8722,0,1,0,0
4465,8724,0,1,0,0
4466,8725,0,1,0,0
4467,8719,0,1,0,0
4464,8721,0,1,0,0
4468,8719,0,1,0,0
4468,8725,0,1,0,0
4469,8718,0,1,0,0
4470,8717,0,1,0,0
4471,8716,0,1,0,0
4474,8711,0,1,0,0
4478,8708,0,1,0,0
4482,8702,0,1,0,0
4483,8698,0,1,0,0
4485,8695,0,1,0,0
4488,8694,0,1,0,0
4492,8693,0,1,0,0
4498,8690,0,1,0,0
4502,8690,0,1,0,0
4505,8686,0,1,0,0
4508,8685,0,1,0,0
4512,8683,0,1,0,0
4519,8680,0,1,0,0
4526,8679,0,1,0,0
4531,8677,0,1,0,0
4535,8676,0,1,0,0
4538,8676,0,1,0,0
4541,8674,0,1,0,0
4547,8673,0,1,0,0
4549,8671,0,1,0,0
4553,8671,0,1,0,0
4555,8670,0,1,0,0
4559,8669,0,1,0,0
4563,8670,0,1,0,0
4569,8667,0,1,0,0
4575,8662,0,1,0,0
4585,8661,0,1,0,0
4587,8663,0,1,0,0
4590,8659,0,1,0,0
4596,8657,0,1,0,0
4600,8651,0,1,0,0
4604,8646,0,1,0,0
4610,8641,0,1,0,0
4618,8634,0,1,0,0
4625,8627,0,1,0,0
4630,8620,0,1,0,0
4635,8612,0,1,0,0
4637,8607,0,1,0,0
4638,8601,0,1,0,0
4641,8594,0,1,0,0
4646,8590,0,1,0,0
4649,8588,0,1,0,0
4650,8585,0,1,0,0
4651,8581,0,1,0,0
4648,8584,0,1,0,0
4650,8581,0,1,0,0
4650,8577,0,1,0,0
4648,8577,0,1,0,0
4649,8573,0,1,0,0
4650,8571,0,1,0,0
4652,8572,0,1,0,0
4659,8572,0,1,0,0
4657,8571,0,1,0,0
4658,8570,0,1,0,0
4661,8571,0,1,0,0
4667,8568,0,1,0,0
4669,8563,0,1,0,0
4672,8562,0,1,0,0
4679,8561,0,1,0,0
4684,8559,0,1,0,0
4687,8558,0,1,0,0
4691,8559,0,1,0,0
4698,8557,0,1,0,0
4704,8557,0,1,0,0
4710,8559,0,1,0,0
4715,8560,0,1,0,0
4721,8562,0,1,0,0
4728,8563,0,1,0,0
4738,8564,0,1,0,0
4744,8564,0,1,0,0
4744,8566,0,1,0,0
4752,8568,0,1,0,0
4757,8571,0,1,0,0
4761,8573,0,1,0,0
4766,8579,0,1,0,0
4771,8584,0,1,0,0
4777,8590,0,1,0,0
4782,8594,0,1,0,0
4787,8601,0,1,0,0
4790,8605,0,1,0,0
4793,8607,0,1,0,0
4797,8608,0,1,0,0
4800,8612,0,1,0,0
4803,8618,0,1,0,0
4808,8622,0,1,0,0
4812,8627,0,1,0,0
4815,8632,0,1,0,0
4825,8641,0,1,0,0
4834,8642,0,1,0,0
4843,8642,0,1,0,0
4849,8646,0,1,0,0
4854,8650,0,1,0,0
4859,8653,0,1,0,0
4866,8655,0,1,0,0
4874,8656,0,1,0,0
4881,8656,0,1,0,0
4887,8656,0,1,0,0
4893,8657,0,1,0,0
4901,8658,0,1,0,0
4906,8658,0,1,0,0
4916,8660,0,1,0,0
4924,8663,0,1,0,0
4933,8668,0,1,0,0
4937,8669,0,1,0,0
4940,8671,0,1,0,0
4945,8672,0,1,0,0
4951,8673,0,1,0,0
4956,8675,0,1,0,0
4963,8677,0,1,0,0
4969,8682,0,1,0,0
4973,8689,0,1,0,0
4979,8693,0,1,0,0
4984,8697,0,1,0,0
4990,8704,0,1,0,0
4993,8708,0,1,0,0
4997,8713,0,1,0,0
5001,8718,0,1,0,0
5002,8723,0,1,0,0
5003,8721,0,1,0,0
5007,8727,0,1,0,0
5013,8733,0,1,0,0
5017,8736,0,1,0,0
5023,8744,0,1,0,0
5030,8752,0,1,0,0
5033,8758,0,1,0,0
5037,8763,0,1,0,0
5047,8774,0,1,0,0
5053,8782,0,1,0,0
5061,8787,0,1,0,0
5070,8793,0,1,0,0
5077,8799,0,1,0,0
5084,8804,0,1,0,0
5091,8809,0,1,0,0
5100,8815,0,1,0,0
5109,8818,0,1,0,0
5115,8821,0,1,0,0
5121,8823,0,1,0,0
5126,8826,0,1,0,0
5131,8826,0,1,0,0
5135,8825,0,1,0,0
5142,8823,0,1,0,0
5148,8821,0,1,0,0
5152,8818,0,1,0,0
5156,8816,0,1,0,0
5159,8815,0,1,0,0
5163,8814,0,1,0,0
5169,8811,0,1,0,0
5173,8813,0,1,0,0
5179,8811,0,1,0,0
5180,8810,0,1,0,0
5184,8810,0,1,0,0
5184,8809,0,1,0,0
5182,8808,0,1,0,0
5180,8809,0,1,0,0
5183,8808,0,1,0,0
5183,8804,0,1,0,0
5182,8801,0,1,0,0
5182,8796,0,1,0,0
5186,8791,0,1,0,0
5189,8785,0,1,0,0
5195,8777,0,1,0,0
5195,8770,0,1,0,0
5199,8767,0,1,0,0
5201,8763,0,1,0,0
5202,8764,0,1,0,0
5210,8761,0,1,0,0
5212,8761,0,1,0,0
5216,8763,0,1,0,0
5214,8764,0,1,0,0
5210,8764,0,1,0,0
5211,8767,0,1,0,0
5214,8766,0,1,0,0
5215,8769,0,1,0,0
5215,8769,0,1,0,0
5220,8771,0,1,0,0
5221,8773,0,1,0,0
5222,8772,0,1,0,0
5222,8774,0,1,0,0
5222,8776,0,1,0,0
5229,8776,0,1,0,0
5231,8781,0,1,0,0
5231,8787,0,1,0,0
5229,8792,0,1,0,0
5231,8795,0,1,0,0
5234,8800,0,1,0,0
5237,8804,0,1,0,0
5242,8808,0,1,0,0
5246,8813,0,1,0,0
5251,8820,0,1,0,0
5259,8827,0,1,0,0
5258,8827,0,1,0,0
5263,8834,0,1,0,0
5269,8840,0,1,0,0
5277,8845,0,1,0,0
5282,8852,0,1,0,0
5285,8852,0,1,0,0
5291,8860,0,1,0,0
5297,8868,0,1,0,0
5306,8877,0,1,0,0
5312,8884,0,1,0,0
5320,8891,0,1,0,0
5325,8896,0,1,0,0
5328,8900,0,1,0,0
5332,8905,0,1,0,0
5338,8911,0,1,0,0
5345,8918,0,1,0,0
5352,8928,0,1,0,0
5356,8935,0,1,0,0
5357,8938,0,1,0,0
5357,8941,0,1,0,0
5359,8945,0,1,0,0
5362,8950,0,1,0,0
5366,8956,0,1,0,0
5373,8971,0,1,0,0
5379,8977,0,1,0,0
5383,8985,0,1,0,0
5389,8990,0,1,0,0
5392,8999,0,1,0,0
5395,9004,0,1,0,0
5404,9011,0,1,0,0
5411,9016,0,1,0,0
5415,9020,0,1,0,0
5418,9022,0,1,0,0
5423,9026,0,1,0,0
5428,9033,0,1,0,0
