# x,y,<bush>,<cookie>,<shadow>,<visibility>
28361,10482,0,0,0,0
28361,10481,0,0,0,0
28362,10477,0,0,0,0
28362,10476,0,0,0,0
28360,10475,0,0,0,0
28358,10473,0,0,0,0
28356,10470,0,0,0,0
28356,10469,0,0,0,0
28354,10467,0,0,0,0
28354,10465,0,0,0,0
28355,10461,0,0,0,0
28355,10458,0,0,0,0
28355,10456,0,0,0,0
28354,10454,0,0,0,0
28353,10450,0,0,0,0
28356,10446,0,0,0,0
28356,10443,0,0,0,0
28357,10438,0,0,0,0
28358,10432,0,0,0,0
28358,10428,0,0,0,0
28356,10425,0,0,0,0
28358,10425,0,0,0,0
28358,10424,0,0,0,0
28357,10421,0,0,0,0
28355,10415,0,0,0,0
28354,10409,0,0,0,0
28354,10403,0,0,0,0
28357,10398,0,0,0,0
28359,10393,0,0,0,0
28362,10388,0,0,0,0
28362,10383,0,0,0,0
28362,10378,0,0,0,0
28361,10373,0,0,0,0
28362,10367,0,0,0,0
28362,10363,0,0,0,0
28361,10360,0,0,0,0
28359,10353,0,0,0,0
28360,10350,0,0,0,0
28362,10349,0,0,0,0
28363,10346,0,0,0,0
28368,10346,0,0,0,0
28368,10344,0,0,0,0
28371,10339,0,0,0,0
28371,10337,0,0,0,0
28371,10335,0,0,0,0
28373,10332,0,0,0,0
28377,10329,0,0,0,0
28379,10327,0,0,0,0
28381,10324,0,0,0,0
28386,10320,0,0,0,0
28391,10316,0,0,0,0
28396,10317,0,0,0,0
28399,10316,0,0,0,0
28404,10316,0,0,0,0
28408,10315,0,0,0,0
28413,10313,0,0,0,0
28418,10311,0,0,0,0
28423,10308,0,0,0,0
28427,10308,0,0,0,0
28432,10309,0,0,0,0
28437,10306,0,0,0,0
28442,10306,0,0,0,0
28447,10308,0,0,0,0
28452,10309,0,0,0,0
28458,10310,0,0,0,0
28463,10312,0,0,0,0
28469,10313,0,0,0,0
28474,10315,0,0,0,0
28479,10316,0,0,0,0
28485,10318,0,0,0,0
28491,10319,0,0,0,0
28497,10321,0,0,0,0
28503,10322,0,0,0,0
28507,10324,0,0,0,0
28511,10326,0,0,0,0
28517,10327,0,0,0,0
28523,10328,0,0,0,0
28529,10330,0,0,0,0
28536,10332,0,0,0,0
28543,10333,0,0,0,0
28547,10335,0,0,0,0
28548,10336,0,0,0,0
28548,10337,0,0,0,0
28552,10339,0,0,0,0
28556,10340,0,0,0,0
28561,10340,0,0,0,0
28566,10342,0,0,0,0
28572,10344,0,0,0,0
28577,10347,0,0,0,0
28584,10350,0,0,0,0
28591,10354,0,0,0,0
28599,10358,0,0,0,0
28604,10362,0,0,0,0
28607,10366,0,0,0,0
28611,10370,0,0,0,0
28616,10374,0,0,0,0
28621,10379,0,0,0,0
28625,10384,0,0,0,0
28631,10389,0,0,0,0
28636,10395,0,0,0,0
28524,10429,0,0,0,0
28529,10428,0,0,0,0
28533,10427,0,0,0,0
28538,10426,0,0,0,0
