# x,y,<bush>,<cookie>,<shadow>,<visibility>
29960,28222,0,1,1,0
29959,28222,0,1,1,0
29960,28220,0,1,1,0
29959,28216,0,1,1,0
29961,28211,0,1,1,0
29955,28204,0,1,1,0
29949,28200,0,1,1,0
29937,28197,0,1,1,0
29929,28196,0,1,1,0
29916,28196,0,1,1,0
29903,28192,0,1,0,0
29892,28190,0,1,0,0
29885,28195,0,1,0,0
29883,28190,0,1,0,0
29879,28183,0,1,0,0
29874,28173,0,1,0,0
29866,28167,0,1,0,0
29860,28158,0,1,0,0
29852,28150,0,1,0,0
29846,28140,0,1,0,0
29841,28131,0,1,0,0
29838,28120,0,1,0,0
29833,28109,0,1,0,0
29834,28097,0,1,0,0
29832,28089,0,1,0,0
29830,28081,0,1,0,0
29830,28073,0,1,0,0
29830,28066,0,1,0,0
29831,28054,0,1,0,0
29831,28047,0,1,0,0
29831,28038,0,1,0,0
29829,28031,0,1,0,0
29829,28021,0,1,0,0
29828,28015,0,1,0,0
29830,28018,0,1,0,0
29828,28014,0,1,0,0
29828,28007,0,1,0,0
29830,28008,0,1,0,0
29827,28008,0,1,0,0
29827,28008,0,1,0,0
29827,28009,0,1,0,0
29825,28009,0,1,0,0
29822,28010,0,1,0,0
29819,28010,0,1,0,0
29819,28007,0,1,0,0
29818,28010,0,1,0,0
29810,28012,0,1,0,0
29796,28011,0,1,0,0
29787,28010,0,1,0,0
29778,28007,0,1,0,0
29769,28008,0,1,0,0
29761,28006,0,1,0,0
29749,28008,0,1,0,0
29743,28013,0,1,0,0
29739,28011,0,1,0,0
29736,28015,0,1,0,0
29732,28011,0,1,0,0
29724,28010,0,1,0,0
29716,28012,0,1,0,0
29709,28014,0,1,0,0
29709,28012,0,1,0,0
29704,28012,0,1,0,0
29699,28013,0,1,0,0
29691,28014,0,1,0,0
29682,28014,0,1,0,0
29672,28014,0,1,0,0
29663,28018,0,1,0,0
29662,28021,0,1,0,0
29655,28026,0,1,0,0
29647,28031,0,1,0,0
29639,28035,0,1,0,0
29631,28038,0,1,0,0
29627,28036,0,1,0,0
29620,28038,0,1,0,0
29610,28040,0,1,0,0
29606,28039,0,1,0,0
29609,28035,0,1,0,0
29612,28035,0,1,0,0
29612,28035,0,1,0,0
29611,28036,0,1,0,0
29610,28039,0,1,0,0
29613,28040,0,1,0,0
29616,28039,0,1,0,0
29617,28041,0,1,0,0
29614,28042,0,1,0,0
29615,28039,0,1,0,0
29619,28039,0,1,0,0
29619,28046,0,1,0,0
29620,28050,0,1,0,0
29621,28042,0,1,0,0
29620,28043,0,1,0,0
29620,28041,0,1,0,0
29622,28045,0,1,0,0
29622,28041,0,1,0,0
29621,28036,0,1,0,0
29619,28032,0,1,0,0
29621,28028,0,1,0,0
29620,28017,0,1,0,0
29620,28014,0,1,0,0
29623,28005,0,1,0,0
29612,27990,0,1,0,0
29611,27994,0,1,0,0
29610,27986,0,1,0,0
29613,27979,0,1,0,0
29611,27976,0,1,0,0
29613,27971,0,1,0,0
29611,27964,0,1,0,0
29609,27960,0,1,0,0
29609,27951,0,1,0,0
29607,27944,0,1,0,0
29607,27939,0,1,0,0
29609,27930,0,1,0,0
29615,27924,0,1,0,0
29621,27918,0,1,0,0
29627,27915,0,1,0,0
29633,27910,0,1,0,0
29637,27902,0,1,0,0
29643,27895,0,1,0,0
29646,27888,0,1,0,0
29652,27884,0,1,0,0
29649,27885,0,1,0,0
29652,27883,0,1,0,0
29652,27879,0,1,0,0
29651,27881,0,1,0,0
29659,27880,0,1,0,0
29661,27876,0,1,0,0
29653,27874,0,1,0,0
29655,27874,0,1,0,0
29657,27870,0,1,0,0
29660,27866,0,1,0,0
29668,27861,0,1,0,0
29673,27854,0,1,0,0
29681,27848,0,1,0,0
29687,27843,0,1,0,0
29693,27837,0,1,0,0
29698,27836,0,1,0,0
29703,27832,0,1,0,0
29709,27832,0,1,0,0
29709,27831,0,1,0,0
29712,27828,0,1,0,0
29718,27830,0,1,0,0
29721,27831,0,1,0,0
29725,27835,0,1,0,0
29725,27841,0,1,0,0
29730,27844,0,1,0,0
29739,27846,0,1,0,0
29743,27843,0,1,0,0
29744,27839,0,1,0,0
29745,27834,0,1,0,0
29748,27828,0,1,0,0
29757,27824,0,1,0,0
29761,27817,0,1,0,0
29763,27813,0,1,0,0
29764,27806,0,1,0,0
29768,27798,0,1,0,0
29775,27797,0,1,0,0
29789,27794,0,1,0,0
29803,27791,0,1,0,0
29814,27786,0,1,0,0
29821,27782,0,1,0,0
29824,27771,0,1,0,0
29823,27764,0,1,0,0
29821,27761,0,1,0,0
29821,27755,0,1,0,0
29823,27753,0,1,0,0
29822,27744,0,1,0,0
29823,27741,0,1,0,0
29825,27742,0,1,0,0
29826,27744,0,1,0,0
29830,27733,0,1,0,0
29829,27730,0,1,0,0
29831,27725,1,1,0,0
29829,27716,1,1,0,0
29838,27713,1,1,0,0
29839,27715,1,1,0,0
29841,27714,1,1,0,0
29840,27708,1,1,0,0
29845,27704,1,1,0,0
29847,27699,1,1,0,0
29849,27700,1,1,0,0
29851,27702,1,1,0,0
29857,27700,1,1,0,0
29864,27697,1,1,0,0
29876,27696,1,1,0,0
29886,27679,1,1,0,0
29885,27677,1,1,0,0
29891,27677,1,1,0,0
29891,27670,1,1,0,0
29888,27665,1,1,0,0
29889,27655,1,1,0,0
29891,27646,1,1,0,0
29896,27640,1,1,0,0
29904,27637,1,1,0,0
29902,27635,1,1,0,0
29902,27633,1,1,0,0
29901,27627,1,1,0,0
29903,27623,1,1,0,0
29898,27615,1,1,0,0
29897,27612,1,1,0,0
29891,27604,1,1,0,0
29883,27597,1,1,0,0
29887,27590,1,1,0,0
29889,27584,1,1,0,0
29888,27575,1,1,0,0
29885,27568,1,1,0,0
29883,27564,1,1,0,0
29878,27556,1,1,0,0
29874,27553,1,1,0,0
29878,27550,1,1,0,0
29879,27544,1,1,0,0
29880,27540,1,1,0,0
29881,27535,1,1,0,0
29887,27527,1,1,0,0
29888,27520,1,1,0,0
29889,27510,1,1,0,0
29887,27497,1,1,0,0
29891,27489,1,1,0,0
29895,27482,1,1,0,0
29896,27479,1,1,0,0
29904,27476,1,1,0,0
29913,27476,1,1,0,0
29923,27471,1,1,0,0
29927,27463,1,1,0,0
29935,27458,1,1,0,0
29942,27456,1,1,0,0
29941,27451,1,1,0,0
29936,27448,1,1,0,0
29935,27443,1,1,0,0
29935,27438,1,1,0,0
29941,27435,1,1,0,0
29947,27430,1,1,0,0
29950,27427,1,1,0,0
29953,27424,1,1,0,0
29954,27414,1,1,0,0
29953,27407,1,1,0,0
29954,27395,1,1,0,0
29960,27389,1,1,0,0
29961,27386,1,1,0,0
29964,27384,1,1,0,0
29965,27379,1,1,0,0
29967,27373,1,1,0,0
29967,27366,1,1,0,0
29975,27359,1,1,0,0
29978,27361,1,1,0,0
29977,27357,1,1,0,0
29976,27347,1,1,0,0
29974,27341,1,1,0,0
29978,27333,1,1,0,0
29983,27327,1,1,0,0
29987,27322,1,1,0,0
29992,27312,1,1,0,0
29994,27309,1,1,0,0
29996,27300,1,1,0,0
29991,27293,1,1,0,0
29989,27287,1,1,0,0
29991,27285,1,1,0,0
29993,27283,1,1,0,0
29996,27283,1,1,0,0
30001,27282,1,1,0,0
30004,27281,1,1,0,0
30008,27279,1,1,0,0
30009,27274,1,1,0,0
30009,27272,1,1,0,0
30019,27272,1,1,0,0
30021,27274,1,1,0,0
30019,27277,1,1,0,0
30019,27277,1,1,0,0
30020,27278,1,1,0,0
30028,27276,1,1,0,0
30026,27279,1,1,0,0
30028,27279,1,1,0,0
30034,27278,1,1,0,0
30032,27280,1,1,0,0
30033,27280,1,1,0,0
30032,27282,1,1,0,0
30036,27281,1,1,0,0
30037,27280,1,1,0,0
30043,27278,1,1,0,0
30053,27275,1,1,0,0
30056,27274,1,1,0,0
30059,27272,1,1,0,0
30067,27269,1,1,0,0
30072,27269,1,1,0,0
30081,27268,1,1,0,0
30088,27266,1,1,0,0
30091,27256,1,1,0,0
30096,27251,1,1,0,0
30098,27246,1,1,0,0
30101,27244,1,1,0,0
30106,27240,1,1,0,0
30110,27236,1,1,0,0
30114,27229,1,1,0,0
30118,27224,1,1,0,0
30118,27223,1,1,0,0
30119,27214,1,1,0,0
30120,27211,1,1,0,0
30123,27212,1,1,0,0
30124,27213,1,1,0,0
30121,27206,1,1,0,0
30128,27196,1,1,0,0
30129,27201,1,1,0,0
30134,27196,1,1,0,0
30134,27188,1,1,0,0
30133,27180,1,1,0,0
30136,27171,1,1,0,0
30142,27162,1,1,0,0
30150,27156,1,1,0,0
30155,27153,1,1,0,0
30152,27147,1,1,0,0
30154,27144,1,1,0,0
30166,27141,1,1,0,0
30176,27131,1,1,0,0
30180,27127,1,1,0,0
30178,27124,1,1,0,0
30176,27123,1,1,0,0
30172,27120,1,1,0,0
30177,27125,1,1,0,0
30187,27128,1,1,0,0
30199,27125,1,1,0,0
30209,27120,1,1,0,0
30220,27115,1,1,0,0
30226,27113,1,1,0,0
30230,27111,1,1,0,0
30243,27111,1,1,0,0
30248,27107,1,1,0,0
30244,27096,1,1,0,0
30242,27084,1,1,0,0
30240,27073,1,1,0,0
30238,27064,1,1,0,0
30241,27061,1,1,0,0
30243,27061,1,1,0,0
30249,27062,1,1,0,0
30249,27059,1,1,0,0
30245,27057,1,1,0,0
30245,27062,1,1,0,0
30245,27055,1,1,0,0
30251,27051,1,1,0,0
30254,27049,1,1,0,0
30258,27049,1,1,0,0
30263,27045,1,1,0,0
30266,27040,1,1,0,0
30274,27042,1,1,0,0
30286,27044,1,1,0,0
30292,27045,1,1,0,0
30298,27045,1,1,0,0
30304,27039,1,1,0,0
30304,27033,1,1,0,0
30299,27040,1,1,0,0
30299,27038,1,1,0,0
30298,27036,1,1,0,0
30303,27034,1,1,0,0
30308,27033,1,1,0,0
30307,27033,1,1,0,0
30320,27038,1,1,0,0
30330,27044,1,1,0,0
30329,27047,1,1,0,0
30328,27048,1,1,0,0
30332,27043,1,1,0,0
30329,27046,1,1,0,0
30328,27049,1,1,0,0
30323,27056,1,1,0,0
30322,27054,1,1,0,0
30322,27056,1,1,0,0
30324,27059,1,1,0,0
30323,27058,1,1,0,0
30318,27056,1,1,0,0
30322,27056,1,1,0,0
30327,27048,1,1,0,0
30320,27039,1,1,0,0
30315,27041,1,1,0,0
30310,27047,1,1,0,0
30314,27040,1,1,0,0
30307,27032,1,1,0,0
30310,27035,1,1,0,0
30312,27033,1,1,0,0
30307,27031,1,1,0,0
30310,27033,1,1,0,0
30308,27028,1,1,0,0
30308,27028,1,1,0,0
30307,27031,1,1,0,0
30311,27032,1,1,0,0
30310,27035,1,1,0,0
30305,27037,1,1,0,0
30306,27039,1,1,0,0
30309,27039,1,1,0,0
30308,27041,1,1,0,0
30305,27050,1,1,0,0
30310,27047,1,1,0,0
30321,27054,1,1,0,0
30326,27051,1,1,0,0
30325,27053,1,1,0,0
30325,27054,1,1,0,0
30324,27051,1,1,0,0
30323,27054,1,1,0,0
30321,27046,1,1,0,0
30315,27037,1,1,0,0
30305,27029,1,1,0,0
30309,27026,1,1,0,0
30306,27029,1,1,0,0
30309,27026,1,1,0,0
30252,26976,1,1,0,0
30252,26977,1,1,0,0
30251,26977,1,1,0,0
30250,26978,1,1,0,0
30245,26979,1,1,0,0
30245,26982,1,1,0,0
30245,26978,1,1,0,0
30250,26977,1,1,0,0
30252,26979,1,1,0,0
30250,26981,1,1,0,0
