# x,y,<bush>,<cookie>,<shadow>,<visibility>
26516,14166,0,1,0,0
26517,14166,0,1,0,0
26518,14164,0,1,0,0
26523,14161,0,1,0,0
26527,14158,0,1,0,0
26528,14155,0,1,0,0
26530,14153,0,1,0,0
26534,14151,0,1,0,0
26538,14149,0,1,0,0
26541,14146,0,1,0,0
26544,14144,0,1,0,0
26551,14146,0,1,0,0
26551,14150,0,1,0,0
26551,14149,0,1,0,0
26549,14150,0,1,0,0
26549,14146,0,1,0,0
26548,14145,0,1,0,0
26547,14142,0,1,0,0
26549,14140,0,1,0,0
26549,14137,0,1,0,0
26549,14133,0,1,0,0
26549,14129,0,1,0,0
26552,14124,0,1,0,0
26553,14120,0,1,0,0
26552,14119,0,1,0,0
26551,14122,0,1,0,0
26550,14123,0,1,0,0
26550,14124,0,1,0,0
26548,14123,0,1,0,0
26547,14124,0,1,0,0
26549,14121,0,1,0,0
26549,14123,0,1,0,0
26548,14125,0,1,0,0
26549,14126,0,1,0,0
26550,14123,0,1,0,0
26546,14125,0,1,0,0
26548,14124,0,1,0,0
26544,14123,0,1,0,0
26543,14125,0,1,0,0
26547,14122,0,1,0,0
26549,14117,0,1,0,0
26549,14113,0,1,0,0
26549,14111,0,1,0,0
26549,14109,0,1,0,0
26552,14105,0,1,0,0
26555,14101,0,1,0,0
26558,14098,0,1,0,0
26560,14096,0,1,0,0
26565,14093,0,1,0,0
26569,14090,0,1,0,0
26573,14087,0,1,0,0
26577,14085,0,1,0,0
26581,14084,0,1,0,0
26583,14083,0,1,0,0
26587,14084,0,1,0,0
26589,14083,0,1,0,0
26593,14084,0,1,0,0
26595,14083,0,1,0,0
26596,14084,0,1,0,0
26597,14086,0,1,0,0
26599,14084,0,1,0,0
26599,14084,0,1,0,0
26599,14085,0,1,0,0
26596,14081,0,1,0,0
26594,14079,0,1,0,0
26592,14078,0,1,0,0
26594,14079,0,1,0,0
26593,14080,0,1,0,0
26595,14082,0,1,0,0
26597,14085,0,1,0,0
