# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28049,11061,0,0,0,0,0,1
28048,11061,0,0,0,0,0,1
28050,11064,0,0,0,0,0,1
28050,11064,0,0,0,0,0,1
28047,11060,0,0,0,0,0,1
28045,11057,0,0,0,0,0,1
28044,11055,0,0,0,0,0,1
28043,11053,0,0,0,0,0,1
28041,11051,0,0,0,0,0,1
28039,11051,0,0,0,0,0,1
28040,11052,0,0,0,0,0,1
28040,11051,0,0,0,0,0,1
28039,11049,0,0,0,0,0,1
28039,11048,0,0,0,0,0,1
28038,11044,0,0,0,0,0,1
28033,11042,0,0,0,0,0,1
28031,11039,0,0,0,0,0,1
28029,11042,0,0,0,0,0,1
28029,11041,0,0,0,0,0,1
28030,11042,0,0,0,1,0,0
28028,11041,0,0,0,1,0,0
28029,11038,0,0,0,1,0,0
28025,11035,0,0,0,1,0,0
28023,11031,0,0,0,1,0,0
28023,11028,0,0,0,1,0,0
28025,11027,0,0,0,1,0,0
28025,11026,0,0,0,1,0,0
28026,11028,0,0,0,1,0,0
28027,11028,0,0,0,1,0,0
28027,11028,0,0,0,1,0,0
28027,11030,0,0,0,1,0,1
28026,11029,0,0,0,1,0,1
28025,11029,0,0,0,1,0,1
28026,11028,0,0,0,1,0,1
28027,11028,0,0,0,1,0,1
28026,11029,0,0,0,1,0,1
28025,11028,0,0,0,1,0,1
28026,11028,0,0,0,1,0,1
28025,11028,0,0,0,1,0,1
28026,11028,0,0,0,1,0,1
28024,11031,0,0,0,1,0,1
28026,11029,0,0,0,1,0,1
28026,11029,0,0,0,1,0,1
28025,11027,0,0,0,1,0,1
28024,11027,0,0,0,1,0,1
28026,11028,0,0,0,1,0,1
28025,11028,0,0,0,1,0,1
28025,11028,0,0,0,1,0,1
28026,11029,0,0,0,1,0,1
28025,11029,0,0,0,1,0,1
28026,11030,0,0,0,1,0,1
28028,11032,0,0,0,1,0,0
28027,11032,0,0,0,1,0,0
28027,11031,0,0,0,1,0,0
28028,11031,0,0,0,1,0,0
28026,11031,0,0,0,1,0,0
28024,11030,0,0,0,1,0,0
