# x,y,<bush>,<cookie>,<shadow>,<visibility>
22438,3526,0,1,0,0
22439,3526,0,1,0,0
22439,3526,0,1,0,0
22442,3527,0,1,0,0
22442,3527,0,1,0,0
22442,3527,0,1,0,0
22442,3528,0,1,0,0
22442,3528,0,1,0,0
22441,3527,0,1,0,0
22440,3527,0,1,0,0
22441,3528,0,1,0,0
22443,3529,0,1,0,0
22445,3527,0,1,0,0
22447,3524,0,1,0,0
22453,3524,0,1,0,0
22456,3524,0,1,0,0
22459,3522,0,1,0,0
22465,3523,0,1,0,0
22472,3523,0,1,0,0
22478,3526,0,1,0,0
22485,3527,0,1,0,0
22492,3526,0,1,0,0
22501,3528,0,1,0,0
22501,3528,0,1,0,0
22507,3530,0,1,0,0
22514,3533,0,1,0,0
22515,3532,0,1,0,0
22518,3531,0,1,0,0
22522,3527,0,1,0,0
22531,3528,0,1,0,0
22535,3524,0,1,0,0
22542,3521,0,1,0,0
22547,3519,0,1,0,0
22551,3516,0,1,0,0
22557,3514,0,1,0,0
22561,3507,0,1,0,0
22562,3502,0,1,0,0
22562,3496,0,1,0,0
22563,3491,0,1,0,0
22566,3484,0,1,0,0
22567,3479,0,1,0,0
22567,3473,0,1,0,0
22569,3470,0,1,0,0
22571,3465,0,1,0,0
22572,3463,0,1,0,0
22574,3461,0,1,0,0
22575,3456,0,1,0,0
22574,3451,0,1,0,0
22570,3451,0,1,0,0
22566,3447,0,1,0,0
22563,3443,0,1,0,0
22562,3444,0,1,0,0
22563,3442,0,1,0,0
22565,3439,0,1,0,0
22568,3438,0,1,0,0
22570,3433,0,1,0,0
22572,3425,0,1,0,0
22574,3420,0,1,0,0
22576,3415,0,1,0,0
22578,3413,0,1,0,0
22581,3411,0,1,0,0
22584,3407,0,1,0,0
22587,3405,0,1,0,0
22585,3405,0,1,0,0
22583,3403,0,1,0,0
22583,3402,0,1,0,0
22581,3399,0,1,0,0
22581,3398,0,1,0,0
22582,3392,0,1,0,0
22584,3390,0,1,0,0
22584,3387,0,1,0,0
22580,3387,0,1,0,0
22577,3385,0,1,0,0
22577,3384,0,1,0,0
22581,3381,0,1,0,0
22583,3376,0,1,0,0
22585,3369,0,1,0,0
22587,3364,0,1,0,0
22587,3357,0,1,0,0
22585,3352,0,1,0,0
22584,3350,0,1,0,0
22585,3349,0,1,0,0
22588,3348,0,1,0,0
22590,3346,0,1,0,0
22592,3342,0,1,0,0
22597,3340,0,1,0,0
22597,3338,0,1,0,0
22600,3337,0,1,0,0
22598,3337,0,1,0,0
22599,3335,0,1,0,0
22600,3330,0,1,0,0
22602,3329,0,1,0,0
22603,3330,0,1,0,0
22603,3330,0,1,0,0
22600,3328,0,1,0,0
22600,3322,0,1,0,0
22600,3318,0,1,0,0
22599,3314,0,1,0,0
22599,3309,0,1,0,0
22599,3310,0,1,0,0
22572,3366,0,1,0,0
22573,3364,0,1,0,0
22574,3359,0,1,0,0
22576,3357,0,1,0,0
22577,3357,0,1,0,0
22577,3356,0,1,0,0
22579,3350,0,1,0,0
22580,3349,0,1,0,0
22581,3347,0,1,0,0
22582,3345,0,1,0,0
22583,3343,0,1,0,0
22584,3339,0,1,0,0
22586,3337,0,1,0,0
22588,3333,0,1,0,0
22589,3330,0,1,0,0
22590,3329,0,1,0,0
22596,3329,0,1,0,0
22597,3330,0,1,0,0
22602,3331,0,1,0,0
22603,3331,0,1,0,0
22603,3331,0,1,0,0
22602,3329,0,1,0,0
22601,3332,0,1,0,0
22603,3332,0,1,0,0
22601,3331,0,1,0,0
22601,3330,0,1,0,0
22602,3329,0,1,0,0
22599,3329,0,1,0,0
22598,3327,0,1,0,0
22598,3326,0,1,0,0
22597,3323,0,1,0,0
22599,3325,0,1,0,0
22599,3324,0,1,0,0
22600,3324,0,1,0,0
22596,3323,0,1,0,0
22595,3321,0,1,0,0
22596,3317,0,1,0,0
22598,3313,0,1,0,0
22602,3316,0,1,0,0
22600,3316,0,1,0,0
22601,3315,0,1,0,0
