# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28371,11041,0,0,0,0,0
28373,11040,0,0,0,0,0
28374,11038,0,0,0,0,0
28373,11040,0,0,0,0,0
28373,11040,0,0,0,0,0
28373,11041,0,0,0,0,0
28375,11041,0,0,0,0,0
28374,11040,0,0,0,0,0
28376,11042,0,0,0,0,0
28375,11041,0,0,0,0,0
28376,11039,0,0,0,0,0
28375,11041,0,0,0,0,0
28375,11042,0,0,0,0,0
28377,11042,0,0,0,0,0
28376,11040,0,0,0,0,0
28376,11039,0,0,0,0,0
28378,11040,0,0,0,0,0
28378,11040,0,0,0,0,0
28377,11042,0,0,0,0,0
28376,11043,0,0,0,0,0
28375,11041,0,0,0,0,0
28376,11042,0,0,0,0,0
28374,11042,0,0,0,0,0
28375,11043,0,0,0,0,0
28375,11042,0,0,0,0,0
28376,11042,0,0,0,0,0
28377,11038,0,0,0,0,0
28378,11035,0,0,0,0,0
28379,11034,0,0,0,0,0
28380,11028,0,0,0,0,0
28382,11024,0,0,0,0,0
28383,11021,0,0,0,0,0
28383,11022,0,0,0,0,0
28381,11021,0,0,0,0,0
28382,11021,0,0,0,0,0
28381,11019,0,0,0,0,0
28384,11019,0,0,0,0,0
28383,11016,0,0,0,0,0
28384,11013,0,0,0,0,0
28386,11011,0,0,0,0,0
28387,11007,0,0,0,0,0
28386,11003,0,0,0,0,0
28387,10999,0,0,0,0,0
28388,10994,0,0,0,0,0
28389,10991,0,0,0,0,0
28389,10989,0,0,0,0,0
28389,10986,0,0,0,0,0
28389,10985,0,0,0,0,0
28389,10981,0,0,0,0,0
28387,10980,0,0,0,0,0
28386,10977,0,0,0,0,0
28388,10975,0,0,0,0,0
28393,10971,0,0,0,0,0
28400,10971,0,0,0,0,0
28407,10971,0,0,0,0,0
28409,10970,0,0,0,0,0
28411,10969,0,0,0,0,0
28412,10969,0,0,0,0,0
28413,10969,0,0,0,0,0
28417,10967,0,0,0,0,0
28419,10967,0,0,0,0,0
28419,10967,0,0,0,0,0
28422,10966,0,0,0,0,0
28426,10964,0,0,0,0,0
28431,10957,0,0,0,0,0
28435,10953,0,0,0,0,0
28439,10946,0,0,0,0,0
28443,10945,0,0,0,0,0
28444,10940,0,0,0,0,0
28446,10935,0,0,0,0,0
28451,10930,0,0,0,0,0
28455,10928,0,0,0,0,0
28460,10923,0,0,0,0,0
28465,10916,0,0,0,0,0
28467,10911,0,0,0,0,0
28471,10907,0,0,0,0,0
28472,10904,0,0,0,0,0
28473,10905,0,0,0,0,0
28474,10906,0,0,0,0,0
28472,10907,0,0,0,0,0
28472,10907,0,0,0,0,0
28472,10907,0,0,0,0,0
28470,10908,0,0,0,0,0
28470,10909,0,0,0,0,0
28468,10910,0,0,0,0,0
28469,10909,0,0,0,0,0
28470,10910,0,0,0,0,0
28470,10914,0,0,0,0,0
28472,10917,0,0,0,0,0
28473,10917,0,0,0,0,0
28474,10919,0,0,0,0,0
28473,10921,0,0,0,0,0
28475,10919,0,0,0,0,0
28472,10921,0,0,0,0,0
28472,10920,0,0,0,0,0
28471,10918,0,0,0,0,0
28473,10919,0,0,0,0,0
28471,10919,0,0,0,0,0
28470,10918,0,0,0,0,0
28468,10919,0,0,0,0,0
28471,10920,0,0,0,0,0
28471,10920,0,0,0,0,0
28469,10920,0,0,0,0,0
28470,10919,0,0,0,0,0
28470,10920,0,0,0,0,0
28469,10919,0,0,0,0,0
28470,10920,0,0,0,0,0
28471,10919,0,0,0,0,0
28470,10921,0,0,0,0,0
28470,10919,0,0,0,0,0
28469,10920,0,0,0,0,0
28470,10919,0,0,0,0,0
28469,10920,0,0,0,0,0
28468,10922,0,0,0,0,0
28467,10920,0,0,0,0,0
28469,10921,0,0,0,0,0
28469,10921,0,0,0,0,0
28469,10919,0,0,0,0,0
28470,10919,0,0,0,0,0
28468,10920,0,0,0,0,0
28468,10920,0,0,0,0,0
28468,10920,0,0,0,0,0
28469,10920,0,0,0,0,0
28470,10921,0,0,0,0,0
28470,10921,0,0,0,0,0
28470,10921,0,0,0,0,0
28470,10922,0,0,0,0,0
28470,10922,0,0,0,0,0
28470,10922,0,0,0,0,0
28473,10923,0,0,0,0,0
28471,10922,0,0,0,0,0
28471,10923,0,0,0,0,0
28472,10923,0,0,0,0,0
28474,10924,0,0,0,0,0
28477,10926,0,0,0,0,0
28479,10927,0,0,0,0,0
28481,10928,0,0,0,0,0
28482,10929,0,0,0,0,0
28483,10931,0,0,0,0,0
28486,10933,0,0,0,0,0
28489,10936,0,0,0,0,0
28492,10938,0,0,0,0,0
28496,10940,0,0,0,0,0
28499,10943,0,0,0,0,0
28501,10946,0,0,0,0,0
