# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28231,10797,0,0,0,0,0
28232,10796,0,0,0,0,0
28232,10797,0,0,0,0,0
28232,10797,0,0,0,0,0
28233,10798,0,0,0,0,0
28232,10797,0,0,0,0,0
28233,10798,0,0,0,0,0
28232,10797,0,0,0,0,0
28232,10797,0,0,0,0,0
28232,10796,0,0,0,0,0
28231,10796,0,0,0,0,0
28233,10798,0,0,0,0,0
28232,10796,0,0,0,0,0
28232,10797,0,0,0,0,0
28224,10795,0,0,0,0,0
28222,10797,0,0,0,0,0
28215,10797,0,0,0,0,0
28216,10797,0,0,0,0,0
28215,10795,0,0,0,0,0
28213,10798,0,0,0,0,0
28210,10804,0,0,0,0,0
28206,10798,0,0,0,0,0
28204,10796,0,0,0,0,0
28202,10798,0,0,0,0,0
28199,10799,0,0,0,0,0
28194,10799,0,0,0,0,0
28191,10801,0,0,0,0,0
28186,10802,0,0,0,0,0
28183,10803,0,0,0,0,0
28181,10804,0,0,0,0,0
28175,10807,0,0,0,0,0
28170,10809,0,0,0,0,0
28166,10809,0,0,0,0,0
28161,10804,0,0,0,0,0
28155,10801,0,0,0,0,0
28152,10799,0,0,0,0,0
28143,10798,0,0,0,0,0
28138,10799,0,0,0,0,0
28134,10798,0,0,0,0,0
28127,10798,0,0,0,0,0
28117,10796,0,0,0,0,0
28110,10790,0,0,0,0,0
28105,10790,0,0,0,0,0
28096,10788,0,0,0,0,0
28089,10782,0,0,0,0,0
28084,10775,0,0,0,0,0
28079,10774,0,0,0,0,0
28073,10770,0,0,0,0,0
28069,10762,0,0,0,0,0
28065,10760,0,0,0,0,0
28060,10753,0,0,0,0,0
28063,10752,0,0,0,0,0
28064,10753,0,0,0,0,0
28062,10754,0,0,0,0,0
28063,10755,0,0,0,0,0
28064,10754,0,0,0,0,0
28060,10750,0,0,0,0,0
28060,10749,0,0,0,0,0
28057,10743,0,0,0,0,0
28054,10741,0,0,0,0,0
28052,10741,0,0,0,0,0
28049,10741,0,0,0,0,0
28045,10738,0,0,0,0,0
28042,10730,0,0,0,0,0
28037,10726,0,0,0,0,0
28034,10722,0,0,0,0,0
28030,10717,0,0,0,0,0
28027,10708,0,0,0,0,0
28022,10704,0,0,0,0,0
28016,10701,0,0,0,0,0
28007,10699,0,0,0,0,0
28003,10690,0,0,0,0,0
27998,10687,0,0,0,0,0
27992,10679,0,0,0,0,0
27987,10673,0,0,0,0,0
27983,10666,0,0,0,0,0
27975,10658,0,0,0,0,0
27968,10654,0,0,0,0,0
27959,10652,0,0,0,0,0
27951,10646,0,0,0,0,0
27938,10644,0,0,0,0,0
27925,10640,0,0,0,0,0
27918,10634,0,0,0,0,0
27913,10628,0,0,0,0,0
27906,10620,0,0,0,0,0
27897,10618,0,0,0,0,0
27889,10609,0,0,0,0,0
27879,10607,0,0,0,0,0
27867,10604,0,0,0,0,0
27858,10603,0,0,0,0,0
27850,10601,0,0,0,0,0
27847,10595,0,0,0,0,0
27842,10587,0,0,0,0,0
27840,10580,0,0,0,0,0
27841,10581,0,0,0,0,0
27840,10579,0,0,0,0,0
27842,10581,0,0,0,0,0
27841,10578,0,0,0,0,0
27841,10578,0,0,0,0,0
27841,10581,0,0,0,0,0
27782,10519,0,0,0,0,0
27783,10519,0,0,0,0,0
27785,10519,0,0,0,0,0
27785,10522,0,0,0,0,0
27785,10520,0,0,0,0,0
27782,10521,0,0,0,0,0
27786,10520,0,0,0,0,0
27784,10520,0,0,0,0,0
27784,10522,0,0,0,0,0
27782,10520,0,0,0,0,0
27783,10520,0,0,0,0,0
27784,10519,0,0,0,0,0
