# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28058,10915,0,0,0,0,0
28058,10913,0,0,0,0,0
28057,10912,0,0,0,0,0
28058,10911,0,0,0,0,0
28055,10911,0,0,0,0,0
28053,10911,0,0,0,0,0
28054,10908,0,0,0,0,0
28053,10905,0,0,0,0,0
28053,10900,0,0,0,0,0
28054,10897,0,0,0,0,0
28054,10896,0,0,0,0,0
28054,10895,0,0,0,0,0
28053,10895,0,0,0,0,0
28053,10895,0,0,0,0,0
28054,10895,0,0,0,0,0
28056,10896,0,0,0,0,0
28054,10896,0,0,0,0,0
28054,10895,0,0,0,0,0
28054,10894,0,0,0,0,0
28053,10892,0,0,0,0,0
28052,10890,0,0,0,0,0
28051,10886,0,0,0,0,0
28049,10883,0,0,0,0,0
28047,10881,0,0,0,0,0
28047,10879,0,0,0,0,0
28046,10879,0,0,0,0,0
28046,10879,0,0,0,0,0
28044,10878,0,0,0,0,0
28044,10878,0,0,0,0,0
28045,10877,0,0,0,0,0
28045,10878,0,0,0,0,0
28044,10877,0,0,0,0,0
28042,10874,0,0,0,0,0
28039,10871,0,0,0,0,0
28037,10869,0,0,0,0,0
28035,10864,0,0,0,0,0
28032,10861,0,0,0,0,0
28030,10861,0,0,0,0,0
28026,10860,0,0,0,0,0
28023,10859,0,0,0,0,0
28020,10855,0,0,0,0,0
28017,10850,0,0,0,0,0
28013,10846,0,0,0,0,0
28009,10844,0,0,0,0,0
28003,10841,0,0,0,0,0
27999,10837,0,0,0,0,0
27997,10835,0,0,0,0,0
27997,10835,0,0,0,0,0
27995,10832,0,0,0,0,0
27996,10835,0,0,0,0,0
27994,10833,0,0,0,0,0
27992,10833,0,0,0,0,0
27996,10833,0,0,0,0,0
27996,10834,0,0,0,0,0
27995,10833,0,0,0,0,0
27993,10831,0,0,0,0,0
27989,10830,0,0,0,0,0
27988,10828,0,0,0,0,0
27986,10828,0,0,0,0,0
27984,10827,0,0,0,0,0
27983,10826,0,0,0,0,0
27983,10824,0,0,0,0,0
27982,10825,0,0,0,0,0
27982,10824,0,0,0,0,0
27982,10824,0,0,0,0,0
27982,10825,0,0,0,0,0
27981,10824,0,0,0,0,0
27980,10821,0,0,0,0,0
27978,10819,0,0,0,0,0
27976,10819,0,0,0,0,0
27974,10820,0,0,0,0,0
27973,10819,0,0,0,0,0
27971,10816,0,0,0,0,0
27968,10812,0,0,0,0,0
27965,10809,0,0,0,0,0
27963,10807,0,0,0,0,0
27960,10803,0,0,0,0,0
27959,10802,0,0,0,0,0
27958,10799,0,0,0,0,0
27957,10798,0,0,0,0,0
27959,10799,0,0,0,0,0
27959,10799,0,0,0,0,0
27957,10801,0,0,0,0,0
27957,10801,0,0,0,0,0
27957,10801,0,0,0,0,0
27958,10802,0,0,0,0,0
27957,10801,0,0,0,0,0
27958,10802,0,0,0,0,0
27958,10801,0,0,0,0,0
27959,10801,0,0,0,0,0
27960,10800,0,0,0,0,0
27959,10800,0,0,0,0,0
27959,10801,0,0,0,0,0
27959,10801,0,0,0,0,0
27959,10801,0,0,0,0,0
27959,10801,0,0,0,0,0
27959,10802,0,0,0,0,0
27959,10801,0,0,0,0,0
27959,10801,0,0,0,0,0
27962,10801,0,0,0,0,0
27961,10804,0,0,0,0,0
27960,10802,0,0,0,0,0
27960,10802,0,0,0,0,0
27960,10802,0,0,0,0,0
27958,10801,0,0,0,0,0
27957,10800,0,0,0,0,0
27955,10798,0,0,0,0,0
27952,10798,0,0,0,0,0
