# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28032,11132,0,0,0,0,0,1
28030,11130,0,0,0,0,0,1
28029,11128,0,0,0,0,0,1
28027,11126,0,0,0,0,0,1
28025,11124,0,0,0,0,0,1
28024,11122,0,0,0,0,0,1
28022,11121,0,0,0,0,0,1
28020,11123,0,0,0,0,0,1
28016,11123,0,0,0,0,0,1
28012,11124,0,0,0,0,0,1
28006,11123,0,0,0,0,0,1
28004,11128,0,0,0,0,0,1
27999,11129,0,0,0,0,0,1
27996,11131,0,0,0,0,0,1
27993,11136,0,0,0,0,0,1
27991,11143,0,0,0,0,0,1
27988,11146,0,0,0,0,0,1
27986,11152,0,0,0,0,0,1
27983,11157,0,0,0,0,0,1
27979,11160,0,0,0,0,0,1
27976,11161,0,0,0,0,0,1
27974,11162,0,0,0,0,0,1
27970,11163,0,0,0,0,0,1
27964,11164,0,0,0,0,0,1
27960,11166,0,0,0,0,0,1
27955,11169,0,0,0,0,0,1
27952,11170,0,0,0,0,0,1
27952,11172,0,0,0,0,0,1
27952,11174,0,0,0,0,0,1
27955,11177,0,0,0,0,0,1
27956,11179,0,0,0,0,0,1
27954,11184,0,0,0,0,0,1
27953,11185,0,0,0,0,0,1
27956,11186,0,0,0,0,0,1
27956,11189,0,0,0,0,0,1
27956,11191,0,0,0,0,0,1
27956,11189,0,0,0,0,0,1
27954,11187,0,0,0,0,0,1
27953,11187,0,0,0,0,0,1
27953,11187,0,0,0,0,0,1
27955,11190,0,0,0,0,0,1
27957,11193,0,0,0,0,0,1
27958,11194,0,0,0,0,0,1
27957,11193,0,0,0,0,0,1
27957,11194,0,0,0,0,0,1
27957,11194,0,0,0,0,0,1
27958,11193,0,0,0,0,0,0
27959,11193,0,0,0,0,0,0
27958,11194,0,0,0,0,0,0
27957,11195,0,0,0,0,0,0
27958,11195,0,0,0,0,0,0
27960,11196,0,0,0,0,0,0
27961,11197,0,0,0,0,0,0
27962,11196,0,0,0,0,0,0
27962,11199,0,0,0,0,0,0
27965,11202,0,0,0,0,0,0
27963,11203,0,0,0,0,0,0
27965,11205,0,0,0,0,0,0
27964,11204,0,0,0,0,0,0
27965,11203,0,0,0,0,0,0
27963,11203,0,0,0,0,0,0
27966,11203,0,0,0,0,0,0
27967,11203,0,0,0,0,0,0
27970,11202,0,0,0,0,0,0
27970,11201,0,0,0,0,0,0
27967,11200,0,0,0,0,0,0
27967,11197,0,0,0,0,0,0
27965,11196,0,0,0,0,0,0
27963,11196,0,0,0,0,0,0
27962,11193,0,0,0,0,0,0
27963,11189,0,0,0,0,0,0
27958,11189,0,0,0,0,0,0
27958,11185,0,0,0,0,0,0
27956,11183,0,0,0,0,0,0
27952,11182,0,0,0,0,0,0
27952,11182,0,0,0,0,0,0
27952,11182,0,0,0,0,0,0
27951,11183,0,0,0,0,0,0
27953,11183,0,0,0,0,0,0
27953,11182,0,0,0,0,0,0
27956,11183,0,0,0,0,0,0
27957,11182,0,0,0,0,0,0
27961,11183,0,0,0,0,0,0
27963,11185,0,0,0,0,0,0
27961,11184,0,0,0,0,0,0
27959,11183,0,0,0,0,0,0
27957,11182,0,0,0,0,0,0
27962,11185,0,0,0,0,0,0
