# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28193,10821,0,0,0,0,0
28195,10821,0,0,0,0,0
28197,10822,0,0,0,0,0
28202,10820,0,0,0,0,0
28205,10822,0,0,0,0,0
28210,10818,0,0,0,0,0
28214,10814,0,0,0,0,0
28219,10809,0,0,0,0,0
28219,10804,0,0,0,0,0
28223,10799,0,0,0,0,0
28225,10800,0,0,0,0,0
28223,10799,0,0,0,0,0
28225,10799,0,0,0,0,0
28227,10799,0,0,0,0,0
28228,10800,0,0,0,0,0
28226,10800,0,0,0,0,0
28225,10800,0,0,0,0,0
28227,10800,0,0,0,0,0
28228,10800,0,0,0,0,0
28226,10800,0,0,0,0,0
28224,10800,0,0,0,0,0
28225,10801,0,0,0,0,0
28226,10801,0,0,0,0,0
28225,10802,0,0,0,0,0
28225,10801,0,0,0,0,0
28226,10801,0,0,0,0,0
28226,10801,0,0,0,0,0
28225,10801,0,0,0,0,0
28226,10801,0,0,0,0,0
28223,10801,0,0,0,0,0
28220,10802,0,0,0,0,0
28222,10801,0,0,0,0,0
28219,10804,0,0,0,0,0
28219,10802,0,0,0,0,0
28220,10802,0,0,0,0,0
28221,10802,0,0,0,0,0
28220,10803,0,0,0,0,0
28220,10803,0,0,0,0,0
28220,10804,0,0,0,0,0
28221,10804,0,0,0,0,0
28222,10804,0,0,0,0,0
28221,10805,0,0,0,0,0
28224,10805,0,0,0,0,0
28224,10805,0,0,0,0,0
28224,10805,0,0,0,0,0
28223,10807,0,0,0,0,0
28223,10807,0,0,0,0,0
28221,10808,0,0,0,0,0
28223,10807,0,0,0,0,0
28224,10807,0,0,0,0,0
28223,10808,0,0,0,0,0
28224,10807,0,0,0,0,0
28224,10808,0,0,0,0,0
28223,10810,0,0,0,0,0
28225,10808,0,0,0,0,0
28225,10809,0,0,0,0,0
28225,10808,0,0,0,0,0
28225,10808,0,0,0,0,0
28222,10808,0,0,0,0,0
28224,10809,0,0,0,0,0
28226,10809,0,0,0,0,0
28227,10808,0,0,0,0,0
28228,10809,0,0,0,0,0
28229,10809,0,0,0,0,0
28230,10810,0,0,0,0,0
28230,10812,0,0,0,0,0
28231,10810,0,0,0,0,0
28228,10811,0,0,0,0,0
28227,10813,0,0,0,0,0
28224,10811,0,0,0,0,0
28222,10811,0,0,0,0,0
28223,10810,0,0,0,0,0
28223,10812,0,0,0,0,0
28225,10812,0,0,0,0,0
28225,10811,0,0,0,0,0
28228,10814,0,0,0,0,0
28234,10814,0,0,0,0,0
28236,10812,0,0,0,0,0
28238,10813,0,0,0,0,0
28240,10814,0,0,0,0,0
28240,10813,0,0,0,0,0
28240,10813,0,0,0,0,0
28239,10813,0,0,0,0,0
28241,10813,0,0,0,0,0
28242,10812,0,0,0,0,0
28241,10813,0,0,0,0,0
28240,10814,0,0,0,0,0
28238,10812,0,0,0,0,0
28239,10812,0,0,0,0,0
28241,10813,0,0,0,0,0
28241,10812,0,0,0,0,0
28241,10812,0,0,0,0,0
28241,10811,0,0,0,0,0
28241,10812,0,0,0,0,0
28240,10810,0,0,0,0,0
28241,10812,0,0,0,0,0
28241,10812,0,0,0,0,0
28241,10812,0,0,0,0,0
28241,10813,0,0,0,0,0
28239,10811,0,0,0,0,0
28223,10810,0,0,0,0,0
28224,10810,0,0,0,0,0
28224,10810,0,0,0,0,0
28224,10812,0,0,0,0,0
28225,10809,0,0,0,0,0
28223,10809,0,0,0,0,0
28224,10812,0,0,0,0,0
28225,10812,0,0,0,0,0
28223,10812,0,0,0,0,0
28223,10811,0,0,0,0,0
28223,10811,0,0,0,0,0
28224,10810,0,0,0,0,0
28227,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28229,10811,0,0,0,0,0
28228,10809,0,0,0,0,0
28228,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28228,10810,0,0,0,0,0
28228,10809,0,0,0,0,0
28228,10809,0,0,0,0,0
28227,10809,0,0,0,0,0
28229,10810,0,0,0,0,0
28225,10809,0,0,0,0,0
28226,10809,0,0,0,0,0
28226,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28229,10807,0,0,0,0,0
28227,10809,0,0,0,0,0
28228,10810,0,0,0,0,0
28228,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28226,10811,0,0,0,0,0
28223,10810,0,0,0,0,0
28226,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28226,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28227,10810,0,0,0,0,0
28229,10810,0,0,0,0,0
28228,10808,0,0,0,0,0
28229,10810,0,0,0,0,0
28230,10810,0,0,0,0,0
28230,10809,0,0,0,0,0
28228,10810,0,0,0,0,0
28226,10808,0,0,0,0,0
28226,10809,0,0,0,0,0
28222,10810,0,0,0,0,0
28221,10809,0,0,0,0,0
28222,10809,0,0,0,0,0
28220,10807,0,0,0,0,0
28221,10808,0,0,0,0,0
28222,10807,0,0,0,0,0
28221,10809,0,0,0,0,0
28220,10808,0,0,0,0,0
28221,10807,0,0,0,0,0
28220,10805,0,0,0,0,0
28220,10805,0,0,0,0,0
28219,10807,0,0,0,0,0
28217,10807,0,0,0,0,0
28221,10806,0,0,0,0,0
28220,10806,0,0,0,0,0
28219,10807,0,0,0,0,0
28222,10807,0,0,0,0,0
28222,10807,0,0,0,0,0
28221,10806,0,0,0,0,0
28222,10808,0,0,0,0,0
28224,10807,0,0,0,0,0
28225,10808,0,0,0,0,0
28227,10806,0,0,0,0,0
28227,10807,0,0,0,0,0
28224,10808,0,0,0,0,0
28225,10806,0,0,0,0,0
28225,10809,0,0,0,0,0
28226,10807,0,0,0,0,0
28227,10807,0,0,0,0,0
28229,10807,0,0,0,0,0
28227,10808,0,0,0,0,0
28227,10808,0,0,0,0,0
28229,10808,0,0,0,0,0
28228,10808,0,0,0,0,0
28229,10808,0,0,0,0,0
28230,10810,0,0,0,0,0
28229,10809,0,0,0,0,0
28229,10809,0,0,0,0,0
28228,10811,0,0,0,0,0
28228,10809,0,0,0,0,0
28226,10811,0,0,0,0,0
28225,10810,0,0,0,0,0
28223,10810,0,0,0,0,0
28223,10810,0,0,0,0,0
28223,10810,0,0,0,0,0
28224,10810,0,0,0,0,0
28224,10812,0,0,0,0,0
28226,10811,0,0,0,0,0
28226,10811,0,0,0,0,0
28230,10812,0,0,0,0,0
28231,10810,0,0,0,0,0
28231,10810,0,0,0,0,0
28228,10811,0,0,0,0,0
28229,10810,0,0,0,0,0
28227,10810,0,0,0,0,0
28223,10812,0,0,0,0,0
28223,10812,0,0,0,0,0
28223,10812,0,0,0,0,0
28224,10809,0,0,0,0,0
28225,10812,0,0,0,0,0
28226,10811,0,0,0,0,0
28225,10811,0,0,0,0,0
28227,10812,0,0,0,0,0
28226,10811,0,0,0,0,0
28228,10812,0,0,0,0,0
28228,10810,0,0,0,0,0
28231,10813,0,0,0,0,0
28230,10812,0,0,0,0,0
28231,10812,0,0,0,0,0
28230,10811,0,0,0,0,0
28230,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28230,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28227,10811,0,0,0,0,0
28228,10811,0,0,0,0,0
28225,10812,0,0,0,0,0
28225,10812,0,0,0,0,0
28226,10811,0,0,0,0,0
28224,10811,0,0,0,0,0
28225,10810,0,0,0,0,0
28226,10810,0,0,0,0,0
28225,10810,0,0,0,0,0
28223,10811,0,0,0,0,0
28223,10811,0,0,0,0,0
28222,10811,0,0,0,0,0
28223,10810,0,0,0,0,0
28224,10810,0,0,0,0,0
28226,10810,0,0,0,0,0
28224,10810,0,0,0,0,0
28223,10809,0,0,0,0,0
28224,10808,0,0,0,0,0
28226,10810,0,0,0,0,0
28229,10809,0,0,0,0,0
28230,10811,0,0,0,0,0
28230,10811,0,0,0,0,0
28230,10809,0,0,0,0,0
28229,10809,0,0,0,0,0
28230,10810,0,0,0,0,0
28230,10810,0,0,0,0,0
28230,10809,0,0,0,0,0
28228,10810,0,0,0,0,0
28225,10809,0,0,0,0,0
28223,10808,0,0,0,0,0
28224,10808,0,0,0,0,0
28226,10810,0,0,0,0,0
28226,10809,0,0,0,0,0
28227,10809,0,0,0,0,0
28228,10810,0,0,0,0,0
28228,10808,0,0,0,0,0
28230,10809,0,0,0,0,0
28228,10809,0,0,0,0,0
28228,10810,0,0,0,0,0
28227,10809,0,0,0,0,0
28226,10809,0,0,0,0,0
