# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28081,10875,0,0,0,0,0,1
28082,10874,0,0,0,0,0,1
28082,10874,0,0,0,0,0,1
28082,10874,0,0,0,0,0,1
28082,10875,0,0,0,0,0,1
28082,10875,0,0,0,0,0,1
28082,10875,0,0,0,0,0,1
28081,10874,0,0,0,0,0,1
28082,10874,0,0,0,0,0,1
28081,10874,0,0,0,0,0,1
28082,10871,0,0,0,0,0,1
28082,10868,0,0,0,0,0,1
28083,10870,0,0,0,0,0,1
28084,10870,0,0,0,0,0,1
28083,10868,0,0,0,0,0,1
28083,10867,0,0,0,0,0,1
28083,10866,0,0,0,0,0,1
28083,10865,0,0,0,0,0,1
28083,10861,0,0,0,0,0,1
28086,10860,0,0,0,0,0,1
28086,10859,0,0,0,0,0,1
28085,10858,0,0,0,0,0,1
28085,10857,0,0,0,0,0,1
28087,10857,0,0,0,0,0,1
28087,10857,0,0,0,0,0,1
28087,10858,0,0,0,0,0,1
28087,10858,0,0,0,0,0,1
28087,10857,0,0,0,0,0,1
28086,10857,0,0,0,0,0,1
28086,10857,0,0,0,0,0,1
28086,10857,0,0,0,0,0,1
28084,10857,0,0,0,0,0,1
28086,10857,0,0,0,0,0,1
28086,10855,0,0,0,0,0,1
28086,10855,0,0,0,0,0,1
28086,10855,0,0,0,0,0,1
28087,10854,0,0,0,0,0,1
28087,10854,0,0,0,0,0,1
28087,10853,0,0,0,0,0,1
28088,10853,0,0,0,0,0,1
28088,10854,0,0,0,0,0,1
28083,10852,0,0,0,0,0,1
28087,10851,0,0,0,0,0,1
28088,10854,0,0,0,0,0,1
28087,10852,0,0,0,0,0,1
28088,10852,0,0,0,0,0,1
28088,10851,0,0,0,0,0,1
28087,10852,0,0,0,0,0,1
28086,10852,0,0,0,0,0,1
28084,10851,0,0,0,0,0,1
28080,10851,0,0,0,0,0,1
28078,10849,0,0,0,0,0,1
28076,10846,0,0,0,0,0,1
28075,10844,0,0,0,0,0,1
28071,10841,0,0,0,0,0,1
28068,10838,0,0,0,0,0,1
28066,10834,0,0,0,0,0,1
28066,10831,0,0,0,0,0,1
28065,10830,0,0,0,0,0,1
28065,10830,0,0,0,0,0,1
28066,10830,0,0,0,0,0,1
28067,10830,0,0,0,0,0,1
28066,10829,0,0,0,0,0,1
28065,10829,0,0,0,0,0,1
28065,10828,0,0,0,0,0,1
28065,10828,0,0,0,0,0,1
28064,10827,0,0,0,0,0,1
28065,10827,0,0,0,0,0,1
28063,10826,0,0,0,0,0,1
28064,10826,0,0,0,0,0,1
28064,10825,0,0,0,0,0,1
28064,10825,0,0,0,0,0,1
28064,10823,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28063,10824,0,0,0,0,0,1
28062,10826,0,0,0,0,0,1
28062,10829,0,0,0,0,0,1
28063,10830,0,0,0,0,0,1
28063,10829,0,0,0,0,0,1
28062,10828,0,0,0,0,0,1
28063,10827,0,0,0,0,0,1
28062,10826,0,0,0,0,0,1
28063,10826,0,0,0,0,0,1
28064,10826,0,0,0,0,0,1
28064,10825,0,0,0,0,0,1
28064,10824,0,0,0,0,0,1
28065,10824,0,0,0,0,0,1
28065,10826,0,0,0,0,0,1
28065,10825,0,0,0,0,0,1
28066,10824,0,0,0,0,0,1
28065,10823,0,0,0,0,0,1
28063,10823,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28065,10822,0,0,0,0,0,1
28064,10822,0,0,0,0,0,1
28065,10823,0,0,0,0,0,1
28065,10823,0,0,0,0,0,1
28060,10824,0,0,0,0,0,1
28063,10824,0,0,0,0,0,1
28060,10825,0,0,0,0,0,1
28060,10825,0,0,0,0,0,1
28060,10825,0,0,0,0,0,1
28060,10824,0,0,0,0,0,1
28061,10825,0,0,0,0,0,1
28060,10824,0,0,0,0,0,1
28060,10822,0,0,0,0,0,1
28062,10818,0,0,0,0,0,1
28063,10813,0,0,0,0,0,1
28063,10810,0,0,0,0,0,1
28064,10807,0,0,0,0,0,1
28063,10804,0,0,0,0,0,1
28062,10804,0,0,0,0,0,1
28063,10804,0,0,0,0,0,1
28062,10802,0,0,0,0,0,1
28063,10803,0,0,0,0,0,1
28063,10802,0,0,0,0,0,1
28064,10803,0,0,0,0,0,1
28064,10803,0,0,0,0,0,1
28063,10803,0,0,0,0,0,1
28064,10804,0,0,0,0,0,1
28064,10804,0,0,0,0,0,1
28063,10803,0,0,0,0,0,1
28064,10802,0,0,0,0,0,1
28063,10803,0,0,0,0,0,1
28064,10804,0,0,0,0,0,1
28064,10802,0,0,0,0,0,1
28064,10801,0,0,0,0,0,1
28065,10802,0,0,0,0,0,1
28065,10801,0,0,0,0,0,1
28066,10800,0,0,0,0,0,1
28067,10799,0,0,0,0,0,1
28067,10799,0,0,0,0,0,1
28067,10799,0,0,0,0,0,1
28066,10799,0,0,0,0,0,1
28066,10800,0,0,0,0,0,1
28067,10800,0,0,0,0,0,1
28066,10800,0,0,0,0,0,1
28066,10800,0,0,0,0,0,1
28066,10802,0,0,0,0,0,1
28067,10801,0,0,0,0,0,1
28067,10800,0,0,0,0,0,1
28068,10799,0,0,0,0,0,1
28069,10797,0,0,0,0,0,1
28069,10795,0,0,0,0,0,1
28070,10795,0,0,0,0,0,1
28069,10795,0,0,0,0,0,1
28070,10795,0,0,0,0,0,1
28070,10794,0,0,0,0,0,1
28070,10793,0,0,0,0,0,1
28069,10794,0,0,0,0,0,1
28070,10795,0,0,0,0,0,1
28069,10795,0,0,0,0,0,1
28071,10793,0,0,0,0,0,1
28070,10795,0,0,0,0,0,1
28070,10793,0,0,0,0,0,1
28071,10792,0,0,0,0,0,1
28070,10792,0,0,0,0,0,1
28072,10789,0,0,0,0,0,1
28072,10790,0,0,0,0,0,1
28070,10790,0,0,0,0,0,1
28071,10790,0,0,0,0,0,1
28069,10790,0,0,0,0,0,1
28069,10791,0,0,0,0,0,1
28069,10791,0,0,0,0,0,1
28069,10792,0,0,0,0,0,1
28068,10791,0,0,0,0,0,1
28069,10792,0,0,0,0,0,1
28068,10792,0,0,0,0,0,1
28068,10792,0,0,0,0,0,1
28069,10793,0,0,0,0,0,1
28069,10793,0,0,0,0,0,1
28069,10793,0,0,0,0,0,1
28068,10793,0,0,0,0,0,1
28068,10793,0,0,0,0,0,1
28069,10794,0,0,0,0,0,1
28068,10794,0,0,0,0,0,1
28068,10794,0,0,0,0,0,1
28067,10794,0,0,0,0,0,1
28068,10795,0,0,0,0,0,1
28068,10795,0,0,0,0,0,1
28067,10794,0,0,0,0,0,1
28069,10789,0,0,0,0,0,1
28070,10791,0,0,0,0,0,1
28069,10792,0,0,0,0,0,1
28068,10793,0,0,0,0,0,1
28069,10792,0,0,0,0,0,1
28070,10792,0,0,0,0,0,1
28070,10793,0,0,0,0,0,1
28068,10795,0,0,0,0,0,1
28066,10795,0,0,0,0,0,1
28069,10793,0,0,0,0,0,1
28069,10793,0,0,0,0,0,1
28070,10793,0,0,0,0,0,1
28072,10792,0,0,0,0,0,1
