# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28051,10793,0,0,0,0,0
28051,10792,0,0,0,0,0
28045,10791,0,0,0,0,0
28040,10787,0,0,0,0,0
28039,10788,0,0,0,0,0
28038,10786,0,0,0,0,0
28037,10784,0,0,0,0,0
28037,10784,0,0,0,0,0
28034,10783,0,0,0,0,0
28033,10780,0,0,0,0,0
28031,10778,0,0,0,0,0
28027,10776,0,0,0,0,0
28024,10774,0,0,0,0,0
28021,10774,0,0,0,0,0
28021,10772,0,0,0,0,0
28022,10771,0,0,0,0,0
28022,10773,0,0,0,0,0
28022,10772,0,0,0,0,0
28022,10774,0,0,0,0,0
28017,10769,0,0,0,0,0
28017,10766,0,0,0,0,0
28019,10765,0,0,0,0,0
28015,10763,0,0,0,0,0
28014,10762,0,0,0,0,0
28013,10760,0,0,0,0,0
28010,10760,0,0,0,0,0
28010,10763,0,0,0,0,0
28006,10766,0,0,0,0,0
28007,10766,0,0,0,0,0
28008,10762,0,0,0,0,0
28012,10759,0,0,0,0,0
28012,10758,0,0,0,0,0
28010,10757,0,0,0,0,0
28008,10754,0,0,0,0,0
28007,10753,0,0,0,0,0
28007,10755,0,0,0,0,0
28002,10754,0,0,0,0,0
27999,10753,0,0,0,0,0
27996,10750,0,0,0,0,0
27994,10747,0,0,0,0,0
27993,10745,0,0,0,0,0
27992,10743,0,0,0,0,0
27991,10740,0,0,0,0,0
27989,10740,0,0,0,0,0
27987,10742,0,0,0,0,0
27985,10741,0,0,0,0,0
27981,10741,0,0,0,0,0
27976,10740,0,0,0,0,0
27975,10739,0,0,0,0,0
27974,10737,0,0,0,0,0
27973,10736,0,0,0,0,0
27971,10736,0,0,0,0,0
27970,10734,0,0,0,0,0
27969,10731,0,0,0,0,0
27967,10731,0,0,0,0,0
27965,10729,0,0,0,0,0
27964,10728,0,0,0,0,0
27964,10725,0,0,0,0,0
27961,10722,0,0,0,0,0
27956,10721,0,0,0,0,0
27951,10719,0,0,0,0,0
27950,10720,0,0,0,0,0
27948,10721,0,0,0,0,0
27945,10721,0,0,0,0,0
27942,10722,0,0,0,0,0
27939,10717,0,0,0,0,0
27936,10716,0,0,0,0,0
27935,10715,0,0,0,0,0
27933,10712,0,0,0,0,0
27928,10709,0,0,0,0,0
27926,10706,0,0,0,0,0
27922,10702,0,0,0,0,0
27919,10698,0,0,0,0,0
27915,10696,0,0,0,0,0
27911,10694,0,0,0,0,0
27908,10692,0,0,0,0,0
27904,10689,0,0,0,0,0
27902,10690,0,0,0,0,0
27898,10687,0,0,0,0,0
27894,10684,0,0,0,0,0
27890,10680,0,0,0,0,0
27886,10678,0,0,0,0,0
27881,10675,0,0,0,0,0
27877,10672,0,0,0,0,0
27871,10671,0,0,0,0,0
27866,10671,0,0,0,0,0
27862,10669,0,0,0,0,0
27859,10667,0,0,0,0,0
27855,10663,0,0,0,0,0
27851,10661,0,0,0,0,0
27846,10660,0,0,0,0,0
27843,10656,0,0,0,0,0
27839,10652,0,0,0,0,0
27837,10650,0,0,0,0,0
27833,10646,0,0,0,0,0
27831,10645,0,0,0,0,0
27825,10643,0,0,0,0,0
27820,10639,0,0,0,0,0
27818,10637,0,0,0,0,0
27815,10635,0,0,0,0,0
27809,10629,0,0,0,0,0
27806,10627,0,0,0,0,0
27803,10624,0,0,0,0,0
27798,10623,0,0,0,0,0
27792,10621,0,0,0,0,0
27789,10620,0,0,0,0,0
27788,10617,0,0,0,0,0
27785,10618,0,0,0,0,0
27784,10618,0,0,0,0,0
27783,10618,0,0,0,0,0
27781,10621,0,0,0,0,0
27775,10623,0,0,0,0,0
27776,10623,0,0,0,0,0
27776,10624,0,0,0,0,0
27775,10623,0,0,0,0,0
27773,10623,0,0,0,0,0
27773,10623,0,0,0,0,0
27773,10623,0,0,0,0,0
27773,10623,0,0,0,0,0
27773,10623,0,0,0,0,0
27773,10624,0,0,0,0,0
27773,10622,0,0,0,0,0
27772,10623,0,0,0,0,0
27774,10623,0,0,0,0,0
27771,10623,0,0,0,0,0
27771,10624,0,0,0,0,0
27772,10623,0,0,0,0,0
27775,10620,0,0,0,0,0
27776,10617,0,0,0,0,0
27779,10615,0,0,0,0,0
27777,10612,0,0,0,0,0
27776,10611,0,0,0,0,0
27773,10609,0,0,0,0,0
27768,10608,0,0,0,0,0
27765,10605,0,0,0,0,0
27762,10600,0,0,0,0,0
27760,10597,0,0,0,0,0
27758,10594,0,0,0,0,0
27756,10593,0,0,0,0,0
27754,10590,0,0,0,0,0
27751,10588,0,0,0,0,0
27748,10586,0,0,0,0,0
27744,10583,0,0,0,0,0
27741,10581,0,0,0,0,0
27737,10579,0,0,0,0,0
27735,10576,0,0,0,0,0
27732,10573,0,0,0,0,0
27728,10571,0,0,0,0,0
27724,10570,0,0,0,0,0
27722,10569,0,0,0,0,0
27718,10564,0,0,0,0,0
27711,10561,0,0,0,0,0
27708,10559,0,0,0,0,0
27704,10554,0,0,0,0,0
27699,10551,0,0,0,0,0
27694,10548,0,0,0,0,0
27688,10546,0,0,0,0,0
27683,10544,0,0,0,0,0
27680,10542,0,0,0,0,0
27676,10540,0,0,0,0,0
27671,10537,0,0,0,0,0
27668,10535,0,0,0,0,0
27666,10533,0,0,0,0,0
27665,10530,0,0,0,0,0
27662,10526,0,0,0,0,0
27658,10522,0,0,0,0,0
27655,10518,0,0,0,0,0
27652,10516,0,0,0,0,0
27649,10515,0,0,0,0,0
27646,10511,0,0,0,0,0
27646,10511,0,0,0,0,0
27644,10509,0,0,0,0,0
27639,10506,0,0,0,0,0
27635,10504,0,0,0,0,0
27631,10502,0,0,0,0,0
27628,10501,0,0,0,0,0
27623,10499,0,0,0,0,0
27618,10498,0,0,0,0,0
27615,10497,0,0,0,0,0
27611,10496,0,0,0,0,0
27607,10494,0,0,0,0,0
27603,10495,0,0,0,0,0
27600,10495,0,0,0,0,0
27597,10493,0,0,0,0,0
27595,10492,0,0,0,0,0
27591,10490,0,0,0,0,0
27588,10489,0,0,0,0,0
27585,10487,0,0,0,0,0
27581,10487,0,0,0,0,0
27577,10485,0,0,0,0,0
27573,10483,0,0,0,0,0
27569,10482,0,0,0,0,0
27565,10480,0,0,0,0,0
27563,10478,0,0,0,0,0
27561,10476,0,0,0,0,0
27557,10474,0,0,0,0,0
27554,10472,0,0,0,0,0
27551,10469,0,0,0,0,0
27547,10469,0,0,0,0,0
27544,10466,0,0,0,0,0
27536,10463,0,0,0,0,0
27532,10463,0,0,0,0,0
27528,10462,0,0,0,0,0
27524,10460,0,0,0,0,0
27521,10455,0,0,0,0,0
27517,10453,0,0,0,0,0
27513,10451,0,0,0,0,0
27509,10448,0,0,0,0,0
27504,10446,0,0,0,0,0
27503,10445,0,0,0,0,0
27497,10444,0,0,0,0,0
27490,10443,0,0,0,0,0
27485,10441,0,0,0,0,0
27482,10440,0,0,0,0,0
27476,10440,0,0,0,0,0
27470,10438,0,0,0,0,0
27464,10437,0,0,0,0,0
27459,10435,0,0,0,0,0
27456,10432,0,0,0,0,0
27450,10430,0,0,0,0,0
27445,10429,0,0,0,0,0
27439,10429,0,0,0,0,0
27435,10429,0,0,0,0,0
27431,10429,0,0,0,0,0
27427,10429,0,0,0,0,0
27423,10429,0,0,0,0,0
27420,10428,0,0,0,0,0
27415,10428,0,0,0,0,0
27411,10431,0,0,0,0,0
27407,10432,0,0,0,0,0
27403,10433,0,0,0,0,0
27401,10434,0,0,0,0,0
27398,10433,0,0,0,0,0
27393,10433,0,0,0,0,0
27391,10431,0,0,0,0,0
27390,10430,0,0,0,0,0
27385,10429,0,0,0,0,0
27382,10428,0,0,0,0,0
27379,10426,0,0,0,0,0
