# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28160,11117,0,0,0,0,0
28160,11117,0,0,0,0,0
28162,11117,0,0,0,0,0
28163,11119,0,0,0,0,0
28163,11120,0,0,0,0,0
28163,11122,0,0,0,0,0
28164,11123,0,0,0,0,0
28165,11125,0,0,0,0,0
28166,11126,0,0,0,0,0
28167,11129,0,0,0,0,0
28168,11130,0,0,0,0,0
28170,11132,0,0,0,0,0
28172,11134,0,0,0,0,0
28172,11136,0,0,0,0,0
28173,11138,0,0,0,0,0
28175,11139,0,0,0,0,0
28174,11145,0,0,0,0,0
28172,11151,0,0,0,0,0
28170,11158,0,0,0,0,0
28168,11160,0,0,0,0,0
28167,11162,0,0,0,0,0
28166,11163,0,0,0,0,0
28164,11165,0,0,0,0,0
28161,11170,0,0,0,0,0
28161,11171,0,0,0,0,0
28162,11170,0,0,0,0,0
28161,11168,0,0,0,0,0
28161,11170,0,0,0,0,0
28161,11170,0,0,0,0,0
28162,11170,0,0,0,0,0
28161,11170,0,0,0,0,0
28160,11170,0,0,0,0,0
28161,11170,0,0,0,0,0
28161,11171,0,0,0,0,0
28160,11169,0,0,0,0,0
28162,11170,0,0,0,0,0
28160,11171,0,0,0,0,0
28161,11170,0,0,0,0,0
28159,11170,0,0,0,0,0
28156,11173,0,0,0,0,0
28153,11177,0,0,0,0,0
28149,11182,0,0,0,0,0
28146,11188,0,0,0,0,0
28144,11195,0,0,0,0,0
28141,11202,0,0,0,0,0
28143,11205,0,0,0,0,0
28145,11206,0,0,0,0,0
28146,11206,0,0,0,0,0
28147,11205,0,0,0,0,0
28147,11203,0,0,0,0,0
28147,11203,0,0,0,0,0
28147,11204,0,0,0,0,0
28147,11204,0,0,0,0,0
28146,11203,0,0,0,0,0
28146,11204,0,0,0,0,0
28148,11203,0,0,0,0,0
28147,11203,0,0,0,0,0
28147,11208,0,0,0,0,0
28149,11212,0,0,0,0,0
28151,11214,0,0,0,0,0
28154,11215,0,0,0,0,0
28155,11217,0,0,0,0,0
28155,11218,0,0,0,0,0
28155,11220,0,0,0,0,0
28155,11221,0,0,0,0,0
28155,11221,0,0,0,0,0
28157,11223,0,0,0,0,0
28160,11225,0,0,0,0,0
28160,11228,0,0,0,0,0
28161,11230,0,0,0,0,0
28162,11231,0,0,0,0,0
28163,11235,0,0,0,0,0
28165,11236,0,0,0,0,0
28164,11237,0,0,0,0,0
28166,11237,0,0,0,0,0
28165,11236,0,0,0,0,0
28166,11238,0,0,0,0,0
28166,11239,0,0,0,0,0
28166,11237,0,0,0,0,0
28166,11239,0,0,0,0,0
28165,11238,0,0,0,0,0
28165,11245,0,0,0,0,0
28164,11244,0,0,0,0,0
28163,11247,0,0,0,0,0
28160,11248,0,0,0,0,0
28158,11252,0,0,0,0,0
28155,11255,0,0,0,0,0
28152,11259,0,0,0,0,0
28148,11261,0,0,0,0,0
28145,11264,0,0,0,0,0
28143,11268,0,0,0,0,0
28141,11270,0,0,0,0,0
28139,11271,0,0,0,0,0
28138,11272,0,0,0,0,0
28138,11274,0,0,0,0,0
28139,11273,0,0,0,0,0
28138,11273,0,0,0,0,0
28138,11273,0,0,0,0,0
28138,11274,0,0,0,0,0
28137,11272,0,0,0,0,0
28135,11274,0,0,0,0,0
28135,11275,0,0,0,0,0
28134,11278,0,0,0,0,0
28134,11281,0,0,0,0,0
28132,11284,0,0,0,0,0
28131,11286,0,0,0,0,0
28131,11288,0,0,0,0,0
28130,11291,0,0,0,0,0
28129,11295,0,0,0,0,0
28128,11299,0,0,0,0,0
28126,11303,0,0,0,0,0
28126,11304,0,0,0,0,0
28125,11304,0,0,0,0,0
28124,11305,0,0,0,0,0
28123,11304,0,0,0,0,0
28126,11304,0,0,0,0,0
28124,11305,0,0,0,0,0
28125,11303,0,0,0,0,0
28124,11303,0,0,0,0,0
28124,11303,0,0,0,0,0
28123,11305,0,0,0,0,0
28122,11307,0,0,0,0,0
28119,11308,0,0,0,0,0
28117,11309,0,0,0,0,0
28115,11311,0,0,0,0,0
28114,11314,0,0,0,0,0
28115,11314,0,0,0,0,0
28111,11312,0,0,0,0,0
28110,11311,0,0,0,0,0
28105,11314,0,0,0,0,0
28101,11318,0,0,0,0,0
28096,11322,0,0,0,0,0
28094,11326,0,0,0,0,0
28094,11326,0,0,0,0,0
28094,11328,0,0,0,0,0
28093,11327,0,0,0,0,0
28093,11327,0,0,0,0,0
28093,11326,0,0,0,0,0
28090,11330,0,0,0,0,0
28090,11332,0,0,0,0,0
28091,11334,0,0,0,0,0
28088,11340,0,0,0,0,0
28088,11345,0,0,0,0,0
28086,11347,0,0,0,0,0
28084,11350,0,0,0,0,0
28083,11353,0,0,0,0,0
28082,11352,0,0,0,0,0
28082,11353,0,0,0,0,0
28086,11354,0,0,0,0,0
28083,11358,0,0,0,0,0
28081,11361,0,0,0,0,0
28082,11364,0,0,0,0,0
28082,11369,0,0,0,0,0
28082,11373,0,0,0,0,0
28082,11378,0,0,0,0,0
28083,11380,0,0,0,0,0
28083,11379,0,0,0,0,0
28083,11381,0,0,0,0,0
28082,11381,0,0,0,0,0
28082,11380,0,0,0,0,0
28082,11381,0,0,0,0,0
28081,11380,0,0,0,0,0
28082,11380,0,0,0,0,0
28081,11380,0,0,0,0,0
28082,11383,0,0,0,0,0
28083,11384,0,0,0,0,0
28084,11385,0,0,0,0,0
28085,11386,0,0,0,0,0
28084,11387,0,0,0,0,0
28085,11387,0,0,0,0,0
28086,11387,0,0,0,0,0
28085,11386,0,0,0,0,0
28085,11386,0,0,0,0,0
28084,11386,0,0,0,0,0
28084,11385,0,0,0,0,0
28084,11386,0,0,0,0,0
28088,11385,0,0,0,0,0
28087,11388,0,0,0,0,0
28085,11388,0,0,0,0,0
28083,11390,0,0,0,0,0
28084,11390,0,0,0,0,0
28082,11389,0,0,0,0,0
28082,11388,0,0,0,0,0
28084,11389,0,0,0,0,0
28089,11388,0,0,0,0,0
28089,11386,0,0,0,0,0
28090,11388,0,0,0,0,0
28092,11387,0,0,0,0,0
28092,11385,0,0,0,0,0
28093,11386,0,0,0,0,0
28093,11386,0,0,0,0,0
28093,11385,0,0,0,0,0
28093,11385,0,0,0,0,0
28095,11382,0,0,0,0,0
28094,11385,0,0,0,0,0
28093,11386,0,0,0,0,0
28094,11385,0,0,0,0,0
28096,11385,0,0,0,0,0
28099,11384,0,0,0,0,0
28101,11383,0,0,0,0,0
28102,11383,0,0,0,0,0
28102,11383,0,0,0,0,0
28102,11383,0,0,0,0,0
28103,11384,0,0,0,0,0
28102,11383,0,0,0,0,0
