# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28053,10989,0,0,0,0,0
28053,10989,0,0,0,0,0
28054,10986,0,0,0,0,0
28052,10983,0,0,0,0,0
28051,10980,0,0,0,0,0
28051,10976,0,0,0,0,0
28051,10974,0,0,0,0,0
28053,10973,0,0,0,0,0
28059,10974,0,0,0,0,0
28060,10978,0,0,0,0,0
28062,10979,0,0,0,0,0
28064,10980,0,0,0,0,0
28067,10983,0,0,0,0,0
28068,10982,0,0,0,0,0
28070,10982,0,0,0,0,0
28072,10982,0,0,0,0,0
28075,10982,0,0,0,0,0
28077,10981,0,0,0,0,0
28081,10980,0,0,0,0,0
28084,10978,0,0,0,0,0
28087,10975,0,0,0,0,0
28086,10968,0,0,0,0,0
28083,10964,0,0,0,0,0
28083,10958,0,0,0,0,0
28084,10951,0,0,0,0,0
28085,10947,0,0,0,0,0
28081,10948,0,0,0,0,0
28079,10947,0,0,0,0,0
28076,10945,0,0,0,0,0
28073,10944,0,0,0,0,0
28069,10943,0,0,0,0,0
28070,10937,0,0,0,0,0
28071,10933,0,0,0,0,0
28071,10929,0,0,0,0,0
28069,10926,0,0,0,0,0
28065,10920,0,0,0,0,0
28060,10916,0,0,0,0,0
28055,10909,0,0,0,0,0
28050,10903,0,0,0,0,0
28048,10900,0,0,0,0,0
28043,10894,0,0,0,0,0
28035,10886,0,0,0,0,0
28027,10878,0,0,0,0,0
28022,10867,0,0,0,0,0
28015,10864,0,0,0,0,0
28012,10861,0,0,0,0,0
28005,10859,0,0,0,0,0
27999,10852,0,0,0,0,0
27996,10848,0,0,0,0,0
27995,10847,0,0,0,0,0
27990,10847,0,0,0,0,0
27986,10842,0,0,0,0,0
27981,10841,0,0,0,0,0
27977,10838,0,0,0,0,0
27975,10835,0,0,0,0,0
27966,10831,0,0,0,0,0
27960,10826,0,0,0,0,0
27954,10824,0,0,0,0,0
27947,10821,0,0,0,0,0
27948,10817,0,0,0,0,0
27946,10812,0,0,0,0,0
27946,10811,0,0,0,0,0
27939,10807,0,0,0,0,0
27935,10806,0,0,0,0,0
27930,10806,0,0,0,0,0
27925,10803,0,0,0,0,0
27919,10799,0,0,0,0,0
27914,10795,0,0,0,0,0
27909,10794,0,0,0,0,0
27906,10793,0,0,0,0,0
27905,10791,0,0,0,0,0
27904,10788,0,0,0,0,0
27901,10785,0,0,0,0,0
27894,10782,0,0,0,0,0
27888,10779,0,0,0,0,0
27881,10778,0,0,0,0,0
27874,10778,0,0,0,0,0
27870,10779,0,0,0,0,0
27865,10779,0,0,0,0,0
27861,10779,0,0,0,0,0
27854,10777,0,0,0,0,0
27849,10774,0,0,0,0,0
27842,10771,0,0,0,0,0
27834,10768,0,0,0,0,0
27828,10765,0,0,0,0,0
27822,10761,0,0,0,0,0
27817,10757,0,0,0,0,0
27809,10755,0,0,0,0,0
27804,10751,0,0,0,0,0
27800,10748,0,0,0,0,0
27795,10743,0,0,0,0,0
27790,10740,0,0,0,0,0
27786,10738,0,0,0,0,0
27783,10738,0,0,0,0,0
27785,10735,0,0,0,0,0
27785,10732,0,0,0,0,0
27779,10731,0,0,0,0,0
27778,10728,0,0,0,0,0
27779,10731,0,0,0,0,0
27780,10731,0,0,0,0,0
27787,10722,0,0,0,0,0
27787,10722,0,0,0,0,0
27787,10720,0,0,0,0,0
27786,10722,0,0,0,0,0
27781,10722,0,0,0,0,0
27781,10722,0,0,0,0,0
27780,10723,0,0,0,0,0
27781,10721,0,0,0,0,0
27779,10719,0,0,0,0,0
27778,10717,0,0,0,0,0
27779,10718,0,0,0,0,0
27779,10717,0,0,0,0,0
27778,10717,0,0,0,0,0
27780,10717,0,0,0,0,0
27779,10717,0,0,0,0,0
27781,10717,0,0,0,0,0
27781,10716,0,0,0,0,0
27782,10717,0,0,0,0,0
27781,10715,0,0,0,0,0
27781,10714,0,0,0,0,0
27782,10715,0,0,0,0,0
27778,10710,0,0,0,0,0
27774,10708,0,0,0,0,0
27771,10707,0,0,0,0,0
27767,10702,0,0,0,0,0
27765,10701,0,0,0,0,0
27761,10696,0,0,0,0,0
27757,10695,0,0,0,0,0
27754,10694,0,0,0,0,0
27753,10694,0,0,0,0,0
27753,10694,0,0,0,0,0
27755,10694,0,0,0,0,0
27756,10693,0,0,0,0,0
27757,10694,0,0,0,0,0
