# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28085,11096,0,0,0,0,0,1
28087,11091,0,0,0,0,0,1
28088,11090,0,0,0,0,0,1
28088,11090,0,0,0,0,0,1
28088,11091,0,0,0,0,0,1
28088,11092,0,0,0,0,0,1
28087,11091,0,0,0,0,0,1
28087,11091,0,0,0,0,0,1
28087,11090,0,0,0,0,0,1
28087,11090,0,0,0,0,0,1
28087,11091,0,0,0,0,0,1
28087,11092,0,0,0,0,0,1
28087,11093,0,0,0,0,0,1
28087,11095,0,0,0,0,0,1
28088,11098,0,0,0,0,0,1
28089,11100,0,0,0,0,0,1
28089,11103,0,0,0,0,0,1
28089,11104,0,0,0,0,0,1
28089,11102,0,0,0,0,0,1
28089,11103,0,0,0,0,0,1
28089,11104,0,0,0,0,0,1
28089,11105,0,0,0,0,0,1
28089,11106,0,0,0,0,0,1
28089,11107,0,0,0,0,0,1
28084,11109,0,0,0,0,0,1
28083,11109,0,0,0,0,0,1
28081,11108,0,0,0,0,0,1
28079,11108,0,0,0,0,0,1
28080,11107,0,0,0,0,0,1
28083,11104,0,0,0,0,0,1
28081,11108,0,0,0,0,0,1
28079,11109,0,0,0,0,0,1
28079,11110,0,0,0,0,0,1
28080,11110,0,0,0,0,0,1
28080,11110,0,0,0,0,0,1
28080,11112,0,0,0,0,0,1
28080,11113,0,0,0,0,0,1
28080,11116,0,0,0,0,0,1
28079,11118,0,0,0,0,0,1
28078,11121,0,0,0,0,0,1
28076,11122,0,0,0,0,0,1
28078,11122,0,0,0,0,0,1
28078,11122,0,0,0,0,0,1
28078,11121,0,0,0,0,0,1
28078,11120,0,0,0,0,0,1
28078,11120,0,0,0,0,0,1
28076,11122,0,0,0,0,0,1
28075,11128,0,0,0,0,0,1
28075,11130,0,0,0,0,0,1
28076,11131,0,0,0,0,0,1
28075,11133,0,0,0,0,0,1
28073,11137,0,0,0,0,0,1
28071,11143,0,0,0,0,0,1
28069,11148,0,0,0,0,0,1
28068,11154,0,0,0,0,0,1
28068,11156,0,0,0,0,0,1
28068,11157,0,0,0,0,0,1
28067,11158,0,0,0,0,0,1
28067,11158,0,0,0,0,0,1
28068,11156,0,0,0,0,0,1
28068,11155,0,0,0,0,0,1
28068,11154,0,0,0,0,0,1
28068,11154,0,0,0,0,0,1
28069,11155,0,0,0,0,0,1
28069,11157,0,0,0,0,0,1
28068,11155,0,0,0,0,0,1
28068,11158,0,0,0,0,0,1
28068,11162,0,0,0,0,0,1
28068,11168,0,0,0,0,0,1
28067,11175,0,0,0,0,0,1
28066,11175,0,0,0,0,0,1
28065,11178,0,0,0,0,0,1
28068,11179,0,0,0,0,0,1
28068,11180,0,0,0,0,0,1
28065,11185,0,0,0,0,0,1
28065,11187,0,0,0,0,0,1
28064,11190,0,0,0,0,0,1
28064,11193,0,0,0,0,0,1
28064,11195,0,0,0,0,0,1
28064,11197,0,0,0,0,0,1
28064,11199,0,0,0,0,0,1
28064,11201,0,0,0,0,0,1
28061,11203,0,0,0,0,0,1
28062,11203,0,0,0,0,0,1
28062,11206,0,0,0,0,0,1
28059,11206,0,0,0,0,0,1
28059,11210,0,0,0,0,0,1
28064,11216,0,0,0,0,0,1
28063,11221,0,0,0,0,0,1
28062,11224,0,0,0,0,0,1
28060,11222,0,0,0,0,0,1
28060,11222,0,0,0,0,0,1
28060,11224,0,0,0,0,0,1
28059,11226,0,0,0,0,0,1
28060,11228,0,0,0,0,0,1
28065,11232,0,0,0,0,0,1
28066,11235,0,0,0,0,0,1
28066,11237,0,0,0,0,0,1
28065,11240,0,0,0,0,0,1
28065,11242,0,0,0,0,0,1
28078,11246,0,0,0,0,0,1
28076,11245,0,0,0,0,0,1
28077,11244,0,0,0,0,0,1
28076,11244,0,0,0,0,0,1
28074,11244,0,0,0,0,0,1
28075,11244,0,0,0,0,0,1
28075,11243,0,0,0,0,0,1
28076,11241,0,0,0,0,0,1
28076,11242,0,0,0,0,0,1
28077,11243,0,0,0,0,0,1
28081,11244,0,0,0,0,0,1
28085,11244,0,0,0,0,0,1
28085,11243,0,0,0,0,0,1
28083,11245,0,0,0,0,0,1
28085,11244,0,0,0,0,0,1
28085,11245,0,0,0,0,0,1
28084,11244,0,0,0,0,0,1
28087,11245,0,0,0,0,0,1
28088,11246,0,0,0,0,0,1
28091,11245,0,0,0,0,0,1
28091,11245,0,0,0,0,0,1
28093,11245,0,0,0,0,0,1
28094,11245,0,0,0,0,0,1
28097,11246,0,0,0,0,0,1
28100,11249,0,0,0,0,0,1
28104,11251,0,0,0,0,0,1
28104,11252,0,0,0,0,0,1
28105,11253,0,0,0,0,0,1
28106,11252,0,0,0,0,0,1
28108,11252,0,0,0,0,0,1
28111,11252,0,0,0,0,0,1
28113,11258,0,0,0,0,0,1
28113,11257,0,0,0,0,0,1
28113,11258,0,0,0,0,0,1
28117,11259,0,0,0,0,0,1
28121,11258,0,0,0,0,0,1
28121,11258,0,0,0,0,0,1
28120,11258,0,0,0,0,0,1
28122,11257,0,0,0,0,0,1
28121,11257,0,0,0,0,0,1
28119,11256,0,0,0,0,0,1
28121,11257,0,0,0,0,0,1
28121,11258,0,0,0,0,0,1
28125,11260,0,0,0,0,0,1
28130,11259,0,0,0,0,0,1
28133,11259,0,0,0,0,0,1
28132,11259,0,0,0,0,0,1
28131,11260,0,0,0,0,0,1
28131,11261,0,0,0,0,0,1
28130,11261,0,0,0,0,0,1
28131,11262,0,0,0,0,0,1
28130,11262,0,0,0,0,0,1
28131,11263,0,0,0,0,0,1
28131,11267,0,0,0,0,0,1
28128,11265,0,0,0,0,0,1
28126,11262,0,0,0,0,0,1
28127,11262,0,0,0,0,0,1
28127,11261,0,0,0,0,0,1
28127,11261,0,0,0,0,0,1
28128,11262,0,0,0,0,0,1
28128,11264,0,0,0,0,0,1
28130,11265,0,0,0,0,0,1
28130,11265,0,0,0,0,0,1
28130,11264,0,0,0,0,0,1
28131,11265,0,0,0,0,0,1
28129,11266,0,0,0,0,0,1
28130,11266,0,0,0,0,0,1
28130,11267,0,0,0,0,0,1
28126,11268,0,0,0,0,0,1
28125,11274,0,0,0,0,0,1
28124,11275,0,0,0,0,0,1
28124,11277,0,0,0,0,0,1
28125,11278,0,0,0,0,0,1
28124,11281,0,0,0,0,0,1
28122,11281,0,0,0,0,0,1
28121,11277,0,0,0,0,0,1
28121,11277,0,0,0,0,0,1
28120,11278,0,0,0,0,0,1
28120,11278,0,0,0,0,0,1
28120,11278,0,0,0,0,0,1
28122,11281,0,0,0,0,0,1
28120,11278,0,0,0,0,0,1
28120,11278,0,0,0,0,0,1
28120,11281,0,0,0,0,0,1
28119,11282,0,0,0,0,0,1
28121,11282,0,0,0,0,0,1
28119,11283,0,0,0,0,0,1
28119,11284,0,0,0,0,0,1
28116,11283,0,0,0,0,0,1
28116,11284,0,0,0,0,0,1
28118,11282,0,0,0,0,0,1
28119,11282,0,0,0,0,0,1
28120,11286,0,0,0,0,0,1
28120,11287,0,0,0,0,0,1
28121,11287,0,0,0,0,0,1
28121,11285,0,0,0,0,0,1
28121,11286,0,0,0,0,0,1
28122,11285,0,0,0,0,0,1
28123,11285,0,0,0,0,0,1
28124,11287,0,0,0,0,0,1
28124,11282,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11284,0,0,0,0,0,1
28127,11286,0,0,0,0,0,1
28123,11284,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28123,11283,0,0,0,0,0,1
28122,11283,0,0,0,0,0,1
28122,11283,0,0,0,0,0,1
28122,11283,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28121,11284,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28120,11282,0,0,0,0,0,1
28120,11281,0,0,0,0,0,1
28120,11280,0,0,0,0,0,1
28122,11283,0,0,0,0,0,1
28122,11281,0,0,0,0,0,1
28121,11279,0,0,0,0,0,1
28119,11279,0,0,0,0,0,1
28119,11281,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28120,11279,0,0,0,0,0,1
28120,11280,0,0,0,0,0,1
28122,11281,0,0,0,0,0,1
28121,11282,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28122,11283,0,0,0,0,0,1
28122,11282,0,0,0,0,0,1
28121,11282,0,0,0,0,0,1
28120,11282,0,0,0,0,0,1
28120,11281,0,0,0,0,0,1
28120,11282,0,0,0,0,0,1
28120,11284,0,0,0,0,0,1
28121,11283,0,0,0,0,0,1
