# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28058,10836,0,0,0,0,0,1
28056,10834,0,0,0,0,0,1
28055,10830,0,0,0,0,0,1
28055,10830,0,0,0,0,0,1
28054,10830,0,0,0,0,0,1
28054,10829,0,0,0,0,0,1
28054,10829,0,0,0,0,0,1
28053,10827,0,0,0,0,0,1
28046,10824,0,0,0,0,0,1
28044,10824,0,0,0,0,0,1
28043,10825,0,0,0,0,0,1
28041,10824,0,0,0,0,0,1
28040,10823,0,0,0,0,0,1
28040,10822,0,0,0,0,0,1
28036,10819,0,0,0,0,0,1
28032,10818,0,0,0,0,0,1
28028,10816,0,0,0,0,0,1
28024,10813,0,0,0,0,0,1
28019,10810,0,0,0,0,0,1
28018,10808,0,0,0,0,0,1
28020,10806,0,0,0,0,0,1
28019,10805,0,0,0,0,0,1
28019,10806,0,0,0,0,0,1
28020,10803,0,0,0,0,0,1
28020,10801,0,0,0,0,0,1
28020,10802,0,0,0,0,0,1
28021,10802,0,0,0,0,0,1
28019,10799,0,0,0,0,0,1
28020,10797,0,0,0,0,0,1
28020,10793,0,0,0,0,0,1
28020,10794,0,0,0,0,0,1
28017,10795,0,0,0,0,0,1
28017,10791,0,0,0,0,0,1
28015,10791,0,0,0,0,0,1
28016,10788,0,0,0,0,0,1
28014,10785,0,0,0,0,0,1
28012,10782,0,0,0,0,0,1
28009,10780,0,0,0,0,0,1
28005,10776,0,0,0,0,0,1
28003,10774,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
27998,10772,0,0,0,0,0,1
27996,10774,0,0,0,0,0,1
28002,10773,0,0,0,0,0,1
28004,10773,0,0,0,0,0,1
28003,10770,0,0,0,0,0,1
28003,10771,0,0,0,0,0,1
28004,10772,0,0,0,0,0,1
27999,10772,0,0,0,0,0,1
27999,10773,0,0,0,0,0,1
28000,10774,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
28001,10773,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
28000,10773,0,0,0,0,0,1
27999,10773,0,0,0,0,0,1
27998,10773,0,0,0,0,0,1
27997,10775,0,0,0,0,0,1
27998,10776,0,0,0,0,0,1
27996,10779,0,0,0,0,0,1
27995,10781,0,0,0,0,0,1
27997,10780,0,0,0,0,0,1
27996,10778,0,0,0,0,0,1
27995,10781,0,0,0,0,0,1
27994,10780,0,0,0,0,0,1
27996,10780,0,0,0,0,0,1
27995,10782,0,0,0,0,0,1
27996,10784,0,0,0,0,0,1
27996,10784,0,0,0,0,0,1
27996,10783,0,0,0,0,0,1
27990,10781,0,0,0,0,0,1
27991,10784,0,0,0,0,0,1
27992,10782,0,0,0,0,0,1
27997,10783,0,0,0,0,0,1
27997,10782,0,0,0,0,0,1
27997,10776,0,0,0,0,0,1
27993,10776,0,0,0,0,0,1
27994,10774,0,0,0,0,0,1
27995,10776,0,0,0,0,0,1
27996,10774,0,0,0,0,0,1
27997,10773,0,0,0,0,0,1
28001,10773,0,0,0,0,0,1
28005,10772,0,0,0,0,0,1
28005,10772,0,0,0,0,0,1
28005,10772,0,0,0,0,0,1
28004,10773,0,0,0,0,0,1
28003,10772,0,0,0,0,0,1
27999,10775,0,0,0,0,0,1
27998,10772,0,0,0,0,0,1
27998,10770,0,0,0,0,0,1
27999,10770,0,0,0,0,0,1
28001,10773,0,0,0,0,0,1
28002,10774,0,0,0,0,0,1
28004,10772,0,0,0,0,0,1
28004,10773,0,0,0,0,0,1
28003,10775,0,0,0,0,0,1
28001,10776,0,0,0,0,0,1
28000,10778,0,0,0,0,0,1
27999,10775,0,0,0,0,0,1
27998,10775,0,0,0,0,0,1
28002,10775,0,0,0,0,0,1
28005,10772,0,0,0,0,0,1
28005,10769,0,0,0,0,0,1
28007,10768,0,0,0,0,0,1
28007,10769,0,0,0,0,0,1
28007,10769,0,0,0,0,0,1
28006,10768,0,0,0,0,0,1
28005,10770,0,0,0,0,0,1
27999,10769,0,0,0,0,0,1
28000,10768,0,0,0,0,0,1
28001,10768,0,0,0,0,0,1
28002,10768,0,0,0,0,0,1
28002,10767,0,0,0,0,0,1
28004,10765,0,0,0,0,0,1
28007,10764,0,0,0,0,0,1
28009,10763,0,0,0,0,0,1
28010,10761,0,0,0,0,0,1
28009,10756,0,0,0,0,0,1
28010,10753,0,0,0,0,0,1
28012,10751,0,0,0,0,0,1
28012,10749,0,0,0,0,0,1
28011,10749,0,0,0,0,0,1
28014,10749,0,0,0,0,0,1
28015,10748,0,0,0,0,0,1
28014,10747,0,0,0,0,0,1
28013,10747,0,0,0,0,0,1
28012,10745,0,0,0,0,0,1
28013,10743,0,0,0,0,0,1
28012,10747,0,0,0,0,0,1
28017,10748,0,0,0,0,0,1
28017,10748,0,0,0,0,0,1
28017,10748,0,0,0,0,0,1
28017,10748,0,0,0,0,0,1
28018,10742,0,0,0,0,0,1
28015,10742,0,0,0,0,0,1
28014,10740,0,0,0,0,0,1
28012,10738,0,0,0,0,0,1
28012,10737,0,0,0,0,0,1
28011,10735,0,0,0,0,0,1
28008,10736,0,0,0,0,0,1
28009,10737,0,0,0,0,0,1
28009,10738,0,0,0,0,0,1
28008,10743,0,0,0,0,0,1
28008,10743,0,0,0,0,0,1
28012,10741,0,0,0,0,0,1
28015,10738,0,0,0,0,0,1
28015,10737,0,0,0,0,0,1
28016,10736,0,0,0,0,0,1
28017,10735,0,0,0,0,0,1
28017,10734,0,0,0,0,0,1
28018,10734,0,0,0,0,0,1
28018,10734,0,0,0,0,0,1
28014,10735,0,0,0,0,0,1
28013,10737,0,0,0,0,0,1
28016,10739,0,0,0,0,0,1
28017,10740,0,0,0,0,0,1
28016,10740,0,0,0,0,0,1
28016,10740,0,0,0,0,0,1
28017,10739,0,0,0,0,0,1
28018,10740,0,0,0,0,0,1
28017,10741,0,0,0,0,0,1
28017,10740,0,0,0,0,0,1
28014,10740,0,0,0,0,0,1
28014,10739,0,0,0,0,0,1
28014,10734,0,0,0,0,0,1
28014,10731,0,0,0,0,0,1
28013,10726,0,0,0,0,0,1
28017,10724,0,0,0,0,0,1
28020,10726,0,0,0,0,0,1
28022,10723,0,0,0,0,0,1
28023,10721,0,0,0,0,0,1
28024,10718,0,0,0,0,0,1
28025,10715,0,0,0,0,0,1
28025,10713,0,0,0,0,0,1
28026,10710,0,0,0,0,0,1
28026,10707,0,0,0,0,0,1
28027,10704,0,0,0,0,0,1
28030,10702,0,0,0,0,0,1
28030,10700,0,0,0,0,0,1
28029,10694,0,0,0,0,0,1
28029,10695,0,0,0,0,0,1
28031,10692,0,0,0,0,0,1
28031,10692,0,0,0,0,0,1
28032,10693,0,0,0,0,0,1
28030,10692,0,0,0,0,0,1
28031,10695,0,0,0,0,0,1
28029,10695,0,0,0,0,0,1
28030,10696,0,0,0,0,0,1
28029,10696,0,0,0,0,0,1
28028,10697,0,0,0,0,0,1
28028,10699,0,0,0,0,0,1
28028,10697,0,0,0,0,0,1
28029,10694,0,0,0,0,0,1
28029,10692,0,0,0,0,0,1
28030,10690,0,0,0,0,0,1
28029,10687,0,0,0,0,0,1
28028,10687,0,0,0,0,0,1
28031,10687,0,0,0,0,0,1
28031,10696,0,0,0,0,0,1
28031,10695,0,0,0,0,0,1
28031,10696,0,0,0,0,0,1
28030,10696,0,0,0,0,0,1
28030,10695,0,0,0,0,0,1
28032,10694,0,0,0,0,0,1
28031,10691,0,0,0,0,0,1
28032,10687,0,0,0,0,0,1
28033,10685,0,0,0,0,0,1
28035,10684,0,0,0,0,0,1
28036,10682,0,0,0,0,0,1
28038,10681,0,0,0,0,0,1
28040,10681,0,0,0,0,0,1
28042,10683,0,0,0,0,0,1
28044,10681,0,0,0,0,0,1
28045,10680,0,0,0,0,0,1
28049,10679,0,0,0,0,0,1
28050,10672,0,0,0,0,0,1
28051,10670,0,0,0,0,0,1
28053,10667,0,0,0,0,0,1
28056,10666,0,0,0,0,0,1
28058,10664,0,0,0,0,0,1
28060,10665,0,0,0,0,0,1
28060,10662,0,0,0,0,0,1
28058,10661,0,0,0,0,0,1
28057,10661,0,0,0,0,0,1
28057,10661,0,0,0,0,0,1
28055,10661,0,0,0,0,0,1
28059,10660,0,0,0,0,0,1
28057,10661,0,0,0,0,0,1
28057,10659,0,0,0,0,0,1
28056,10657,0,0,0,0,0,1
28057,10660,0,0,0,0,0,1
28061,10663,0,0,0,0,0,1
28064,10662,0,0,0,0,0,1
28065,10661,0,0,0,0,0,1
28064,10660,0,0,0,0,0,1
28065,10657,0,0,0,0,0,1
28069,10655,0,0,0,0,0,1
28070,10653,0,0,0,0,0,1
28072,10650,0,0,0,0,0,1
28068,10649,0,0,0,0,0,1
28070,10645,0,0,0,0,0,1
28065,10643,0,0,0,0,0,1
28062,10641,0,0,0,0,0,1
28056,10640,0,0,0,0,0,1
28058,10639,0,0,0,0,0,1
28061,10642,0,0,0,0,0,1
28065,10643,0,0,0,0,0,1
28069,10642,0,0,0,0,0,1
28071,10640,0,0,0,0,0,1
28071,10638,0,0,0,0,0,1
28073,10636,0,0,0,0,0,1
28073,10635,0,0,0,0,0,1
28073,10633,0,0,0,0,0,1
28071,10629,0,0,0,0,0,1
28074,10627,0,0,0,0,0,1
28076,10626,0,0,0,0,0,1
28076,10627,0,0,0,0,0,1
28074,10627,0,0,0,0,0,1
28074,10629,0,0,0,0,0,1
28072,10627,0,0,0,0,0,1
28075,10626,0,0,0,0,0,1
28077,10625,0,0,0,0,0,1
28078,10623,0,0,0,0,0,1
28080,10622,0,0,0,0,0,1
28082,10616,0,0,0,0,0,1
28084,10613,0,0,0,0,0,1
28085,10612,0,0,0,0,0,1
28085,10607,0,0,0,0,0,1
28086,10607,0,0,0,0,0,1
28086,10606,0,0,0,0,0,1
28087,10606,0,0,0,0,0,1
28087,10606,0,0,0,0,0,1
28091,10608,0,0,0,0,0,1
28094,10608,0,0,0,0,0,1
28094,10607,0,0,0,0,0,1
28089,10607,0,0,0,0,0,1
28088,10606,0,0,0,0,0,1
28089,10606,0,0,0,0,0,1
28088,10606,0,0,0,0,0,1
28088,10605,0,0,0,0,0,1
28086,10605,0,0,0,0,0,1
28087,10604,0,0,0,1,0,1
28087,10603,0,0,0,1,0,1
28090,10598,0,0,0,1,0,1
28087,10597,0,0,0,1,0,1
28088,10593,0,0,0,1,0,1
28092,10591,0,0,0,1,0,1
28095,10591,0,0,0,1,0,1
28100,10591,0,0,0,1,0,1
28102,10589,0,0,0,1,0,1
28103,10587,0,0,0,1,0,1
28103,10586,0,0,0,1,0,1
28104,10584,0,0,0,1,0,1
28105,10581,0,0,0,1,0,1
28106,10579,0,0,0,1,0,1
28107,10578,0,0,0,1,0,1
28107,10578,0,0,0,1,0,1
28108,10578,0,0,0,1,0,1
28105,10573,0,0,0,1,0,1
28108,10577,0,0,0,1,0,1
28109,10578,0,0,0,1,0,1
28109,10577,0,0,0,1,0,1
28110,10576,0,0,0,1,0,1
28113,10570,0,0,0,1,0,1
28117,10566,0,0,0,1,0,1
28120,10562,0,0,0,1,0,1
28122,10561,0,0,0,1,0,1
28124,10558,0,0,0,1,0,1
28125,10558,0,0,0,1,0,1
28126,10557,0,0,0,1,0,1
28127,10559,0,0,0,1,0,1
28128,10558,0,0,0,1,0,1
28129,10557,0,0,0,1,0,1
28129,10556,0,0,0,1,0,1
28130,10555,0,0,0,1,0,1
28130,10555,0,0,0,0,0,1
28130,10554,0,0,0,0,0,1
28130,10553,0,0,0,0,0,1
28130,10553,0,0,0,0,0,1
28129,10554,0,0,0,0,0,1
28128,10557,0,0,0,0,0,1
28130,10557,0,0,0,0,0,1
28131,10556,0,0,0,0,0,1
28131,10556,0,0,0,0,0,1
28132,10554,0,0,0,0,0,1
28135,10553,0,0,0,0,0,1
28142,10550,0,0,0,0,0,1
28145,10547,0,0,0,0,0,1
28147,10545,0,0,0,0,0,1
28150,10545,0,0,0,0,0,1
28152,10543,0,0,0,0,0,1
28154,10542,0,0,0,0,0,1
28155,10542,0,0,0,0,0,1
28157,10545,0,0,0,0,0,1
28158,10545,0,0,0,0,0,1
28158,10544,0,0,0,0,0,1
28157,10542,0,0,0,0,0,1
28155,10543,0,0,0,0,0,1
28155,10543,0,0,0,0,0,1
28155,10542,0,0,0,0,0,1
28157,10543,0,0,0,0,0,1
28160,10546,0,0,0,0,0,1
28163,10548,0,0,0,0,0,1
28165,10549,0,0,0,0,0,1
28167,10550,0,0,0,0,0,1
28168,10549,0,0,0,0,0,1
28168,10548,0,0,0,0,0,1
28166,10548,0,0,0,0,0,1
28166,10547,0,0,0,0,0,1
28167,10547,0,0,0,0,0,1
28169,10546,0,0,0,0,0,1
28174,10545,0,0,0,0,0,1
28177,10543,0,0,0,0,0,1
28181,10542,0,0,0,0,0,1
28186,10542,0,0,0,0,0,1
28190,10541,0,0,0,0,0,1
28192,10539,0,0,0,0,0,1
28193,10538,0,0,0,0,0,1
28194,10537,0,0,0,0,0,1
28194,10537,0,0,0,0,0,1
28196,10536,0,0,0,0,0,1
28195,10535,0,0,0,0,0,1
28195,10536,0,0,0,0,0,1
28194,10537,0,0,0,0,0,1
28192,10536,0,0,0,0,0,1
28192,10535,0,0,0,0,0,1
28193,10535,0,0,0,0,0,1
28194,10535,0,0,0,0,0,1
28194,10535,0,0,0,0,0,1
28194,10536,0,0,0,0,0,1
28194,10535,0,0,0,0,0,1
28194,10536,0,0,0,0,0,1
28196,10535,0,0,0,0,0,1
28196,10534,0,0,0,0,0,1
28196,10532,0,0,0,0,0,1
28196,10530,0,0,0,0,0,1
28195,10529,0,0,0,0,0,1
28196,10528,0,0,0,0,0,1
28195,10526,0,0,0,0,0,1
28196,10525,0,0,0,0,0,1
28196,10524,0,0,0,0,0,1
28196,10524,0,0,0,0,0,1
28194,10525,0,0,0,0,0,1
