# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28045,11013,0,0,0,0,0
28045,11012,0,0,0,0,0
28045,11010,0,0,0,0,0
28044,11011,0,0,0,0,0
28045,11010,0,0,0,0,0
28046,11011,0,0,0,0,0
28045,11012,0,0,0,0,0
28045,11012,0,0,0,0,0
28045,11012,0,0,0,0,0
28046,11012,0,0,0,0,0
28045,11009,0,0,0,0,0
28045,11004,0,0,0,0,0
28046,11002,0,0,0,0,0
28046,11002,0,0,0,0,0
28045,10998,0,0,0,0,0
28045,10994,0,0,0,0,0
28050,10992,0,0,0,0,0
28052,10988,0,0,0,0,0
28054,10983,0,0,0,0,0
28055,10981,0,0,0,0,0
28055,10975,0,0,0,0,0
28055,10970,0,0,0,0,0
28050,10968,0,0,0,0,0
28045,10970,0,0,0,0,0
28045,10970,0,0,0,0,0
28045,10969,0,0,0,0,0
28044,10970,0,0,0,0,0
28045,10971,0,0,0,0,0
28045,10972,0,0,0,0,0
28045,10971,0,0,0,0,0
28046,10970,0,0,0,0,0
28048,10971,0,0,0,0,0
28046,10971,0,0,0,0,0
28049,10969,0,0,0,0,0
28048,10966,0,0,0,0,0
28050,10962,0,0,0,0,0
28051,10961,0,0,0,0,0
28048,10959,0,0,0,0,0
28049,10956,0,0,0,0,0
28052,10952,0,0,0,0,0
28051,10947,0,0,0,0,0
28051,10946,0,0,0,0,0
28052,10946,0,0,0,0,0
28052,10946,0,0,0,0,0
28052,10947,0,0,0,0,0
28052,10946,0,0,0,0,0
28048,10947,0,0,0,0,0
28045,10947,0,0,0,0,0
28041,10943,0,0,0,0,0
28035,10942,0,0,0,0,0
28027,10941,0,0,0,0,0
28024,10937,0,0,0,0,0
28017,10935,0,0,0,0,0
28011,10930,0,0,0,0,0
28009,10923,0,0,0,0,0
28009,10922,0,0,0,0,0
28003,10918,0,0,0,0,0
28002,10917,0,0,0,0,0
27999,10917,0,0,0,0,0
27995,10914,0,0,0,0,0
27990,10910,0,0,0,0,0
27983,10909,0,0,0,0,0
27981,10911,0,0,0,0,0
27979,10911,0,0,0,0,0
27972,10913,0,0,0,0,0
27971,10913,0,0,0,0,0
27967,10915,0,0,0,0,0
27967,10917,0,0,0,0,0
27963,10916,0,0,0,0,0
27958,10918,0,0,0,0,0
27956,10921,0,0,0,0,0
27951,10915,0,0,0,0,0
27946,10912,0,0,0,0,0
27942,10913,0,0,0,0,0
27934,10914,0,0,0,0,0
27930,10915,0,0,0,0,0
27928,10915,0,0,0,0,0
27926,10914,0,0,0,0,0
27918,10915,0,0,0,0,0
27915,10912,0,0,0,0,0
27915,10914,0,0,0,0,0
27912,10914,0,0,0,0,0
27906,10917,0,0,0,0,0
27902,10913,0,0,0,0,0
27898,10917,0,0,0,0,0
27891,10917,0,0,0,0,0
27888,10920,0,0,0,0,0
27885,10921,0,0,0,0,0
27885,10921,0,0,0,0,0
27885,10921,0,0,0,0,0
27883,10920,0,0,0,0,0
27879,10920,0,0,0,0,0
27874,10919,0,0,0,0,0
27872,10919,0,0,0,0,0
27871,10918,0,0,0,0,0
27871,10919,0,0,0,0,0
27871,10919,0,0,0,0,0
27870,10920,0,0,0,0,0
27867,10923,0,0,0,0,0
27865,10924,0,0,0,0,0
27652,10972,0,0,0,0,0
27646,10973,0,0,0,0,0
27643,10975,0,0,0,0,0
27640,10975,0,0,0,0,0
27637,10974,0,0,0,0,0
27635,10974,0,0,0,0,0
27633,10972,0,0,0,0,0
27631,10971,0,0,0,0,0
27627,10974,0,0,0,0,0
27625,10974,0,0,0,0,0
27623,10974,0,0,0,0,0
27620,10971,0,0,0,0,0
27619,10973,0,0,0,0,0
27618,10976,0,0,0,0,0
27612,10981,0,0,0,0,0
27606,10982,0,0,0,0,0
27600,10984,0,0,0,0,0
27592,10982,0,0,0,0,0
27595,10982,0,0,0,0,0
27597,10982,0,0,0,0,0
27600,10982,0,0,0,0,0
27601,10982,0,0,0,0,0
27604,10982,0,0,0,0,0
27606,10981,0,0,0,0,0
27609,10982,0,0,0,0,0
27612,10982,0,0,0,0,0
27615,10981,0,0,0,0,0
27616,10978,0,0,0,0,0
27617,10978,0,0,0,0,0
27618,10977,0,0,0,0,0
27619,10977,0,0,0,0,0
27621,10978,0,0,0,0,0
27623,10979,0,0,0,0,0
27624,10978,0,0,0,0,0
27627,10981,0,0,0,0,0
27628,10981,0,0,0,0,0
27629,10982,0,0,0,0,0
27630,10981,0,0,0,0,0
27630,10981,0,0,0,0,0
27630,10979,0,0,0,0,0
27632,10980,0,0,0,0,0
27634,10981,0,0,0,0,0
27637,10983,0,0,0,0,0
27639,10984,0,0,0,0,0
27640,10983,0,0,0,0,0
27641,10980,0,0,0,0,0
27641,10977,0,0,0,0,0
27643,10977,0,0,0,0,0
27644,10977,0,0,0,0,0
27645,10974,0,0,0,0,0
27647,10972,0,0,0,0,0
27647,10967,0,0,0,0,0
27647,10965,0,0,0,0,0
27648,10962,0,0,0,0,0
27647,10956,0,0,0,0,0
27646,10954,0,0,0,0,0
27643,10952,0,0,0,0,0
27641,10952,0,0,0,0,0
27642,10948,0,0,0,0,0
27637,10950,0,0,0,0,0
27634,10948,0,0,0,0,0
27629,10946,0,0,0,0,0
27627,10942,0,0,0,0,0
27626,10939,0,0,0,0,0
27628,10938,0,0,0,0,0
