# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28262,11133,0,0,0,1,0,1
28265,11133,0,0,0,1,0,1
28268,11136,0,0,0,1,0,1
28267,11141,0,0,0,1,0,1
28268,11145,0,0,0,1,0,1
28271,11148,0,0,0,1,0,1
28271,11149,0,0,0,1,0,1
28270,11149,0,0,0,1,0,1
28270,11150,0,0,0,1,0,1
28270,11150,0,0,0,1,0,1
28270,11149,0,0,0,1,0,1
28269,11148,0,0,0,1,0,1
28269,11148,0,0,0,1,0,1
28268,11148,0,0,0,1,0,1
28267,11149,0,0,0,1,0,1
28267,11150,0,0,0,1,0,1
28266,11149,0,0,0,1,0,1
28267,11150,0,0,0,1,0,1
28267,11150,0,0,0,1,0,1
28270,11154,0,0,0,1,0,1
28274,11160,0,0,0,1,0,1
28277,11165,0,0,0,1,0,1
28280,11172,0,0,0,1,0,1
28283,11178,0,0,0,1,0,1
28284,11181,0,0,0,1,0,1
28285,11185,0,0,0,1,0,1
28285,11189,0,0,0,1,0,1
28282,11195,0,0,0,1,0,1
28281,11203,0,0,0,1,0,1
28278,11206,0,0,0,1,0,1
28278,11214,0,0,0,1,0,1
28276,11221,0,0,0,1,0,1
28276,11227,0,0,0,1,0,1
28274,11230,0,0,0,1,0,1
28271,11233,0,0,0,1,0,1
28268,11234,0,0,0,1,0,1
28266,11239,0,0,0,1,0,1
28266,11245,0,0,0,1,0,1
28264,11250,0,0,0,1,0,1
28264,11252,0,0,0,1,0,1
28264,11257,0,0,0,1,0,1
28262,11263,0,0,0,1,0,1
28259,11267,0,0,0,1,0,1
28256,11270,0,0,0,1,0,1
28252,11269,0,0,0,1,0,1
28248,11269,0,0,0,1,0,1
28249,11267,0,0,0,1,0,1
28244,11267,0,0,0,1,0,1
28240,11266,0,0,0,1,0,1
28234,11267,0,0,0,1,0,1
28229,11267,0,0,0,1,0,1
28224,11267,0,0,0,0,0,1
28219,11268,0,0,0,0,0,1
28213,11269,0,0,0,0,0,1
28208,11269,0,0,0,0,0,1
28208,11268,0,0,0,0,0,1
28206,11268,0,0,0,0,0,1
28206,11267,0,0,0,0,0,1
28204,11267,0,0,0,0,0,1
28204,11267,0,0,0,0,0,1
28205,11265,0,0,0,0,0,1
28206,11264,0,0,0,0,0,1
28206,11263,0,0,0,0,0,1
28206,11262,0,0,0,0,0,1
28206,11261,0,0,0,0,0,1
28205,11259,0,0,0,0,0,1
28205,11256,0,0,0,0,0,1
28203,11253,0,0,0,0,0,1
