# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28209,10819,0,0,0,0,0,1
28206,10822,0,0,0,0,0,1
28204,10819,0,0,0,0,0,1
28205,10817,0,0,0,0,0,1
28206,10815,0,0,0,0,0,1
28203,10815,0,0,0,0,0,1
28203,10813,0,0,0,0,0,1
28203,10812,0,0,0,0,0,1
28205,10810,0,0,0,0,0,1
28202,10811,0,0,0,0,0,1
28201,10813,0,0,0,0,0,1
28201,10811,0,0,0,0,0,1
28204,10813,0,0,0,0,0,1
28206,10813,0,0,0,0,0,1
28206,10812,0,0,0,0,0,1
28206,10813,0,0,0,0,0,1
28202,10811,0,0,0,0,0,1
28199,10805,0,0,0,0,0,1
28197,10805,0,0,0,0,0,1
28195,10804,0,0,0,0,0,1
28190,10803,0,0,0,0,0,1
28187,10804,0,0,0,0,0,1
28183,10801,0,0,0,0,0,1
28178,10801,0,0,0,0,0,1
28179,10797,0,0,0,0,0,1
28175,10793,0,0,0,0,0,0
28176,10792,0,0,0,0,0,0
28176,10793,0,0,0,0,0,0
28177,10794,0,0,0,0,0,0
28178,10797,0,0,0,0,0,0
28178,10800,0,0,0,0,0,0
28179,10802,0,0,0,0,0,0
28181,10804,0,0,0,0,0,0
28181,10807,0,0,0,0,0,0
28183,10809,0,0,0,0,0,0
28184,10812,0,0,0,0,0,0
28185,10817,0,0,0,0,0,0
28186,10820,0,0,0,0,0,0
28186,10824,0,0,0,0,0,0
28188,10825,0,0,0,0,0,0
28190,10825,0,0,0,0,0,0
28191,10824,0,0,0,0,0,0
28193,10824,0,0,0,0,0,0
28195,10823,0,0,0,0,0,0
28198,10822,0,0,0,0,0,0
28201,10822,0,0,0,0,0,0
28204,10822,0,0,0,0,0,0
28207,10821,0,0,0,0,0,0
28211,10821,0,0,0,0,0,0
28216,10820,0,0,0,0,0,0
28221,10821,0,0,0,0,0,0
28224,10820,0,0,0,0,0,0
28227,10820,0,0,0,0,0,0
28224,10813,0,0,0,0,0,0
28222,10806,0,0,0,0,0,0
28219,10800,0,0,0,0,0,0
28217,10792,0,0,0,0,0,0
28214,10785,0,0,0,0,0,0
28211,10779,0,0,0,0,0,0
28209,10772,0,0,0,0,0,0
28207,10765,0,0,0,0,0,0
28204,10757,0,0,0,0,0,0
28201,10751,0,0,0,0,0,0
28199,10744,0,0,0,0,0,0
28196,10737,0,0,0,0,0,0
28194,10730,0,0,0,0,0,0
28191,10724,0,0,0,0,0,0
28189,10717,0,0,0,0,0,0
28186,10711,0,0,0,0,0,0
28183,10704,0,0,0,0,0,0
28181,10697,0,0,0,0,0,0
28178,10691,0,0,0,0,0,0
28175,10684,0,0,0,0,0,0
28172,10678,0,0,0,0,0,1
28169,10675,0,0,0,0,0,1
28166,10668,0,0,0,0,0,1
28166,10666,0,0,0,0,0,1
28163,10662,0,0,0,0,0,1
28160,10657,0,0,0,0,0,1
28155,10658,0,0,0,0,0,1
28150,10659,0,0,0,0,0,1
28148,10657,0,0,0,0,0,1
28147,10656,0,0,0,0,0,1
28145,10655,0,0,0,0,0,1
28148,10655,0,0,0,0,0,1
28146,10656,0,0,0,0,0,1
28142,10658,0,0,0,0,0,1
28142,10660,0,0,0,0,0,1
28140,10664,0,0,0,0,0,1
28135,10664,0,0,0,0,0,1
28136,10667,0,0,0,0,0,1
28135,10668,0,0,0,0,0,1
28134,10670,0,0,0,0,0,1
28132,10672,0,0,0,0,0,1
28134,10674,0,0,0,0,0,1
28129,10676,0,0,0,0,0,1
28129,10679,0,0,0,0,0,1
28125,10681,0,0,0,0,0,1
28122,10683,0,0,0,0,0,1
28119,10686,0,0,0,0,0,1
28118,10690,0,0,0,0,0,1
28117,10689,0,0,0,0,0,1
28115,10690,0,0,0,0,0,1
28112,10692,0,0,0,0,0,1
28111,10695,0,0,0,0,0,1
28112,10696,0,0,0,0,0,1
28110,10698,0,0,0,0,0,1
28108,10699,0,0,0,0,0,1
28110,10702,0,0,0,0,0,1
28114,10703,0,0,0,0,0,1
28115,10704,0,0,0,0,0,1
28109,10707,0,0,0,0,0,1
28107,10709,0,0,0,0,0,1
28106,10713,0,0,0,0,0,1
28107,10713,0,0,0,0,0,1
28108,10709,0,0,0,0,0,1
28105,10711,0,0,0,0,0,1
28107,10711,0,0,0,0,0,1
28107,10712,0,0,0,0,0,1
28104,10714,0,0,0,0,0,1
28106,10712,0,0,0,0,0,1
28109,10712,0,0,0,0,0,1
28112,10710,0,0,0,0,0,1
28108,10707,0,0,0,0,0,1
28108,10711,0,0,0,0,0,1
28107,10713,0,0,0,0,0,1
28107,10712,0,0,0,0,0,1
28107,10714,0,0,0,0,0,1
28108,10715,0,0,0,0,0,1
28109,10715,0,0,0,0,0,1
28109,10717,0,0,0,0,0,1
28110,10715,0,0,0,0,0,1
28110,10715,0,0,0,0,0,1
28110,10713,0,0,0,0,0,1
28113,10712,0,0,0,0,0,1
28114,10713,0,0,0,0,0,1
28114,10715,0,0,0,0,0,1
28110,10715,0,0,0,0,0,1
28108,10714,0,0,0,0,0,1
28111,10712,0,0,0,0,0,1
28111,10712,0,0,0,0,0,1
28112,10711,0,0,0,0,0,1
28113,10713,0,0,0,0,0,1
28111,10716,0,0,0,0,0,1
28114,10716,0,0,0,0,0,1
28115,10719,0,0,0,0,0,1
28115,10722,0,0,0,0,0,1
28114,10723,0,0,0,0,0,1
28114,10725,0,0,0,0,0,1
28113,10729,0,0,0,0,0,1
28110,10731,0,0,0,0,0,1
28109,10733,0,0,0,0,0,1
28106,10735,0,0,0,0,0,1
28106,10736,0,0,0,0,0,1
28105,10735,0,0,0,0,0,1
28105,10731,0,0,0,0,0,1
28101,10730,0,0,0,0,0,1
28103,10732,0,0,0,0,0,1
28102,10731,0,0,0,0,0,1
28105,10731,0,0,0,0,0,1
28105,10732,0,0,0,0,0,1
28102,10732,0,0,0,0,0,1
28106,10732,0,0,0,0,0,1
28102,10733,0,0,0,0,0,1
28103,10734,0,0,0,0,0,1
28104,10732,0,0,0,0,0,1
28102,10732,0,0,0,0,0,1
28103,10734,0,0,0,0,0,1
28102,10736,0,0,0,0,0,1
28107,10734,0,0,0,0,0,1
28108,10734,0,0,0,0,0,1
28105,10737,0,0,0,0,0,1
28108,10735,0,0,0,0,0,1
28108,10734,0,0,0,0,0,1
28101,10737,0,0,0,0,0,1
28105,10738,0,0,0,0,0,1
28107,10736,0,0,0,0,0,1
28102,10736,0,0,0,0,0,1
28099,10735,0,0,0,0,0,1
28097,10733,0,0,0,0,0,1
28095,10732,0,0,0,0,0,1
28095,10731,0,0,0,0,0,1
28092,10731,0,0,0,0,0,1
28095,10730,0,0,0,0,0,1
28091,10731,0,0,0,0,0,1
28090,10737,0,0,0,0,0,1
28089,10738,0,0,0,0,0,1
28088,10737,0,0,0,0,0,1
28090,10739,0,0,0,0,0,1
28089,10737,0,0,0,0,0,1
28095,10735,0,0,0,0,0,1
28095,10731,0,0,0,0,0,1
28092,10731,0,0,0,0,0,1
28089,10732,0,0,0,0,0,1
28088,10733,0,0,0,0,0,1
28086,10734,0,0,0,0,0,1
28085,10734,0,0,0,0,0,1
28084,10735,0,0,0,0,0,1
28081,10736,0,0,0,0,0,1
28078,10736,0,0,0,0,0,1
28075,10738,0,0,0,0,0,1
28075,10738,0,0,0,0,0,1
28070,10738,0,0,0,0,0,1
28068,10736,0,0,0,0,0,1
28063,10737,0,0,0,0,0,1
28058,10739,0,0,0,0,0,1
28052,10741,0,0,0,0,0,1
28046,10741,0,0,0,0,0,1
28042,10742,0,0,0,0,0,1
28039,10741,0,0,0,0,0,1
28036,10738,0,0,0,0,0,1
28030,10738,0,0,0,0,0,1
28027,10740,0,0,0,0,0,1
28022,10740,0,0,0,0,0,1
28018,10739,0,0,0,0,0,1
28015,10740,0,0,0,0,0,1
28013,10739,0,0,0,0,0,1
28012,10740,0,0,0,0,0,1
28013,10744,0,0,0,0,0,1
28015,10742,0,0,0,0,0,1
28016,10741,0,0,0,0,0,1
28014,10742,0,0,0,0,0,1
28008,10744,0,0,0,0,0,1
28008,10747,0,0,0,0,0,1
28013,10743,0,0,0,0,0,1
28016,10741,0,0,0,0,0,1
28015,10741,0,0,0,0,0,1
28013,10744,0,0,0,0,0,1
28012,10743,0,0,0,0,0,1
28007,10746,0,0,0,0,0,1
28001,10748,0,0,0,0,0,1
27998,10752,0,0,0,0,0,1
27995,10755,0,0,0,0,0,1
27993,10759,0,0,0,0,0,1
27991,10762,0,0,0,0,0,1
27994,10762,0,0,0,0,0,1
27994,10762,0,0,0,0,0,1
27996,10761,0,0,0,0,0,1
27995,10759,0,0,0,0,0,1
27994,10760,0,0,0,0,0,1
27991,10761,0,0,0,0,0,1
27989,10764,0,0,0,0,0,1
27986,10763,0,0,0,0,0,1
27988,10763,0,0,0,0,0,1
27987,10758,0,0,0,0,0,1
27987,10758,0,0,0,0,0,1
27989,10760,0,0,0,0,0,1
27991,10761,0,0,0,0,0,1
27993,10762,0,0,0,0,0,1
27989,10764,0,0,0,0,0,1
27992,10761,0,0,0,0,0,1
27989,10759,0,0,0,0,0,1
27987,10758,0,0,0,0,0,1
27988,10759,0,0,0,0,0,1
27989,10763,0,0,0,0,0,1
27986,10765,0,0,0,0,0,1
27985,10767,0,0,0,0,0,1
27982,10767,0,0,0,0,0,1
27983,10764,0,0,0,0,0,1
27985,10765,0,0,0,0,0,1
27988,10763,0,0,0,0,0,1
27988,10769,0,0,0,0,0,1
27988,10771,0,0,0,0,0,1
27990,10776,0,0,0,0,0,1
27991,10776,0,0,0,0,0,1
27991,10775,0,0,0,0,0,1
27987,10772,0,0,0,0,0,1
27988,10774,0,0,0,0,0,1
27988,10775,0,0,0,0,0,1
27989,10775,0,0,0,0,0,1
27989,10773,0,0,0,0,0,1
27987,10769,0,0,0,0,0,1
27987,10768,0,0,0,0,0,1
27985,10769,0,0,0,0,0,1
27986,10771,0,0,0,0,0,1
27988,10776,0,0,0,0,0,1
27986,10772,0,0,0,0,0,1
27987,10773,0,0,0,0,0,1
27986,10770,0,0,0,0,0,1
27984,10770,0,0,0,0,0,1
27982,10769,0,0,0,0,0,1
27982,10770,0,0,0,0,0,1
27983,10769,0,0,0,0,0,1
27983,10769,0,0,0,0,0,1
27984,10769,0,0,0,0,0,1
27981,10769,0,0,0,0,0,1
27983,10769,0,0,0,0,0,1
27987,10767,0,0,0,0,0,1
27983,10769,0,0,0,0,0,1
27982,10768,0,0,0,0,0,1
27982,10769,0,0,0,0,0,1
27980,10772,0,0,0,0,0,1
27980,10775,0,0,0,0,0,1
27982,10773,0,0,0,0,0,1
27984,10770,0,0,0,0,0,1
27983,10769,0,0,0,0,0,1
27983,10768,0,0,0,0,0,1
27984,10766,0,0,0,0,0,1
27982,10768,0,0,0,0,0,1
27978,10772,0,0,0,0,0,1
27971,10773,0,0,0,0,0,1
27973,10772,0,0,0,0,0,1
27972,10771,0,0,0,0,0,1
27969,10772,0,0,0,0,0,1
27967,10772,0,0,0,0,0,1
27964,10768,0,0,0,0,0,1
27961,10768,0,0,0,0,0,1
27962,10770,0,0,0,0,0,1
27965,10774,0,0,0,0,0,1
27968,10775,0,0,0,0,0,1
27973,10772,0,0,0,0,0,1
27973,10773,0,0,0,0,0,1
27970,10774,0,0,0,0,0,1
27970,10775,0,0,0,0,0,1
27969,10776,0,0,0,0,0,1
27966,10777,0,0,0,0,0,1
27961,10780,0,0,0,0,0,1
27956,10783,0,0,0,0,0,1
27954,10788,0,0,0,0,0,1
27951,10790,0,0,0,0,0,1
27952,10792,0,0,0,0,0,1
27952,10792,0,0,0,0,0,1
27947,10792,0,0,0,0,0,1
27943,10793,0,0,0,0,0,1
27946,10795,0,0,0,0,0,1
27942,10793,0,0,0,0,0,1
27937,10794,0,0,0,0,0,1
27940,10792,0,0,0,0,0,1
27939,10796,0,0,0,0,0,1
27941,10798,0,0,0,0,0,1
27947,10798,0,0,0,0,0,1
27948,10798,0,0,0,0,0,1
27948,10797,0,0,0,0,0,1
27947,10796,0,0,0,0,0,1
27947,10796,0,0,0,0,0,1
27949,10796,0,0,0,0,0,1
27949,10796,0,0,0,0,0,1
27948,10796,0,0,0,0,0,1
27948,10797,0,0,0,0,0,1
27944,10800,0,0,0,0,0,1
27939,10804,0,0,0,0,0,1
27940,10808,0,0,0,0,0,1
27938,10813,0,0,0,0,0,1
27938,10817,0,0,0,0,0,1
27939,10821,0,0,0,0,0,1
27937,10823,0,0,0,0,0,1
27936,10822,0,0,0,0,0,1
27936,10818,0,0,0,0,0,1
27935,10816,0,0,0,0,0,1
27936,10817,0,0,0,0,0,1
27935,10817,0,0,0,0,0,1
27936,10820,0,0,0,0,0,1
27934,10815,0,0,0,0,0,1
27931,10812,0,0,0,0,0,1
27932,10814,0,0,0,0,0,1
27935,10815,0,0,0,0,0,1
27937,10819,0,0,0,0,0,1
27938,10820,0,0,0,0,0,1
27936,10820,0,0,0,0,0,1
27933,10814,0,0,0,0,0,1
27935,10817,0,0,0,0,0,1
27934,10818,0,0,0,0,0,1
27937,10822,0,0,0,0,0,1
27941,10819,0,0,0,0,0,1
27942,10819,0,0,0,0,0,1
27938,10822,0,0,0,0,0,1
27932,10825,0,0,0,0,0,1
27932,10826,0,0,0,0,0,1
27931,10826,0,0,0,0,0,1
27934,10827,0,0,0,0,0,1
27933,10826,0,0,0,0,0,1
27932,10828,0,0,0,0,0,1
27933,10826,0,0,0,0,0,1
27931,10826,0,0,0,0,0,1
27930,10824,0,0,0,0,0,1
27929,10823,0,0,0,0,0,1
27927,10823,0,0,0,0,0,1
27926,10823,0,0,0,0,0,1
27926,10823,0,0,0,0,0,1
27923,10825,0,0,0,0,0,1
27924,10827,0,0,0,0,0,1
27928,10826,0,0,0,0,1,1
27931,10826,0,0,0,0,1,1
27929,10826,0,0,0,0,1,1
27927,10826,0,0,0,0,1,1
27928,10824,0,0,0,0,1,1
27923,10824,0,0,0,0,1,1
27923,10824,0,0,0,0,1,1
27923,10823,0,0,0,0,1,1
27924,10828,0,0,0,0,1,1
27925,10828,0,0,0,0,1,1
27923,10828,0,0,0,0,1,1
27922,10829,0,0,0,0,1,1
27922,10829,0,0,0,0,1,1
27925,10827,0,0,0,0,1,1
27926,10826,0,0,0,0,1,1
27927,10827,0,0,0,0,1,1
27926,10827,0,0,0,0,1,1
27928,10827,0,0,0,0,1,1
27929,10825,0,0,0,0,1,1
27937,10821,0,0,0,0,1,1
27937,10822,0,0,0,0,1,1
27937,10821,0,0,0,0,1,1
27934,10824,0,0,0,0,1,1
27933,10826,0,0,0,0,1,1
27931,10825,0,0,0,0,1,1
27931,10823,0,0,0,0,1,1
27926,10821,0,0,0,0,1,1
27924,10820,0,0,0,0,1,1
27925,10820,0,0,0,0,1,1
27928,10823,0,0,0,0,1,1
27930,10824,0,0,0,0,1,1
27930,10823,0,0,0,0,1,1
27926,10820,0,0,0,0,1,1
27924,10821,0,0,0,0,1,1
27923,10823,0,0,0,0,1,1
27921,10823,0,0,0,0,1,1
27922,10821,0,0,0,0,1,1
27920,10822,0,0,0,0,1,1
27920,10821,0,0,0,0,1,1
27921,10821,0,0,0,0,1,1
27921,10822,0,0,0,0,1,1
27920,10822,0,0,0,0,1,1
27922,10825,0,0,0,0,1,1
27921,10822,0,0,0,0,1,1
27923,10821,0,0,0,0,1,1
27922,10821,0,0,0,0,1,1
27923,10824,0,0,0,0,1,1
27925,10828,0,0,0,0,1,1
27925,10826,0,0,0,0,1,1
27926,10826,0,0,0,0,1,1
27925,10825,0,0,0,0,1,1
27921,10824,0,0,0,0,1,1
27921,10823,0,0,0,0,1,1
27920,10822,0,0,0,0,1,1
27925,10824,0,0,0,0,1,1
27923,10825,0,0,0,0,1,1
27920,10824,0,0,0,0,1,1
27920,10822,0,0,0,0,1,1
27922,10824,0,0,0,0,1,1
27920,10824,0,0,0,0,1,1
27918,10822,0,0,0,0,1,1
27920,10824,0,0,0,0,1,1
27921,10825,0,0,0,0,1,1
27920,10826,0,0,0,0,1,1
27923,10825,0,0,0,0,1,1
27921,10825,0,0,0,0,1,1
27919,10824,0,0,0,0,1,1
27918,10823,0,0,0,0,1,1
27919,10826,0,0,0,0,1,1
27918,10822,0,0,0,0,1,1
27920,10824,0,0,0,0,1,1
27919,10825,0,0,0,0,1,1
27919,10823,0,0,0,0,1,1
27922,10820,0,0,0,0,1,1
27922,10819,0,0,0,0,1,1
27923,10818,0,0,0,0,1,1
27922,10819,0,0,0,0,1,1
27923,10825,0,0,0,0,1,1
27921,10824,0,0,0,0,1,1
27922,10825,0,0,0,0,1,1
27922,10824,0,0,0,0,1,1
27922,10826,0,0,0,0,1,1
27926,10826,0,0,0,0,1,1
27924,10825,0,0,0,0,1,1
27922,10827,0,0,0,0,1,1
27925,10825,0,0,0,0,1,1
27926,10827,0,0,0,0,1,1
27926,10823,0,0,0,0,1,1
27929,10825,0,0,0,0,1,1
27931,10825,0,0,0,0,1,1
27931,10827,0,0,0,0,1,1
27929,10827,0,0,0,0,1,1
27924,10826,0,0,0,0,1,1
27928,10826,0,0,0,0,1,1
27927,10821,0,0,0,0,1,1
27926,10818,0,0,0,0,1,1
27931,10814,0,0,0,0,1,1
27932,10812,0,0,0,0,1,1
27935,10814,0,0,0,0,1,1
27932,10813,0,0,0,0,1,1
27929,10816,0,0,0,0,1,1
27928,10819,0,0,0,0,1,1
27925,10822,0,0,0,0,1,1
27925,10820,0,0,0,0,1,1
27925,10822,0,0,0,0,1,1
27924,10824,0,0,0,0,1,1
27925,10825,0,0,0,0,1,1
27926,10827,0,0,0,0,1,1
27926,10828,0,0,0,0,1,1
27927,10826,0,0,0,0,1,1
27927,10826,0,0,0,0,0,1
27925,10825,0,0,0,0,0,1
27926,10826,0,0,0,0,0,1
27928,10827,0,0,0,0,0,1
27925,10828,0,0,0,0,0,1
27921,10828,0,0,0,0,0,1
27921,10831,0,0,0,0,0,1
27921,10833,0,0,0,0,0,1
27922,10832,0,0,0,0,0,1
27921,10834,0,0,0,0,0,1
27921,10834,0,0,0,0,0,1
27920,10836,0,0,0,0,0,1
27921,10839,0,0,0,0,0,1
27921,10842,0,0,0,0,0,1
27920,10846,0,0,0,0,0,1
27921,10846,0,0,0,0,0,1
27921,10847,0,0,0,0,0,1
27922,10848,0,0,0,0,0,1
27922,10849,0,0,0,0,0,1
27923,10854,0,0,0,0,0,1
27923,10855,0,0,0,0,0,1
27925,10857,0,0,0,0,0,1
27922,10855,0,0,0,0,0,1
27920,10850,0,0,0,0,0,1
27922,10848,0,0,0,0,0,1
27925,10845,0,0,0,0,0,1
27924,10844,0,0,0,0,0,1
27923,10845,0,0,0,0,0,1
27921,10842,0,0,0,0,0,1
27921,10844,0,0,0,0,0,1
27923,10849,0,0,0,0,0,1
27925,10850,0,0,0,0,0,1
27924,10853,0,0,0,0,0,1
27925,10856,0,0,0,0,0,1
27928,10864,0,0,0,0,0,1
27930,10864,0,0,0,0,0,1
27932,10863,0,0,0,0,0,1
27934,10864,0,0,0,0,0,1
27935,10865,0,0,0,0,0,1
27935,10866,0,0,0,0,0,1
27935,10868,0,0,0,0,0,1
27937,10872,0,0,0,0,0,1
27937,10874,0,0,0,0,0,1
27939,10880,0,0,0,0,0,1
27939,10882,0,0,0,0,0,1
27940,10881,0,0,0,0,0,1
27942,10883,0,0,0,0,0,1
27943,10885,0,0,0,0,0,1
27945,10885,0,0,0,0,0,1
27945,10888,0,0,0,0,0,1
27947,10889,0,0,0,0,0,1
27947,10893,0,0,0,0,0,1
27948,10896,0,0,0,0,0,1
27948,10897,0,0,0,0,0,1
27949,10898,0,0,0,0,0,1
27951,10899,0,0,0,0,0,1
27952,10901,0,0,0,0,0,1
27955,10905,0,0,0,0,0,1
27957,10908,0,0,0,0,0,1
27959,10910,0,0,0,0,0,1
27962,10912,0,0,0,0,0,1
27963,10915,0,0,0,0,0,1
27965,10917,0,0,0,0,0,1
27967,10921,0,0,0,0,0,1
27969,10923,0,0,0,0,0,1
27971,10921,0,0,0,0,0,1
27971,10921,0,0,0,0,0,1
27973,10921,0,0,0,0,0,1
27972,10921,0,0,0,0,0,1
27971,10921,0,0,0,0,0,1
27968,10922,0,0,0,0,0,1
27967,10923,0,0,0,0,0,1
27967,10923,0,0,0,0,0,1
27969,10923,0,0,0,0,0,1
27971,10921,0,0,0,0,0,1
27972,10922,0,0,0,0,0,1
27976,10924,0,0,0,0,0,1
27977,10924,0,0,0,0,0,1
27975,10924,0,0,0,0,0,1
27976,10923,0,0,0,0,0,1
27976,10924,0,0,0,0,0,1
27976,10925,0,0,0,0,0,1
27976,10922,0,0,0,0,0,1
27975,10922,0,0,0,0,0,1
27974,10921,0,0,0,0,0,1
27978,10922,0,0,0,0,0,1
27979,10922,0,0,0,0,0,1
27987,10923,0,0,0,0,0,1
27989,10923,0,0,0,0,0,1
27990,10925,0,0,0,0,0,1
27992,10925,0,0,0,0,0,1
27996,10924,0,0,0,0,0,1
27998,10923,0,0,0,0,0,1
28000,10922,0,0,0,0,0,1
28002,10922,0,0,0,0,0,1
28004,10922,0,0,0,0,0,1
28004,10921,0,0,0,0,0,1
28005,10918,0,0,0,0,0,1
28005,10918,0,0,0,0,0,1
28006,10917,0,0,0,0,0,1
28008,10916,0,0,0,0,0,1
28009,10911,0,0,0,0,0,1
28011,10907,0,0,0,0,0,1
28014,10904,0,0,0,0,0,1
28017,10901,0,0,0,0,0,1
28020,10897,0,0,0,0,0,1
28021,10898,0,0,0,0,0,1
28025,10899,0,0,0,0,0,1
28029,10899,0,0,0,0,0,1
28042,10897,0,0,0,0,0,1
28044,10897,0,0,0,0,0,1
28046,10898,0,0,0,0,0,1
28052,10898,0,0,0,0,0,1
28053,10898,0,0,0,0,0,1
28055,10899,0,0,0,0,0,1
28055,10901,0,0,0,0,0,1
28051,10903,0,0,0,0,0,1
28049,10902,0,0,0,0,0,1
28049,10902,0,0,0,0,0,1
28052,10902,0,0,0,0,0,1
28051,10902,0,0,0,0,0,1
28054,10900,0,0,0,0,0,1
28054,10897,0,0,0,0,0,1
28058,10896,0,0,0,0,0,1
28061,10895,0,0,0,0,0,1
28063,10894,0,0,0,0,0,1
28066,10894,0,0,0,0,0,1
28072,10889,0,0,0,0,0,1
28073,10885,0,0,0,0,0,1
28076,10884,0,0,0,0,0,1
28080,10882,0,0,0,0,0,1
28085,10881,0,0,0,0,0,1
28091,10881,0,0,0,0,0,1
28092,10880,0,0,0,0,0,1
28096,10881,0,0,0,0,0,1
28095,10881,0,0,0,0,0,1
28091,10883,0,0,0,0,0,1
28090,10881,0,0,0,0,0,1
28091,10880,0,0,0,0,0,1
28090,10881,0,0,0,0,0,1
28088,10875,0,0,0,0,0,1
28090,10872,0,0,0,0,0,1
28094,10867,0,0,0,0,0,1
28095,10861,0,0,0,0,0,1
28097,10857,0,0,0,0,0,1
28095,10852,0,0,0,0,0,1
28095,10848,0,0,0,0,0,1
28097,10844,0,0,0,0,0,1
28100,10838,0,0,0,0,0,1
28103,10835,0,0,0,0,0,1
28104,10830,0,0,0,0,0,1
28108,10828,0,0,0,0,0,1
28110,10826,0,0,0,0,0,1
28111,10822,0,0,0,0,0,1
28110,10821,0,0,0,0,0,1
28115,10820,0,0,0,0,0,1
28114,10819,0,0,0,0,0,1
28113,10819,0,0,0,0,0,1
28116,10820,0,0,0,0,0,1
28113,10818,0,0,0,0,0,1
28111,10819,0,0,0,0,0,1
28113,10819,0,0,0,0,0,1
28113,10819,0,0,0,0,0,1
28113,10819,0,0,0,0,0,1
28115,10811,0,0,0,0,0,1
28118,10806,0,0,0,0,0,1
28122,10804,0,0,0,0,0,1
28126,10801,0,0,0,0,0,1
28128,10797,0,0,0,0,0,1
28129,10793,0,0,0,0,0,1
28130,10788,0,0,0,0,0,1
28135,10786,0,0,0,0,0,1
28136,10786,0,0,0,0,0,1
28139,10783,0,0,0,0,0,1
28143,10783,0,0,0,0,0,1
28147,10781,0,0,0,0,0,1
28151,10779,0,0,0,0,0,1
28155,10778,0,0,0,0,0,1
28158,10774,0,0,0,0,0,1
28163,10771,0,0,0,0,0,1
28169,10769,0,0,0,0,0,1
28173,10765,0,0,0,0,0,1
28178,10762,0,0,0,0,0,1
28180,10758,0,0,0,0,0,1
28184,10754,0,0,0,0,0,1
28188,10753,0,0,0,0,0,1
28195,10748,0,0,0,0,0,1
28196,10745,0,0,0,0,0,1
28199,10741,0,0,0,0,0,1
28202,10740,0,0,0,0,0,1
28205,10739,0,0,0,0,0,1
28209,10732,0,0,0,0,0,1
28214,10726,0,0,0,0,0,1
28213,10719,0,0,0,0,0,1
28214,10712,0,0,0,0,0,1
28216,10708,0,0,0,0,0,1
28219,10708,0,0,0,0,0,1
28221,10707,0,0,0,0,0,1
28227,10703,0,0,0,0,0,1
28230,10699,0,0,0,0,0,1
28235,10694,0,0,0,0,0,1
28239,10689,0,0,0,0,0,1
28245,10685,0,0,0,0,0,1
28252,10681,0,0,0,0,0,1
28256,10681,0,0,0,0,0,1
28261,10677,0,0,0,0,0,1
28264,10672,0,0,0,0,0,1
28261,10669,0,0,0,0,0,1
28259,10666,0,0,0,0,0,1
28263,10651,0,0,0,0,0,1
28266,10648,0,0,0,0,0,1
28270,10646,0,0,0,0,0,1
28274,10641,0,0,0,0,0,1
28281,10640,0,0,0,0,0,1
28280,10637,0,0,0,0,0,1
28283,10635,0,0,0,0,0,1
28285,10632,0,0,0,0,0,1
28287,10629,0,0,0,0,0,1
28291,10626,0,0,0,0,0,1
28295,10624,0,0,0,0,0,1
28299,10622,0,0,0,0,0,1
28302,10620,0,0,0,0,0,1
28303,10613,0,0,0,0,0,1
28304,10606,0,0,0,0,0,1
28304,10599,0,0,0,0,0,1
28303,10592,0,0,0,0,0,1
28302,10587,0,0,0,0,0,1
28304,10579,0,0,0,0,0,1
28303,10573,0,0,0,0,0,1
28306,10566,0,0,0,0,0,1
28307,10559,0,0,0,0,0,1
