# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
32410,14700,0,1,0,0,0
32412,14700,0,1,0,0,0
32415,14697,0,1,0,0,0
32418,14694,0,1,0,0,0
32423,14694,0,1,0,0,0
32425,14697,0,1,0,0,0
32426,14695,0,1,0,0,0
32429,14697,0,1,0,0,0
32430,14695,0,1,0,0,0
32429,14698,0,1,0,0,0
32429,14697,0,1,0,0,0
32429,14698,0,1,0,0,0
32429,14697,0,1,0,0,0
32428,14697,0,1,0,0,0
32430,14695,0,1,0,0,0
32427,14697,0,1,0,0,0
32427,14697,0,1,0,0,0
32426,14693,0,1,0,0,0
32427,14690,0,1,0,0,0
32421,14694,0,1,0,0,0
32413,14693,0,1,0,0,0
32411,14692,0,1,0,0,0
32406,14691,0,1,0,0,0
32402,14690,0,1,0,0,0
32396,14688,0,1,0,0,0
32393,14686,0,1,0,0,0
32387,14686,0,1,0,0,0
32380,14685,0,1,0,0,0
32375,14685,0,1,0,0,0
32375,14682,0,1,0,0,0
32371,14675,0,1,0,0,0
32366,14669,0,1,0,0,0
32358,14665,0,1,0,0,0
32353,14666,0,1,0,0,0
32350,14665,0,1,0,0,0
32339,14662,0,1,0,0,0
32334,14653,0,1,0,0,0
32319,14653,0,1,0,0,0
32310,14649,0,1,0,0,0
32300,14644,0,1,0,0,0
32290,14638,0,1,0,0,0
32281,14634,0,1,0,0,0
32276,14632,0,1,0,0,0
32270,14629,0,1,0,0,0
32266,14621,0,1,0,0,0
32253,14618,0,1,0,0,0
32243,14616,0,1,0,0,0
32233,14617,0,1,0,0,0
32218,14615,0,1,0,0,0
32203,14613,0,1,0,0,0
32187,14607,0,1,0,0,0
32174,14608,0,1,0,0,0
32158,14607,0,1,0,0,0
32144,14606,0,1,0,0,0
32130,14599,0,1,0,0,0
32117,14600,0,1,0,0,0
32107,14594,0,1,0,0,0
32095,14584,0,1,0,0,0
32085,14581,0,1,0,0,0
32074,14583,0,1,0,0,0
32063,14585,0,1,0,0,0
32050,14586,0,1,0,0,0
32034,14583,0,1,0,0,0
32021,14584,0,1,0,0,0
32012,14582,0,1,0,0,0
32000,14580,0,1,0,0,0
31985,14580,0,1,0,0,0
31973,14585,0,1,0,0,0
31962,14586,0,1,0,0,0
31949,14581,0,1,0,0,0
31935,14581,0,1,0,0,0
31923,14577,0,1,0,0,0
31915,14573,0,1,0,0,0
31912,14570,0,1,0,0,0
31908,14568,0,1,0,0,0
31904,14563,0,1,0,0,0
31895,14563,0,1,0,0,0
31894,14562,0,1,0,0,0
31893,14560,0,1,0,0,0
31893,14559,0,1,0,0,0
31891,14558,0,1,0,0,0
31891,14559,0,1,0,0,0
31890,14554,0,1,0,0,0
31885,14549,0,1,0,0,0
31882,14546,0,1,0,0,0
31874,14543,0,1,0,0,0
31872,14544,0,1,0,0,0
31869,14542,0,1,0,0,0
31864,14542,0,1,0,0,0
31861,14538,0,1,0,0,0
31857,14539,0,1,0,0,0
31853,14531,0,1,0,0,0
31851,14526,0,1,0,0,0
31844,14525,0,1,0,0,0
31839,14520,0,1,0,0,0
31839,14520,0,1,0,0,0
31833,14519,0,1,0,0,0
31828,14517,0,1,0,0,0
31829,14515,0,1,0,0,0
31827,14512,0,1,0,0,0
31899,14445,0,1,0,0,0
31897,14443,0,1,0,0,0
31902,14442,0,1,0,0,0
31900,14445,0,1,0,0,0
31898,14449,0,1,0,0,0
31895,14452,0,1,0,0,0
31893,14456,0,1,0,0,0
31888,14455,0,1,0,0,0
31888,14458,0,1,0,0,0
31887,14457,0,1,0,0,0
31889,14460,0,1,0,0,0
31887,14463,0,1,0,0,0
31883,14462,0,1,0,0,0
31886,14461,0,1,0,0,0
31885,14462,0,1,0,0,0
31884,14463,0,1,0,0,0
31885,14460,0,1,0,0,0
31887,14459,0,1,0,0,0
31884,14457,0,1,0,0,0
31878,14458,0,1,0,0,0
31872,14459,0,1,0,0,0
31867,14462,0,1,0,0,0
31862,14461,0,1,0,0,0
31857,14460,0,1,0,0,0
31852,14456,0,1,0,0,0
31851,14453,0,1,0,0,0
31847,14449,0,1,0,0,0
31850,14448,0,1,0,0,0
31850,14447,0,1,0,0,0
31850,14448,0,1,0,0,0
31853,14452,0,1,0,0,0
31859,14457,0,1,0,0,0
31862,14456,0,1,0,0,0
31859,14455,0,1,0,0,0
31854,14454,0,1,0,0,0
31848,14452,0,1,0,0,0
31848,14450,0,1,0,0,0
31848,14448,0,1,0,0,0
31842,14447,0,1,0,0,0
31834,14445,0,1,0,0,0
31830,14443,0,1,0,0,0
31823,14439,0,1,0,0,0
31817,14439,0,1,0,0,0
31817,14436,0,1,0,0,0
31814,14438,0,1,0,0,0
31811,14436,0,1,0,0,0
31807,14434,0,1,0,0,0
31802,14431,0,1,0,0,0
31795,14426,0,1,0,0,0
31788,14421,0,1,0,0,0
31777,14416,0,1,0,0,0
31772,14411,0,1,0,0,0
31769,14409,0,1,0,0,0
31765,14407,0,1,0,0,0
31765,14409,0,1,0,0,0
31764,14407,0,1,0,0,0
31761,14404,0,1,0,0,0
31755,14401,0,1,0,0,0
31753,14400,0,1,0,0,0
31753,14397,0,1,0,0,0
31753,14396,0,1,0,0,0
31754,14400,0,1,0,0,0
31755,14403,0,1,0,0,0
31753,14401,0,1,0,0,0
31752,14404,0,1,0,0,0
31751,14404,0,1,0,0,0
31751,14406,0,1,0,0,0
31748,14405,0,1,0,0,0
31744,14406,0,1,0,0,0
31739,14410,0,1,0,0,0
31736,14409,0,1,0,0,0
31731,14409,0,1,0,0,0
31726,14410,0,1,0,0,0
31720,14409,0,1,0,0,0
31717,14406,0,1,0,0,0
31715,14406,0,1,0,0,0
31709,14407,0,1,0,0,0
31706,14404,0,1,0,0,0
31703,14403,0,1,0,0,0
31705,14403,0,1,0,0,0
31705,14403,0,1,0,0,0
31704,14403,0,1,0,0,0
31703,14403,0,1,0,0,0
31703,14403,0,1,0,0,0
31703,14403,0,1,0,0,0
31706,14403,0,1,0,0,0
31703,14402,0,1,0,0,0
31705,14403,0,1,0,0,0
31702,14400,0,1,0,0,0
31697,14396,0,1,0,0,0
31692,14391,0,1,0,0,0
31685,14385,0,1,0,0,0
31679,14380,0,1,0,0,0
31675,14379,0,1,0,0,0
31673,14377,0,1,0,0,0
31674,14373,0,1,0,0,0
31669,14367,0,1,0,0,0
31663,14365,0,1,0,0,0
