# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<visibility>
28362,11085,0,0,0,0,0
28363,11085,0,0,0,0,0
28363,11084,0,0,0,0,0
28363,11083,0,0,0,0,0
28364,11084,0,0,0,0,0
28364,11083,0,0,0,0,0
28366,11081,0,0,0,0,0
28368,11079,0,0,0,0,0
28369,11078,0,0,0,0,0
28371,11077,0,0,0,0,0
28373,11075,0,0,0,0,0
28374,11073,0,0,0,0,0
28378,11070,0,0,0,0,0
28379,11068,0,0,0,0,0
28382,11066,0,0,0,0,0
28379,11065,0,0,0,0,0
28384,11062,0,0,0,0,0
28386,11058,0,0,0,0,0
28387,11053,0,0,0,0,0
28389,11050,0,0,0,0,0
28391,11048,0,0,0,0,0
28391,11043,0,0,0,0,0
28394,11040,0,0,0,0,0
28394,11035,0,0,0,0,0
28395,11032,0,0,0,0,0
28398,11030,0,0,0,0,0
28399,11028,0,0,0,0,0
28400,11022,0,0,0,0,0
28401,11020,0,0,0,0,0
28400,11017,0,0,0,0,0
28403,11014,0,0,0,0,0
28404,11011,0,0,0,0,0
28404,11006,0,0,0,0,0
28407,11001,0,0,0,0,0
28411,10996,0,0,0,0,0
28414,10989,0,0,0,0,0
28416,10984,0,0,0,0,0
28419,10977,0,0,0,0,0
28420,10975,0,0,0,0,0
28420,10970,0,0,0,0,0
28418,10971,0,0,0,0,0
28419,10971,0,0,0,0,0
28425,10971,0,0,0,0,0
28424,10973,0,0,0,0,0
28419,10975,0,0,0,0,0
28417,10975,0,0,0,0,0
28419,10975,0,0,0,0,0
28418,10972,0,0,0,0,0
28419,10969,0,0,0,0,0
28422,10966,0,0,0,0,0
28424,10964,0,0,0,0,0
28426,10963,0,0,0,0,0
28428,10965,0,0,0,0,0
28431,10966,0,0,0,0,0
28433,10968,0,0,0,0,0
28435,10969,0,0,0,0,0
28441,10970,0,0,0,0,0
28447,10969,0,0,0,0,0
28454,10965,0,0,0,0,0
28461,10963,0,0,0,0,0
28463,10963,0,0,0,0,0
28464,10967,0,0,0,0,0
28466,10971,0,0,0,0,0
28469,10971,0,0,0,0,0
28476,10974,0,0,0,0,0
28480,10978,0,0,0,0,0
28484,10980,0,0,0,0,0
28488,10981,0,0,0,0,0
28493,10982,0,0,0,0,0
28497,10983,0,0,0,0,0
28500,10983,0,0,0,0,0
28504,10985,0,0,0,0,0
28507,10987,0,0,0,0,0
28511,10988,0,0,0,0,0
28514,10989,0,0,0,0,0
28518,10989,0,0,0,0,0
