# x,y,<bush>,<cookie>,<shadow>,<visibility>
24774,13891,0,1,0,0
24774,13891,0,1,0,0
24774,13895,0,1,0,0
24773,13898,0,1,0,0
24774,13901,0,1,0,0
24776,13905,0,1,0,0
24777,13908,0,1,0,0
24778,13908,0,1,0,0
24782,13910,0,1,0,0
24784,13912,0,1,0,0
24785,13914,0,1,0,0
24784,13916,0,1,0,0
24787,13918,0,1,0,0
24791,13921,0,1,0,0
24794,13921,0,1,0,0
24796,13922,0,1,0,0
24796,13923,0,1,0,0
24794,13924,0,1,0,0
24796,13926,0,1,0,0
24798,13927,0,1,0,0
24799,13926,0,1,0,0
24801,13926,0,1,0,0
24803,13928,0,1,0,0
24805,13929,0,1,0,0
24808,13930,0,1,0,0
24806,13930,0,1,0,0
24808,13928,0,1,0,0
24813,13927,0,1,0,0
24816,13931,0,1,0,0
24818,13929,0,1,0,0
24822,13929,0,1,0,0
24824,13928,0,1,0,0
24826,13929,0,1,0,0
24828,13929,0,1,0,0
24825,13929,0,1,0,0
24822,13926,0,1,0,0
24819,13921,0,1,0,0
24817,13924,0,1,0,0
24812,13924,0,1,0,0
24814,13924,0,1,0,0
24818,13923,0,1,0,0
24822,13924,0,1,0,0
24824,13923,0,1,0,0
24825,13919,0,1,0,0
24826,13916,0,1,0,0
24828,13913,0,1,0,0
24828,13909,0,1,0,0
24827,13906,0,1,0,0
24831,13903,0,1,0,0
24835,13902,0,1,0,0
24838,13898,0,1,0,0
24843,13894,0,1,0,0
24848,13891,0,1,0,0
24854,13886,0,1,0,0
24857,13881,0,1,0,0
24861,13879,0,1,0,0
24867,13875,0,1,0,0
24873,13871,0,1,0,0
24878,13868,0,1,0,0
24884,13868,0,1,0,0
24890,13865,0,1,0,0
24896,13863,0,1,0,0
24902,13860,0,1,0,0
24908,13856,0,1,0,0
24912,13856,0,1,0,0
24915,13855,0,1,0,0
24918,13855,0,1,0,0
24918,13856,0,1,0,0
24920,13854,0,1,0,0
24922,13850,0,1,0,0
24924,13848,0,1,0,0
24929,13846,0,1,0,0
24933,13843,0,1,0,0
24937,13838,0,1,0,0
24939,13838,0,1,0,0
24941,13833,0,1,0,0
24943,13828,0,1,0,0
24943,13823,0,1,0,0
24944,13819,0,1,0,0
24947,13816,0,1,0,0
24945,13812,0,1,0,0
24945,13810,0,1,0,0
24945,13805,0,1,0,0
24946,13805,0,1,0,0
24946,13801,0,1,0,0
24946,13801,0,1,0,0
24947,13801,0,1,0,0
24948,13802,0,1,0,0
24948,13802,0,1,0,0
24952,13801,0,1,0,0
24955,13799,0,1,0,0
24956,13796,0,1,0,0
24960,13794,0,1,0,0
24963,13790,0,1,0,0
24966,13787,0,1,0,0
24966,13784,0,1,0,0
24969,13781,0,1,0,0
24970,13777,0,1,0,0
