# x,y,<bush>,<cookie>,<natural prey>,<shadow>,<turn>,<visibility>
28068,11177,0,0,0,1,0,0
28068,11176,0,0,0,1,0,0
28067,11176,0,0,0,1,0,0
28067,11176,0,0,0,1,0,0
28068,11176,0,0,0,1,0,0
28068,11176,0,0,0,1,0,0
28070,11175,0,0,0,1,0,0
28070,11176,0,0,0,1,0,0
28070,11175,0,0,0,1,0,0
28071,11175,0,0,0,1,0,0
28071,11175,0,0,0,1,0,0
28071,11175,0,0,0,1,0,0
28069,11176,0,0,0,1,0,0
28069,11177,0,0,0,1,0,0
28067,11178,0,0,0,1,0,0
28066,11178,0,0,0,1,0,0
28067,11178,0,0,0,1,0,0
28068,11177,0,0,0,1,0,0
28069,11178,0,0,0,1,0,0
28068,11177,0,0,0,1,0,0
28069,11178,0,0,0,1,0,0
28069,11177,0,0,0,1,0,0
28068,11178,0,0,0,1,0,0
28069,11178,0,0,0,1,0,0
28069,11178,0,0,0,1,0,0
28071,11176,0,0,0,1,0,0
28070,11178,0,0,0,1,0,0
28069,11178,0,0,0,1,0,0
28067,11176,0,0,0,1,0,0
28063,11174,0,0,0,0,0,0
28063,11175,0,0,0,0,0,0
28064,11175,0,0,0,0,0,0
28066,11178,0,0,0,0,0,0
28069,11179,0,0,0,0,0,0
28069,11178,0,0,0,0,0,0
28070,11179,0,0,0,0,0,0
28071,11180,0,0,0,0,0,0
28074,11182,0,0,0,0,0,0
28074,11180,0,0,0,0,0,0
28077,11181,0,0,0,0,0,0
28075,11181,0,0,0,0,0,0
28073,11183,0,0,0,0,0,0
28074,11182,0,0,0,0,0,0
28076,11182,0,0,0,0,0,0
28074,11181,0,0,0,0,0,0
28075,11182,0,0,0,0,0,0
28074,11180,0,0,0,0,0,0
28073,11180,0,0,0,0,0,0
28075,11180,0,0,0,0,0,0
28074,11181,0,0,0,0,0,0
28069,11180,0,0,0,0,0,0
28067,11178,0,0,0,0,0,0
28066,11175,0,0,0,0,0,0
28065,11175,0,0,0,0,0,0
28065,11175,0,0,0,0,0,0
28066,11175,0,0,0,0,0,0
28065,11179,0,0,0,0,0,0
28066,11176,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28071,11174,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28070,11173,0,0,0,0,0,0
28068,11175,0,0,0,0,0,0
28069,11173,0,0,0,0,0,0
28066,11174,0,0,0,0,0,0
28068,11174,0,0,0,0,0,0
28068,11173,0,0,0,0,0,0
28067,11173,0,0,0,0,0,0
28067,11173,0,0,0,0,0,0
28067,11173,0,0,0,0,0,0
28066,11172,0,0,0,0,0,0
28067,11173,0,0,0,0,0,0
28067,11171,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28070,11176,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28069,11176,0,0,0,0,0,0
28071,11176,0,0,0,0,0,0
28070,11176,0,0,0,0,0,0
28071,11175,0,0,0,0,0,0
28070,11176,0,0,0,0,0,0
28069,11175,0,0,0,0,0,0
28068,11176,0,0,0,0,0,0
28068,11175,0,0,0,0,0,0
28068,11175,0,0,0,0,0,0
28070,11175,0,0,0,0,0,0
28070,11175,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28070,11174,0,0,0,0,0,0
28068,11173,0,0,0,0,0,0
28067,11170,0,0,0,0,0,0
28066,11168,0,0,0,0,0,0
28066,11167,0,0,0,0,0,0
28065,11168,0,0,0,0,0,0
28025,11268,0,0,0,0,0,0
28022,11269,0,0,0,0,0,0
28019,11267,0,0,0,0,0,0
28019,11267,0,0,0,0,0,0
28019,11267,0,0,0,0,0,0
28018,11265,0,0,0,0,0,0
28015,11264,0,0,0,0,0,0
28013,11265,0,0,0,0,0,0
28012,11266,0,0,0,0,0,0
28010,11266,0,0,0,0,0,0
28007,11266,0,0,0,0,0,0
28002,11270,0,0,0,0,0,0
27996,11271,0,0,0,0,0,0
27991,11275,0,0,0,0,0,0
27990,11277,0,0,0,0,0,0
27987,11276,0,0,0,0,0,0
27988,11276,0,0,0,0,0,0
27989,11278,0,0,0,0,0,0
27989,11277,0,0,0,0,0,0
27988,11277,0,0,0,0,0,0
27986,11276,0,0,0,0,0,0
27986,11273,0,0,0,0,0,0
27986,11273,0,0,0,0,0,0
27984,11272,0,0,0,0,0,0
27984,11273,0,0,0,0,0,0
27986,11276,0,0,0,0,0,0
27986,11279,0,0,0,0,0,0
27988,11278,0,0,0,0,0,0
27990,11276,0,0,0,0,0,0
27993,11274,0,0,0,0,0,0
27997,11274,0,0,0,0,0,0
27999,11276,0,0,0,0,0,0
28001,11277,0,0,0,0,0,0
28003,11278,0,0,0,0,0,0
28005,11281,0,0,0,0,0,0
28006,11284,0,0,0,0,0,0
28009,11286,0,0,0,0,0,0
28010,11286,0,0,0,0,0,0
28009,11290,0,0,0,0,0,0
28009,11292,0,0,0,0,0,0
28008,11295,0,0,0,0,0,0
28009,11298,0,0,0,0,0,0
28011,11301,0,0,0,0,0,0
28013,11302,0,0,0,0,0,0
28016,11304,0,0,0,0,0,0
28020,11301,0,0,0,0,0,0
28023,11302,0,0,0,0,0,0
28030,11302,0,0,0,0,0,0
28033,11302,0,0,0,0,0,0
28036,11302,0,0,0,0,0,0
28039,11302,0,0,0,0,0,0
28043,11302,0,0,0,0,0,0
28042,11303,0,0,0,0,0,0
28043,11303,0,0,0,0,0,0
28042,11303,0,0,0,0,0,0
28043,11304,0,0,0,0,0,0
28042,11304,0,0,0,0,0,0
28043,11305,0,0,0,0,0,0
28043,11305,0,0,0,0,0,0
28045,11303,0,0,0,0,0,0
28042,11306,0,0,0,0,0,0
28041,11305,0,0,0,0,0,0
28038,11305,0,0,0,0,0,0
28036,11305,0,0,0,0,0,0
28036,11305,0,0,0,0,0,0
28036,11305,0,0,0,0,0,0
28037,11306,0,0,0,0,0,0
28037,11305,0,0,0,0,0,0
28037,11306,0,0,0,0,0,0
28036,11305,0,0,0,0,0,0
28036,11306,0,0,0,0,0,0
28037,11306,0,0,0,0,0,0
28036,11306,0,0,0,0,0,0
28036,11305,0,0,0,0,0,0
28036,11306,0,0,0,0,0,0
28036,11306,0,0,0,0,0,0
28037,11306,0,0,0,0,0,0
28038,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28039,11309,0,0,0,0,0,0
28039,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28038,11309,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28038,11309,0,0,0,0,0,0
28038,11309,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28040,11308,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28039,11308,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
28040,11307,0,0,0,0,0,0
27956,11388,0,0,0,0,0,0
27954,11390,0,0,0,0,0,0
27949,11392,0,0,0,0,0,0
27945,11397,0,0,0,0,0,0
27943,11402,0,0,0,0,0,0
27939,11406,0,0,0,0,0,0
27940,11406,0,0,0,0,0,0
27940,11408,0,0,0,0,0,0
27940,11408,0,0,0,0,0,0
27940,11408,0,0,0,0,0,0
27939,11409,0,0,0,0,0,0
27934,11413,0,0,0,0,0,0
27926,11420,0,0,0,0,0,0
27918,11428,0,0,0,0,0,0
27913,11433,0,0,0,0,0,0
27912,11438,0,0,0,0,0,0
27911,11448,0,0,0,0,0,0
27907,11452,0,0,0,0,0,0
27904,11458,0,0,0,0,0,0
27899,11467,0,0,0,0,0,0
27894,11474,0,0,0,0,0,0
27889,11478,0,0,0,0,0,0
27883,11483,0,0,0,0,0,0
27883,11487,0,0,0,0,0,0
27882,11491,0,0,0,0,0,0
27882,11495,0,0,0,0,0,0
27876,11498,0,0,0,0,0,0
27874,11506,0,0,0,0,0,0
27869,11510,0,0,0,0,0,0
27866,11512,0,0,0,0,0,0
27860,11519,0,0,0,0,0,0
27857,11524,0,0,0,0,0,0
27856,11531,0,0,0,0,0,0
27855,11534,0,0,0,0,0,0
27854,11540,0,0,0,0,0,0
27853,11544,0,0,0,0,0,0
27850,11552,0,0,0,0,0,0
27848,11556,0,0,0,0,0,0
27846,11565,0,0,0,0,0,0
27846,11571,0,0,0,0,0,0
27842,11574,0,0,0,0,0,0
27840,11578,0,0,0,0,0,0
27841,11583,0,0,0,0,0,0
27839,11586,0,0,0,0,0,0
27837,11590,0,0,0,0,0,0
27836,11593,0,0,0,0,0,0
27837,11597,0,0,0,0,0,0
27837,11598,0,0,0,0,0,0
27836,11597,0,0,0,0,0,0
27837,11598,0,0,0,0,0,0
27836,11600,0,0,0,0,0,0
27836,11598,0,0,0,0,0,0
27836,11598,0,0,0,0,0,0
27836,11599,0,0,0,0,0,0
27834,11601,0,0,0,0,0,0
27834,11603,0,0,0,0,0,0
27834,11607,0,0,0,0,0,0
27835,11612,0,0,0,0,0,0
27836,11613,0,0,0,0,0,0
27834,11616,0,0,0,0,0,0
27832,11618,0,0,0,0,0,0
27833,11618,0,0,0,0,0,0
27833,11619,0,0,0,0,0,0
27831,11618,0,0,0,0,0,0
27833,11619,0,0,0,0,0,0
27832,11619,0,0,0,0,0,0
27833,11619,0,0,0,0,0,0
27833,11618,0,0,0,0,0,0
27833,11619,0,0,0,0,0,0
27834,11618,0,0,0,0,0,0
27833,11618,0,0,0,0,0,0
27834,11619,0,0,0,0,0,0
27835,11619,0,0,0,0,0,0
27835,11619,0,0,0,0,0,0
27835,11619,0,0,0,0,0,0
27833,11619,0,0,0,0,0,0
27834,11621,0,0,0,0,0,0
27834,11621,0,0,0,0,0,0
27833,11622,0,0,0,0,0,0
27833,11622,0,0,0,0,0,0
27832,11623,0,0,0,0,0,0
27833,11623,0,0,0,0,0,0
27835,11630,0,0,0,0,0,0
27837,11638,0,0,0,0,0,0
27840,11643,0,0,0,0,0,0
27845,11648,0,0,0,0,0,0
27847,11650,0,0,0,0,0,0
27851,11654,0,0,0,0,0,0
27855,11659,0,0,0,0,0,0
27859,11661,0,0,0,0,0,0
27862,11663,0,0,0,0,0,0
27865,11664,0,0,0,0,0,0
27865,11666,0,0,0,0,0,0
27865,11667,0,0,0,0,0,0
27868,11670,0,0,0,0,0,0
27865,11674,0,0,0,0,0,0
27866,11676,0,0,0,0,0,0
27867,11677,0,0,0,0,0,0
27868,11679,0,0,0,0,0,0
27869,11682,0,0,0,0,0,0
27718,11693,0,0,0,0,0,0
27717,11697,0,0,0,0,0,0
27715,11703,0,0,0,0,0,0
27714,11706,0,0,0,0,0,0
27713,11708,0,0,0,0,0,0
27712,11708,0,0,0,0,0,0
27708,11712,0,0,0,0,0,0
27705,11718,0,0,0,0,0,0
27701,11720,0,0,0,0,0,0
27696,11726,0,0,0,0,0,0
27694,11730,0,0,0,0,0,0
27693,11732,0,0,0,0,0,0
27694,11737,0,0,0,0,0,0
27694,11736,0,0,0,0,0,0
27695,11736,0,0,0,0,0,0
27695,11736,0,0,0,0,0,0
27696,11735,0,0,0,0,0,0
27696,11735,0,0,0,0,0,0
27697,11737,0,0,0,0,0,0
27697,11735,0,0,0,0,0,0
27697,11736,0,0,0,0,0,0
27697,11733,0,0,0,0,0,0
27696,11734,0,0,0,0,0,0
27696,11732,0,0,0,0,0,0
27696,11732,0,0,0,0,0,0
27694,11730,0,0,0,0,0,0
27692,11725,0,0,0,0,0,0
27691,11724,0,0,0,0,0,0
27685,11720,0,0,0,0,0,0
27684,11719,0,0,0,0,0,0
27681,11718,0,0,0,0,0,0
27676,11717,0,0,0,0,0,0
27673,11714,0,0,0,0,0,0
27670,11713,0,0,0,0,0,0
27666,11709,0,0,0,0,0,0
27665,11709,0,0,0,0,0,0
27662,11708,0,0,0,0,0,0
27658,11705,0,0,0,0,0,0
